point,point_class,proposed_hasTimeseriesId,hasEntityId_TO_CONFIRM,meters
entity:SSC_B-020_Fm-Storage_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_020_Fm_Storage,entity:SSC_B-020_Fm-Storage
entity:SSC_B-020_Fm-Storage_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_020_Fm_Storage,entity:SSC_B-020_Fm-Storage
entity:SSC_B-021_Fm-Storage_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_021_Fm_Storage,entity:SSC_B-021_Fm-Storage
entity:SSC_B-021_Fm-Storage_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_021_Fm_Storage,entity:SSC_B-021_Fm-Storage
entity:SSC_B-022_Ssp_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_022_Ssp,entity:SSC_B-022_Ssp
entity:SSC_B-022_Ssp_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_022_Ssp,entity:SSC_B-022_Ssp
entity:SSC_B-023_Q-Tel_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_023_Q_Tel,entity:SSC_B-023_Q-Tel
entity:SSC_B-023_Q-Tel_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_023_Q_Tel,entity:SSC_B-023_Q-Tel
entity:SSC_B-024_Bin-Storage_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_024_Bin_Storage,entity:SSC_B-024_Bin-Storage
entity:SSC_B-024_Bin-Storage_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_024_Bin_Storage,entity:SSC_B-024_Bin-Storage
entity:SSC_B-025_Main-Sec-Control-Room_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_025_Main_Sec_Control_Room,entity:SSC_B-025_Main-Sec-Control-Room
entity:SSC_B-025_Main-Sec-Control-Room_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_025_Main_Sec_Control_Room,entity:SSC_B-025_Main-Sec-Control-Room
entity:SSC_B-026_MDF-Ser-1_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_026_MDF_Ser_1,entity:SSC_B-026_MDF-Ser-1
entity:SSC_B-026_MDF-Ser-1_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_026_MDF_Ser_1,entity:SSC_B-026_MDF-Ser-1
entity:SSC_B-027_Corridor_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_027_Corridor,entity:SSC_B-027_Corridor
entity:SSC_B-027_Corridor_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_027_Corridor,entity:SSC_B-027_Corridor
entity:SSC_B-028_File-Storage_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_028_File_Storage,entity:SSC_B-028_File-Storage
entity:SSC_B-028_File-Storage_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_028_File_Storage,entity:SSC_B-028_File-Storage
entity:SSC_B-029_Corridor_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_029_Corridor,entity:SSC_B-029_Corridor
entity:SSC_B-029_Corridor_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_029_Corridor,entity:SSC_B-029_Corridor
entity:SSC_B-030_Corridor_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_030_Corridor,entity:SSC_B-030_Corridor
entity:SSC_B-030_Corridor_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_030_Corridor,entity:SSC_B-030_Corridor
entity:SSC_B-031_Corridor_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_031_Corridor,entity:SSC_B-031_Corridor
entity:SSC_B-031_Corridor_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_031_Corridor,entity:SSC_B-031_Corridor
entity:SSC_B-032_Corridor_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_032_Corridor,entity:SSC_B-032_Corridor
entity:SSC_B-032_Corridor_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_032_Corridor,entity:SSC_B-032_Corridor
entity:SSC_B-033_Closet_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_033_Closet,entity:SSC_B-033_Closet
entity:SSC_B-033_Closet_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_033_Closet,entity:SSC_B-033_Closet
entity:SSC_B-034_Corridor_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_034_Corridor,entity:SSC_B-034_Corridor
entity:SSC_B-034_Corridor_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_034_Corridor,entity:SSC_B-034_Corridor
entity:SSC_B-035_Corridor_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_035_Corridor,entity:SSC_B-035_Corridor
entity:SSC_B-035_Corridor_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_035_Corridor,entity:SSC_B-035_Corridor
entity:SSC_B-036_Storage_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_036_Storage,entity:SSC_B-036_Storage
entity:SSC_B-036_Storage_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_036_Storage,entity:SSC_B-036_Storage
entity:SSC_B-038_Ser-2_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_038_Ser_2,entity:SSC_B-038_Ser-2
entity:SSC_B-038_Ser-2_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_038_Ser_2,entity:SSC_B-038_Ser-2
entity:SSC_B-039_BMS_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_039_BMS,entity:SSC_B-039_BMS
entity:SSC_B-039_BMS_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_039_BMS,entity:SSC_B-039_BMS
entity:SSC_B-P-1_P1_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_P_1_P1,entity:SSC_B-P-1_P1
entity:SSC_B-P-1_P1_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_P_1_P1,entity:SSC_B-P-1_P1
entity:SSC_B-P-2_P2_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_P_2_P2,entity:SSC_B-P-2_P2
entity:SSC_B-P-2_P2_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_P_2_P2,entity:SSC_B-P-2_P2
entity:SSC_B-ST-1_Stair-1_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_ST_1_Stair_1,entity:SSC_B-ST-1_Stair-1
entity:SSC_B-ST-1_Stair-1_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_ST_1_Stair_1,entity:SSC_B-ST-1_Stair-1
entity:SSC_B-ST-2_Stair-2_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_B_ST_2_Stair_2,entity:SSC_B-ST-2_Stair-2
entity:SSC_B-ST-2_Stair-2_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_B_ST_2_Stair_2,entity:SSC_B-ST-2_Stair-2
entity:SSC_ST-10_Stair-10_CHW-Power-Thermal-Virtual-Meter-Consumption,brick:Thermal_Energy_Usage_Sensor,CWPWR_KWHT_CALC,SSC_ST_10_Stair_10,entity:SSC_ST-10_Stair-10
entity:SSC_ST-10_Stair-10_CHW-Power-Thermal-Virtual-Meter-Demand,brick:Thermal_Power_Sensor,CWPWR_KWT_CALC,SSC_ST_10_Stair_10,entity:SSC_ST-10_Stair-10
entity:SSC_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC,entity:SSC
entity:SSC_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC,entity:SSC
entity:SSC_Level-01_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_Level_01,entity:SSC_Level-01
entity:SSC_Level-01_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_Level_01,entity:SSC_Level-01
entity:SSC_Level-02_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_Level_02,entity:SSC_Level-02
entity:SSC_Level-02_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_Level_02,entity:SSC_Level-02
entity:SSC_Level-03_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_Level_03,entity:SSC_Level-03
entity:SSC_Level-03_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_Level_03,entity:SSC_Level-03
entity:SSC_Level-B1_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_Level_B1,entity:SSC_Level-B1
entity:SSC_Level-B1_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_Level_B1,entity:SSC_Level-B1
entity:SSC_01-001_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_001_Corridor,entity:SSC_01-001_Corridor
entity:SSC_01-001_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_001_Corridor,entity:SSC_01-001_Corridor
entity:SSC_01-002_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_002_Shell_Space,entity:SSC_01-002_Shell-Space
entity:SSC_01-002_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_002_Shell_Space,entity:SSC_01-002_Shell-Space
entity:SSC_01-003_Open-Space_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_003_Open_Space,entity:SSC_01-003_Open-Space
entity:SSC_01-003_Open-Space_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_003_Open_Space,entity:SSC_01-003_Open-Space
entity:SSC_01-004_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_004_Corridor,entity:SSC_01-004_Corridor
entity:SSC_01-004_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_004_Corridor,entity:SSC_01-004_Corridor
entity:SSC_01-005_Kitchen_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_005_Kitchen,entity:SSC_01-005_Kitchen
entity:SSC_01-005_Kitchen_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_005_Kitchen,entity:SSC_01-005_Kitchen
entity:SSC_01-006_Male-Toilet_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_006_Male_Toilet,entity:SSC_01-006_Male-Toilet
entity:SSC_01-006_Male-Toilet_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_006_Male_Toilet,entity:SSC_01-006_Male-Toilet
entity:SSC_01-007_Female-Toilet_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_007_Female_Toilet,entity:SSC_01-007_Female-Toilet
entity:SSC_01-007_Female-Toilet_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_007_Female_Toilet,entity:SSC_01-007_Female-Toilet
entity:SSC_01-008_AV-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_008_AV_Room,entity:SSC_01-008_AV-Room
entity:SSC_01-008_AV-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_008_AV_Room,entity:SSC_01-008_AV-Room
entity:SSC_01-009_Auditorium_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_009_Auditorium,entity:SSC_01-009_Auditorium
entity:SSC_01-009_Auditorium_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_009_Auditorium,entity:SSC_01-009_Auditorium
entity:SSC_01-010_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_010_Corridor,entity:SSC_01-010_Corridor
entity:SSC_01-010_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_010_Corridor,entity:SSC_01-010_Corridor
entity:SSC_01-011_Air-Lock_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_011_Air_Lock,entity:SSC_01-011_Air-Lock
entity:SSC_01-011_Air-Lock_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_011_Air_Lock,entity:SSC_01-011_Air-Lock
entity:SSC_01-012_Storage_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_012_Storage,entity:SSC_01-012_Storage
entity:SSC_01-012_Storage_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_012_Storage,entity:SSC_01-012_Storage
entity:SSC_01-013_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_013_Corridor,entity:SSC_01-013_Corridor
entity:SSC_01-013_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_013_Corridor,entity:SSC_01-013_Corridor
entity:SSC_01-014_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_014_Shell_Space,entity:SSC_01-014_Shell-Space
entity:SSC_01-014_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_014_Shell_Space,entity:SSC_01-014_Shell-Space
entity:SSC_01-015_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_015_Shell_Space,entity:SSC_01-015_Shell-Space
entity:SSC_01-015_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_015_Shell_Space,entity:SSC_01-015_Shell-Space
entity:SSC_01-016_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_016_Shell_Space,entity:SSC_01-016_Shell-Space
entity:SSC_01-016_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_016_Shell_Space,entity:SSC_01-016_Shell-Space
entity:SSC_01-017_Female-Toilet_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_017_Female_Toilet,entity:SSC_01-017_Female-Toilet
entity:SSC_01-017_Female-Toilet_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_017_Female_Toilet,entity:SSC_01-017_Female-Toilet
entity:SSC_01-018_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_018_Corridor,entity:SSC_01-018_Corridor
entity:SSC_01-018_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_018_Corridor,entity:SSC_01-018_Corridor
entity:SSC_01-019_Prayer-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_019_Prayer_Room,entity:SSC_01-019_Prayer-Room
entity:SSC_01-019_Prayer-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_019_Prayer_Room,entity:SSC_01-019_Prayer-Room
entity:SSC_01-020_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_020_Corridor,entity:SSC_01-020_Corridor
entity:SSC_01-020_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_020_Corridor,entity:SSC_01-020_Corridor
entity:SSC_01-021_Ablution-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_021_Ablution_Room,entity:SSC_01-021_Ablution-Room
entity:SSC_01-021_Ablution-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_021_Ablution_Room,entity:SSC_01-021_Ablution-Room
entity:SSC_01-022_Ablution-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_022_Ablution_Room,entity:SSC_01-022_Ablution-Room
entity:SSC_01-022_Ablution-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_022_Ablution_Room,entity:SSC_01-022_Ablution-Room
entity:SSC_01-023_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_023_Corridor,entity:SSC_01-023_Corridor
entity:SSC_01-023_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_023_Corridor,entity:SSC_01-023_Corridor
entity:SSC_01-024_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_024_Corridor,entity:SSC_01-024_Corridor
entity:SSC_01-024_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_024_Corridor,entity:SSC_01-024_Corridor
entity:SSC_01-025_Male-Toilet_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_025_Male_Toilet,entity:SSC_01-025_Male-Toilet
entity:SSC_01-025_Male-Toilet_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_025_Male_Toilet,entity:SSC_01-025_Male-Toilet
entity:SSC_01-026_Storage-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_026_Storage_Room,entity:SSC_01-026_Storage-Room
entity:SSC_01-026_Storage-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_026_Storage_Room,entity:SSC_01-026_Storage-Room
entity:SSC_01-027_IDF-1_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_027_IDF_1,entity:SSC_01-027_IDF-1
entity:SSC_01-027_IDF-1_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_027_IDF_1,entity:SSC_01-027_IDF-1
entity:SSC_01-028_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_028_Corridor,entity:SSC_01-028_Corridor
entity:SSC_01-028_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_028_Corridor,entity:SSC_01-028_Corridor
entity:SSC_01-029_Room-No-42_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_029_Room_No_42,entity:SSC_01-029_Room-No-42
entity:SSC_01-029_Room-No-42_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_029_Room_No_42,entity:SSC_01-029_Room-No-42
entity:SSC_01-029_Room-No-43_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_029_Room_No_43,entity:SSC_01-029_Room-No-43
entity:SSC_01-029_Room-No-43_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_029_Room_No_43,entity:SSC_01-029_Room-No-43
entity:SSC_01-029_Room-No-44_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_029_Room_No_44,entity:SSC_01-029_Room-No-44
entity:SSC_01-029_Room-No-44_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_029_Room_No_44,entity:SSC_01-029_Room-No-44
entity:SSC_01-029_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_029_Shell_Space,entity:SSC_01-029_Shell-Space
entity:SSC_01-029_Shell-Space_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_029_Shell_Space,entity:SSC_01-029_Shell-Space
entity:SSC_01-030_Storage_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_030_Storage,entity:SSC_01-030_Storage
entity:SSC_01-030_Storage_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_030_Storage,entity:SSC_01-030_Storage
entity:SSC_01-031_Toilet_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_031_Toilet,entity:SSC_01-031_Toilet
entity:SSC_01-031_Toilet_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_031_Toilet,entity:SSC_01-031_Toilet
entity:SSC_01-032_Vestibule_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_032_Vestibule,entity:SSC_01-032_Vestibule
entity:SSC_01-032_Vestibule_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_032_Vestibule,entity:SSC_01-032_Vestibule
entity:SSC_01-033_Janitors-Closet_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_033_Janitors_Closet,entity:SSC_01-033_Janitors-Closet
entity:SSC_01-033_Janitors-Closet_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_033_Janitors_Closet,entity:SSC_01-033_Janitors-Closet
entity:SSC_01-034_Air-Lock_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,SSC_01_034_Air_Lock,entity:SSC_01-034_Air-Lock
entity:SSC_01-034_Air-Lock_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,SSC_01_034_Air_Lock,entity:SSC_01-034_Air-Lock
