point,point_class,proposed_hasTimeseriesId,hasEntityId_TO_CONFIRM,meters
entity:SSC_01-002_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_002_Shell_Space,entity:SSC_01-002_Shell-Space
entity:SSC_01-003_Open-Space_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_003_Open_Space,entity:SSC_01-003_Open-Space
entity:SSC_01-003_Open-Space_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_003_Open_Space,entity:SSC_01-003_Open-Space
entity:SSC_01-004_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_004_Corridor,entity:SSC_01-004_Corridor
entity:SSC_01-004_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_004_Corridor,entity:SSC_01-004_Corridor
entity:SSC_01-005_Kitchen_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_005_Kitchen,entity:SSC_01-005_Kitchen
entity:SSC_01-005_Kitchen_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_005_Kitchen,entity:SSC_01-005_Kitchen
entity:SSC_01-006_Male-Toilet_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_006_Male_Toilet,entity:SSC_01-006_Male-Toilet
entity:SSC_01-006_Male-Toilet_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_006_Male_Toilet,entity:SSC_01-006_Male-Toilet
entity:SSC_01-007_Female-Toilet_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_007_Female_Toilet,entity:SSC_01-007_Female-Toilet
entity:SSC_01-007_Female-Toilet_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_007_Female_Toilet,entity:SSC_01-007_Female-Toilet
entity:SSC_01-008_AV-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_008_AV_Room,entity:SSC_01-008_AV-Room
entity:SSC_01-008_AV-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_008_AV_Room,entity:SSC_01-008_AV-Room
entity:SSC_01-009_Auditorium_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_009_Auditorium,entity:SSC_01-009_Auditorium
entity:SSC_01-009_Auditorium_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_009_Auditorium,entity:SSC_01-009_Auditorium
entity:SSC_01-010_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_010_Corridor,entity:SSC_01-010_Corridor
entity:SSC_01-010_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_010_Corridor,entity:SSC_01-010_Corridor
entity:SSC_01-011_Air-Lock_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_011_Air_Lock,entity:SSC_01-011_Air-Lock
entity:SSC_01-011_Air-Lock_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_011_Air_Lock,entity:SSC_01-011_Air-Lock
entity:SSC_01-012_Storage_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_012_Storage,entity:SSC_01-012_Storage
entity:SSC_01-012_Storage_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_012_Storage,entity:SSC_01-012_Storage
entity:SSC_01-013_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_013_Corridor,entity:SSC_01-013_Corridor
entity:SSC_01-013_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_013_Corridor,entity:SSC_01-013_Corridor
entity:SSC_01-014_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_014_Shell_Space,entity:SSC_01-014_Shell-Space
entity:SSC_01-014_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_014_Shell_Space,entity:SSC_01-014_Shell-Space
entity:SSC_01-015_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_015_Shell_Space,entity:SSC_01-015_Shell-Space
entity:SSC_01-015_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_015_Shell_Space,entity:SSC_01-015_Shell-Space
entity:SSC_01-016_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_016_Shell_Space,entity:SSC_01-016_Shell-Space
entity:SSC_01-016_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_016_Shell_Space,entity:SSC_01-016_Shell-Space
entity:SSC_01-017_Female-Toilet_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_017_Female_Toilet,entity:SSC_01-017_Female-Toilet
entity:SSC_01-017_Female-Toilet_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_017_Female_Toilet,entity:SSC_01-017_Female-Toilet
entity:SSC_01-018_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_018_Corridor,entity:SSC_01-018_Corridor
entity:SSC_01-018_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_018_Corridor,entity:SSC_01-018_Corridor
entity:SSC_01-019_Prayer-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_019_Prayer_Room,entity:SSC_01-019_Prayer-Room
entity:SSC_01-019_Prayer-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_019_Prayer_Room,entity:SSC_01-019_Prayer-Room
entity:SSC_01-020_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_020_Corridor,entity:SSC_01-020_Corridor
entity:SSC_01-020_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_020_Corridor,entity:SSC_01-020_Corridor
entity:SSC_01-021_Ablution-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_021_Ablution_Room,entity:SSC_01-021_Ablution-Room
entity:SSC_01-021_Ablution-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_021_Ablution_Room,entity:SSC_01-021_Ablution-Room
entity:SSC_01-022_Ablution-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_022_Ablution_Room,entity:SSC_01-022_Ablution-Room
entity:SSC_01-022_Ablution-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_022_Ablution_Room,entity:SSC_01-022_Ablution-Room
entity:SSC_01-023_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_023_Corridor,entity:SSC_01-023_Corridor
entity:SSC_01-023_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_023_Corridor,entity:SSC_01-023_Corridor
entity:SSC_01-024_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_024_Corridor,entity:SSC_01-024_Corridor
entity:SSC_01-024_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_024_Corridor,entity:SSC_01-024_Corridor
entity:SSC_01-025_Male-Toilet_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_025_Male_Toilet,entity:SSC_01-025_Male-Toilet
entity:SSC_01-025_Male-Toilet_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_025_Male_Toilet,entity:SSC_01-025_Male-Toilet
entity:SSC_01-026_Storage-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_026_Storage_Room,entity:SSC_01-026_Storage-Room
entity:SSC_01-026_Storage-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_026_Storage_Room,entity:SSC_01-026_Storage-Room
entity:SSC_01-027_IDF-1_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_027_IDF_1,entity:SSC_01-027_IDF-1
entity:SSC_01-027_IDF-1_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_027_IDF_1,entity:SSC_01-027_IDF-1
entity:SSC_01-028_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_028_Corridor,entity:SSC_01-028_Corridor
entity:SSC_01-028_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_028_Corridor,entity:SSC_01-028_Corridor
entity:SSC_01-029_Room-No-42_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_029_Room_No_42,entity:SSC_01-029_Room-No-42
entity:SSC_01-029_Room-No-42_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_029_Room_No_42,entity:SSC_01-029_Room-No-42
entity:SSC_01-029_Room-No-43_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_029_Room_No_43,entity:SSC_01-029_Room-No-43
entity:SSC_01-029_Room-No-43_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_029_Room_No_43,entity:SSC_01-029_Room-No-43
entity:SSC_01-029_Room-No-44_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_029_Room_No_44,entity:SSC_01-029_Room-No-44
entity:SSC_01-029_Room-No-44_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_029_Room_No_44,entity:SSC_01-029_Room-No-44
entity:SSC_01-029_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_029_Shell_Space,entity:SSC_01-029_Shell-Space
entity:SSC_01-029_Shell-Space_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_029_Shell_Space,entity:SSC_01-029_Shell-Space
entity:SSC_01-030_Storage_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_030_Storage,entity:SSC_01-030_Storage
entity:SSC_01-030_Storage_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_030_Storage,entity:SSC_01-030_Storage
entity:SSC_01-031_Toilet_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_031_Toilet,entity:SSC_01-031_Toilet
entity:SSC_01-031_Toilet_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_031_Toilet,entity:SSC_01-031_Toilet
entity:SSC_01-032_Vestibule_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_032_Vestibule,entity:SSC_01-032_Vestibule
entity:SSC_01-032_Vestibule_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_032_Vestibule,entity:SSC_01-032_Vestibule
entity:SSC_01-033_Janitors-Closet_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_033_Janitors_Closet,entity:SSC_01-033_Janitors-Closet
entity:SSC_01-033_Janitors-Closet_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_033_Janitors_Closet,entity:SSC_01-033_Janitors-Closet
entity:SSC_01-034_Air-Lock_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_034_Air_Lock,entity:SSC_01-034_Air-Lock
entity:SSC_01-034_Air-Lock_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_034_Air_Lock,entity:SSC_01-034_Air-Lock
entity:SSC_01-035_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_035_Corridor,entity:SSC_01-035_Corridor
entity:SSC_01-035_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_035_Corridor,entity:SSC_01-035_Corridor
entity:SSC_01-036_Outdoor-Area_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_036_Outdoor_Area,entity:SSC_01-036_Outdoor-Area
entity:SSC_01-036_Outdoor-Area_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_036_Outdoor_Area,entity:SSC_01-036_Outdoor-Area
entity:SSC_01-037_Outdoor-Area_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_037_Outdoor_Area,entity:SSC_01-037_Outdoor-Area
entity:SSC_01-037_Outdoor-Area_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_037_Outdoor_Area,entity:SSC_01-037_Outdoor-Area
entity:SSC_01-038_Storage-Area_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_038_Storage_Area,entity:SSC_01-038_Storage-Area
entity:SSC_01-038_Storage-Area_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_038_Storage_Area,entity:SSC_01-038_Storage-Area
entity:SSC_01-039_IDF-2_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_039_IDF_2,entity:SSC_01-039_IDF-2
entity:SSC_01-039_IDF-2_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_039_IDF_2,entity:SSC_01-039_IDF-2
entity:SSC_01-041_Storage-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_041_Storage_Room,entity:SSC_01-041_Storage-Room
entity:SSC_01-041_Storage-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_041_Storage_Room,entity:SSC_01-041_Storage-Room
entity:SSC_01-206_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_206_Corridor,entity:SSC_01-206_Corridor
entity:SSC_01-206_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_206_Corridor,entity:SSC_01-206_Corridor
entity:SSC_01-P-1_P-1_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_P_1_P_1,entity:SSC_01-P-1_P-1
entity:SSC_01-P-1_P-1_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_P_1_P_1,entity:SSC_01-P-1_P-1
entity:SSC_01-P-2_P-2_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_P_2_P_2,entity:SSC_01-P-2_P-2
entity:SSC_01-P-2_P-2_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_P_2_P_2,entity:SSC_01-P-2_P-2
entity:SSC_01-ST-1_Stair-1_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_ST_1_Stair_1,entity:SSC_01-ST-1_Stair-1
entity:SSC_01-ST-1_Stair-1_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_ST_1_Stair_1,entity:SSC_01-ST-1_Stair-1
entity:SSC_01-ST-2_Stair-2_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_ST_2_Stair_2,entity:SSC_01-ST-2_Stair-2
entity:SSC_01-ST-2_Stair-2_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_ST_2_Stair_2,entity:SSC_01-ST-2_Stair-2
entity:SSC_01-ST-3_Stair-3_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_ST_3_Stair_3,entity:SSC_01-ST-3_Stair-3
entity:SSC_01-ST-3_Stair-3_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_ST_3_Stair_3,entity:SSC_01-ST-3_Stair-3
entity:SSC_01-ST-4_Stair-4_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_ST_4_Stair_4,entity:SSC_01-ST-4_Stair-4
entity:SSC_01-ST-4_Stair-4_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_ST_4_Stair_4,entity:SSC_01-ST-4_Stair-4
entity:SSC_01-ST-5_Stair-5_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_ST_5_Stair_5,entity:SSC_01-ST-5_Stair-5
entity:SSC_01-ST-5_Stair-5_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_ST_5_Stair_5,entity:SSC_01-ST-5_Stair-5
entity:SSC_01-ST-8_Stair-8_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_ST_8_Stair_8,entity:SSC_01-ST-8_Stair-8
entity:SSC_01-ST-8_Stair-8_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_ST_8_Stair_8,entity:SSC_01-ST-8_Stair-8
entity:SSC_01-ST-9_Stair-9_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_01_ST_9_Stair_9,entity:SSC_01-ST-9_Stair-9
entity:SSC_01-ST-9_Stair-9_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_01_ST_9_Stair_9,entity:SSC_01-ST-9_Stair-9
entity:SSC_02-001_Foyer_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_001_Foyer,entity:SSC_02-001_Foyer
entity:SSC_02-001_Foyer_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_001_Foyer,entity:SSC_02-001_Foyer
entity:SSC_02-002_Lobby_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_002_Lobby,entity:SSC_02-002_Lobby
entity:SSC_02-002_Lobby_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_002_Lobby,entity:SSC_02-002_Lobby
entity:SSC_02-003_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_003_Corridor,entity:SSC_02-003_Corridor
entity:SSC_02-003_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_003_Corridor,entity:SSC_02-003_Corridor
entity:SSC_02-004_Corridor_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_004_Corridor,entity:SSC_02-004_Corridor
entity:SSC_02-004_Corridor_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_004_Corridor,entity:SSC_02-004_Corridor
entity:SSC_02-005_Executive-Conference-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_005_Executive_Conference_Room,entity:SSC_02-005_Executive-Conference-Room
entity:SSC_02-005_Executive-Conference-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_005_Executive_Conference_Room,entity:SSC_02-005_Executive-Conference-Room
entity:SSC_02-006_Conference-Room_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_006_Conference_Room,entity:SSC_02-006_Conference-Room
entity:SSC_02-006_Conference-Room_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_006_Conference_Room,entity:SSC_02-006_Conference-Room
entity:SSC_02-007_Mezzanine_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_007_Mezzanine,entity:SSC_02-007_Mezzanine
entity:SSC_02-007_Mezzanine_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_007_Mezzanine,entity:SSC_02-007_Mezzanine
entity:SSC_02-008_Toilet_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_008_Toilet,entity:SSC_02-008_Toilet
entity:SSC_02-008_Toilet_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_008_Toilet,entity:SSC_02-008_Toilet
entity:SSC_02-010_Vestibule_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_010_Vestibule,entity:SSC_02-010_Vestibule
entity:SSC_02-010_Vestibule_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_010_Vestibule,entity:SSC_02-010_Vestibule
entity:SSC_02-P-1_Lift_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_P_1_Lift,entity:SSC_02-P-1_Lift
entity:SSC_02-P-1_Lift_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_P_1_Lift,entity:SSC_02-P-1_Lift
entity:SSC_02-P-2_Lift_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_P_2_Lift,entity:SSC_02-P-2_Lift
entity:SSC_02-P-2_Lift_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_P_2_Lift,entity:SSC_02-P-2_Lift
entity:SSC_02-ST-1_Stair-1_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_ST_1_Stair_1,entity:SSC_02-ST-1_Stair-1
entity:SSC_02-ST-1_Stair-1_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_ST_1_Stair_1,entity:SSC_02-ST-1_Stair-1
entity:SSC_02-ST-2_Stair-2_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_ST_2_Stair_2,entity:SSC_02-ST-2_Stair-2
entity:SSC_02-ST-2_Stair-2_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_ST_2_Stair_2,entity:SSC_02-ST-2_Stair-2
entity:SSC_02-ST-8_Stair-8_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_02_ST_8_Stair_8,entity:SSC_02-ST-8_Stair-8
entity:SSC_02-ST-8_Stair-8_LTG-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,LTG_KW_CALC,SSC_02_ST_8_Stair_8,entity:SSC_02-ST-8_Stair-8
entity:SSC_03-001_Directors-Office_LTG-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,LTG_KWH_CALC,SSC_03_001_Directors_Office,entity:SSC_03-001_Directors-Office
