building,tag,room before,room after,source
HQ,VAV0178,FEMALE PRAYER ROOM 3.105A,3.105A FEMALE PRAYER ROOM,J
HQ,VAV0179,03.CORIDOR,3.601 S TOWER CORRIDOR,D->E
HQ,VAV0180,LOUNGE 3.001,3.001 LOUNGE,J
HQ,VAV0181,CONSULTANT SPACE TRAINEES 3.102,3.102 CONSULTANT SPACE TRAINEES,J
HQ,VAV0182,CONSULTANT SPACE TRAINEES 3.102,3.102 CONSULTANT SPACE TRAINEES,J
HQ,VAV0183,CONSULTANT SPACE TRAINEES 3.102,3.102 CONSULTANT SPACE TRAINEES,J
HQ,VAV0184,HR IMMG SECRETARY 3.104,3.104 HR IMMG SECRETARY,D
HQ,VAV0185,HR IMMIG STAFF 3.012,3.012 HR IMMIG STAFF,D
HQ,VAV0186,HR IMMIG STAFF 3.013,3.013 HR IMMIG STAFF,D
HQ,VAV0187,HR IMMIG STAFF 3.014,3.014 HR IMMIG STAFF,D
HQ,VAV0188,HR IMMIG STAFF 3.015,3.015 HR IMMIG STAFF,D
HQ,VAV0189,HR IMMIG STAFF 3.016,3.016 HR IMMIG STAFF,D
HQ,VAV0190,HR IMMIG STAFF 3.003,3.003 HR IMMIG STAFF,D
HQ,VAV0191,HR IMMIG STAFF 3.004,3.004 HR IMMIG STAFF,D
HQ,VAV0192,HR IMMIG STAFF 3.005,3.005 HR IMMIG STAFF,D
HQ,VAV0193,HR IMMIG STAFF 3.006,3.006 HR IMMIG STAFF,D
HQ,VAV0194,HR IMMIG STAFF 3.007,3.007 HR IMMIG STAFF,D
HQ,VAV0195,HR IMMIG STAFF 3.008,3.008 HR IMMIG STAFF,D
HQ,VAV0196,HR IMMIG STAFF 3.009,3.009 HR IMMIG STORAGE,D->E
HQ,VAV0197,HR IMMIG STAFF 3.010,3.010 HR IMMIG STAFF,D
HQ,VAV0198,HR IMMIG STAFF 3.011,3.011 HR IMMIG STAFF,D
HQ,VAV0199,OFFICE SPACE 3.101,3.101 SHELL SPACE,D->E
HQ,VAV0200,HR IMMIG STAFF 3.002,3.002 HR IMMIG STAFF,D
HQ,VAV0201,03.CORIDOR,3.601 S TOWER CORRIDOR,D->E
HQ,VAV0202,OFFICE SPACE 3.202A,3.202A OFFICE SPACE,D
HQ,VAV0203,OFFICE SPACE 3.202B,3.202B OFFICE SPACE,D
HQ,VAV0204,HR IMMIGRATION 3.205,3.205 HR IMMIG IMMIGRATION,D->E
HQ,VAV0205,HR IMMIG MANAGER 3.206,3.206 HR IMMIG MANAGER,D
HQ,VAV0206,HR IMMIG MANAGER 3.207,3.207 HR IMMIG MANAGER,D
HQ,VAV0207,HR IMMIG MANAGER 3.208,3.208 HR IMMIG MANAGER,D
HQ,VAV0208,HR IMMIG MANAGER 3.209,3.209 HR IMMIG MANAGER,D
HQ,VAV0209,HR IMMIG OFFICER 3.210,3.210 HR IMMIG OFFICER,D
HQ,VAV0210,HR IMMIG OFFICER 3.210,3.210 HR IMMIG OFFICER,J
HQ,VAV0211,HR IMMIG MANAGER 3.211,3.211 HR IMMIG MANAGER,D
HQ,VAV0212,HR IMMIG SEC. 3.212,3.212 HR IMMIG SECRETARIES,D->E
HQ,VAV0213,HR IMMIG DIR. ENSUIT 3.213,3.213 HR IMMIG DIR ENSUIT,D
HQ,VAV0214,IT DIR. ENSUIT 3.214,3.214 IT SECRETARY,D->E
HQ,VAV0215,IT DIR. ENSUIT 3.215,3.215 IT DIR ENSUIT,D
HQ,VAV0216,PROC. CONTR. SECRETARY 3.216,3.216 PROC CONTR SECRETARY,D
HQ,VAV0217,PROC. & CONTR. DIR. E 3.201,3.201 PROC AND CONTRLDIRENSUIT,D->E
HQ,VAV0218,PROC. & CONTR. MEETING ROOM 3.301,3.301 PROC AND CONTR MEETING ROOM,D
HQ,VAV0219,PROC. & CONTR. MEETING ROOM 3.301,3.301 PROC AND CONTR MEETING ROOM,J
HQ,VAV0220,HR IMMG. MEETING ROOM 3.302,3.302 HR IMMG MEETING ROOM,D
HQ,VAV0221,SOUTH EAST CORRIDOR 3.602,3.602 E TOWER CORRIDOR,J->E
HQ,VAV0222,STR. PL. DIR. ENSUIT 04.004,4.004 STR PL DIR ENSUIT,J
HQ,VAV0223,STR. PL. DIR. MEETING ROOM 04.005,4.005 STR PL DIR MEETING ROOM,D
HQ,VAV0224,STR. PL. DIR. MANAGER 04.006,4.006 STR PL DIR MANAGER,J
HQ,VAV0225,STR. PL. DIR. MANAGER 04.007,4.007 STR PL DIR MANAGER,J
HQ,VAV0226,STR. PL. DIR. MANAGER 04.008,4.008 STR PL DIR MANAGER,J
HQ,VAV0227,STR. PL. DIR. HEAD OF PL. 04.009,4.009 STR PL DIR HEAD OF PL,J
HQ,VAV0228,STR. PL. DIR. HEAD OF PL. 04.010,4.010 STR PL DIR HEAD OF PL,J
HQ,VAV0229,STR. PL. DIR. HEAD OF PL. 04.011,4.011 STR PL DIR HEAD OF PL,J
HQ,VAV0230,STR. PL. DIR. HEAD OF PL. 04.012,4.012 STR PL DIR HEAD OF PL,J
HQ,VAV0231,STR. PL. DIR. HEAD OF PL. 04.013,4.013 STR PL DIR HEAD OF PL,J
HQ,VAV0232,STR. PL. DIR. MANAGER 04.014,4.014 STR PL DIR MANAGER,J
HQ,VAV0233,OFFICE SPACE 04.015C,4.015A OFFICE SPACE,J
HQ,VAV0234,OFFICE SPACE 04.015A,4.015C OFFICE SPACE,J
HQ,VAV0235,S-TOWER CORRIDOR 4.601,4.601 S TOWER CORRIDOR,D
HQ,VAV0236,VP EDU STORAGE 04.109,4.109 VP EDU STORAGE,D
HQ,VAV0237,S-TOWER CORRIDOR 4.601,4.601 S TOWER CORRIDOR,D
HQ,VAV0238,STR. PL. DIR. TECH. STAFF 04.108,4.108 STR PL DIR ARCHIVE ROOM,D->E
HQ,VAV0239,STR. PL. DIR. TECH. STAFF 04.107,4.107 STR PL DIR TECH STAFF,D
HQ,VAV0240,WAITING LOUNGE 04.104,4.104 WAITING LOUNGE,J
HQ,VAV0241,WAITING LOUNGE 04.104,4.104 WAITING LOUNGE,J
HQ,VAV0242,STR. PL. DIR. MANAGER 04.002,4.002 STR PL DIR MANAGER,D
HQ,VAV0243,STR. PL. DIR. EXEC. SECRE. 04.003,4.003 STR PL DIR EXEC SECRE,D
HQ,VAV0244,OFFICE SPACE 04.001B,4.001B OFFICE SPACE,D
HQ,VAV0245,OFFICE SPACE 04.001D,4.001D OFFICE SPACE,D
HQ,VAV0246,OFFICE SPACE 04.001F,4.001F OFFICE SPACE,D
HQ,VAV0247,OFFICE SPACE 04.001G,4.001G OFFICE SPACE,D
HQ,VAV0248,STORAGE SPACE 04.103,4.103 STORAGE SPACE,J
HQ,VAV0249,OFFICE SPACE 04.102,4.102 SHELL SPACE,D->E
HQ,VAV0250,OFFICE SPACE 04.101,4.101 SHELL SPACE,D->E
HQ,VAV0251,S-TOWER CORRIDOR 4.601,4.601 S TOWER CORRIDOR,D
HQ,VAV0252,OFFICE SPACE 04.201,4.201 SHELL SPACE,D->E
HQ,VAV0253,OFFICE SPACE 04.204,4.204 SHELL SPACE,D->E
HQ,VAV0254,VP ADM MANAGER 04.205,4.205 VP ADM MANAGER,D
HQ,VAV0255,VP ADM MANAGER 04.206,4.206 VP ADM MANAGER,D
HQ,VAV0256,VP ADM SEC. 04.208,4.208 VP ADM EXECSECRET,D->E
HQ,VAV0257,VP ADM SEC. 04.208,4.208 VP ADM EXECSECRET,J->E
HQ,VAV0258,VP ADM MANAGER 04.209,4.209 VP ADM MANAGER,D
HQ,VAV0259,VP ADM MANAGER 04.210,4.210 VP ADM MANAGER,D
HQ,VAV0260,VP ADM MANAGER 04.211,4.211 VP ADM MANAGER,D
HQ,VAV0261,VP ADM PERS. ASS. 04.212,4.212 VP ADM PERSASSIST,D->E
HQ,VAV0262,VP ADM ENSUIT 04.213,4.213 VP ADM ENSUIT,D
HQ,VAV0263,VP ADM MEETING ROOM 04.301,4.301 VP ADM MEETING ROOM,D
HQ,VAV0264,VP ADM MEETING ROOM 04.301,4.301 VP ADM MEETING ROOM,J
HQ,VAV0265,E-TOWER CORRIDOR 4.603,4.603 E TOWER CORRIDOR,D
HQ,VAV0266,E-TOWER CORRIDOR 4.603,4.603 E TOWER CORRIDOR,D
HQ,VAV0267,VP EDU DIR ENSUIT 5.012,5.012 VP EDU OFFICE DIRECTOR ENSUIT,D->E
HQ,VAV0268,VP EDU SECR. 5.013,5.013 VP EDU SECRETARY,D->E
HQ,VAV0269,VP EDU ASSIS. 5.014,5.014 VP EDU ASSISTANT,D->E
HQ,VAV0270,VP EDU ASSIS. 5.015,5.015 VP EDU ASSISTANT,D->E
HQ,VAV0271,VP EDU ASSIS. 5.016,5.016 VP EDU ASSISTANT,D->E
HQ,VAV0272,VP EDU ASSIS. 5.017,5.017 VP EDU ASSISTANT,D->E
HQ,VAV0273,VP EDU OFF. 5.018,5.018 VP EDU OFFICERS,D->E
HQ,VAV0274,VP EDU OFF. 5.019,5.019 VP EDU OFFICERS,D->E
HQ,VAV0275,VP EDU OFF. 5.020,5.020 VP EDU OFFICERS,D->E
HQ,VAV0276,VP EDU OFF. 5.021,5.021 VP EDU OFFICERS,D->E
HQ,VAV0277,VP EDU OFF. 5.022,5.022 VP EDU OFFICERS,D->E
HQ,VAV0278,VP EDU OFF. 5.023,5.023 VP EDU OFFICERS,D->E
HQ,VAV0279,VP EDU SEC. 5.024,5.024 VP EDU SECRETARY,D->E
HQ,VAV0280,VP EDU DIR ENSUIT 5.025,5.025 VP EDU OFFICE DIRECTOR ENSUIT,D->E
HQ,VAV0281,VP EDU ASS. 5.026,5.026 VP EDU ASSISTANT,D->E
HQ,VAV0282,S-TOWER CORRIDOR 5.601,5.601 S TOWER CORRIDOR,D
HQ,VAV0283,VP EDU OFF. 5.110,5.110 VP EDU OFFICERS,D->E
HQ,VAV0284,VP EDU ASS. 5.109,5.109 ELECTRICAL CABINET,D->E
HQ,VAV0285,VP EDU SEC. 5.108,5.108 VP EDU ASSISTANT,D->E
HQ,VAV0286,VP EDU SEC. 5.107,5.107 VP EDUCATION SUPPSECRET,D->E
HQ,VAV0287,VP EDU SEC. 5.107,5.107 VP EDUCATION SUPPSECRET,J->E
HQ,VAV0288,VP EDU LOUNGE WAITING 5.104,5.104 VP EDU LOUNGE WAITING,J
HQ,VAV0289,VP EDU LOUNGE WAITING 5.104,5.104 VP EDU LOUNGE WAITING,J
HQ,VAV0290,VP EDU OFFICERS 5.009,5.009 VP1 VP EDU OFFICERS,J->E
HQ,VAV0291,VP EDU OFFICERS 5.010,5.010 VP EDU OFFICERS,J
HQ,VAV0292,VP EDU ASSISTANT 5.011,5.011 VP EDU ASSISTANT,J
HQ,VAV0293,VP EDU OFF. DIR ENSUIT 5.002,5.002 VP EDU OFF DIR ENSUIT,D
HQ,VAV0294,VP EDU SECRE. 5.003,5.003 VP EDU SECRETARY,D->E
HQ,VAV0295,VP EDU ASSISTANT 5.004,5.004 VP EDU ASSISTANT,J
HQ,VAV0296,VP EDU OFFICERS 5.005,5.005 VP EDU OFFICERS,J
HQ,VAV0297,VP EDU OFFICERS 5.006,5.006 VP EDU OFFICERS,J
HQ,VAV0298,VP EDU ASSISTANT 5.007,5.007 VP EDU OFFICERS,J->E
HQ,VAV0299,VP EDU ASSISTANT 5.008,5.008 VP EDU ASSISTANT,J
HQ,VAV0300,MEETING ROOM 5.102,5.102 MEETING ROOM,J
HQ,VAV0301,MEETING ROOM 5.102,5.102 MEETING ROOM,J
HQ,VAV0302,VP EDU SECRETARY 5.101,5.101 VP EDU SECRET,J->E
HQ,VAV0303,VP EDU ASSISTANT 5.001,5.001 VP EDU ASSISTANT,J
HQ,VAV0304,S-TOWER CORRIDOR 5.601,5.601 S TOWER CORRIDOR,D
HQ,VAV0305,VP EDU MEMB. 5.201,5.201 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0306,VP EDU MEMB. 5.202,5.202 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0307,VP EDU MEMB. 5.203,5.203 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0308,VP EDU MEMB. 5.205,5.205 VP EDU MEETING ROOM,D->E
HQ,VAV0309,VP EDU MEMB. 5.205,5.205 VP EDU MEETING ROOM,J->E
HQ,VAV0310,VP EDU MEMB. 5.206,5.206 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0311,VP EDU MEMB. 5.207,5.207 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0312,VP EDU MEMB. 5.208,5.208 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0313,VP EDU MEMB. 5.209,5.209 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0314,VP EDU ENSUIT 5.210,5.210 VP EDU ENSUIT,J
HQ,VAV0315,VP EDU SEC. 5.211,5.211 VP EDU CHPEXECSECRET,D->E
HQ,VAV0316,VP EDU MEMB. 5.212,5.212 VP EDU MEMBERS OF EDU,D->E
HQ,VAV0317,VP EDU DIR. ENSUIT 5.213,5.213 VP EDU OFFICE DIRECTOR ENSUIT,D->E
HQ,VAV0318,05.CORIDOR,5.350 CORRIDOR,D->E
HQ,VAV0319,05.CORIDOR,5.350 CORRIDOR,D->E
HQ,VAV0320,05.CORIDOR,5.350 CORRIDOR,D->E
HQ,VAV0321,05.CORIDOR,5.350 CORRIDOR,D->E
HQ,VAV0322,VP EDU OFF. 5.027,5.027 VP EDU OFFICERS,D->E
HQ,VAV0323,INT. AUDIT 06.012,6.012 INTAUDIT SEN JNTAUD,D->E
HQ,VAV0324,INT. AUDIT SEC. 06.013,6.013 INTAUDIT SECRETARY,D->E
HQ,VAV0325,ACA. AUDIT 06.014,6.014 ACA AUDIT SUPP AUDIT,D->E
HQ,VAV0326,ACA. AUDIT 06.015,6.015 ACA AUDIT SUPP AUDIT,D->E
HQ,VAV0327,ACA. AUDIT 06.016,6.016 ACA AUDIT SUPP AUDIT,D->E
HQ,VAV0328,ACA. AUDIT 06.017,6.017 ACA AUDIT SUPP AUDIT,D->E
HQ,VAV0329,ACA. AUDIT 06.018,6.018 ACA AUDIT SUPP AUDIT,D->E
HQ,VAV0330,ACA. AUDIT 06.019,6.019 ACA AUDIT SUPP AUDIT,D->E
HQ,VAV0331,ACA. AUDIT 06.020,6.020 ACA AUDIT SUPP AUDIT,D->E
HQ,VAV0332,ACA. AUDIT SEC. 06.021,6.021 ACA AUDIT SECRETARY,D->E
HQ,VAV0333,ACA. AUDIT SEC. 06.022,6.022 ACA AUDIT SECRETARY,D->E
HQ,VAV0334,ACA. SEN. AUDIT 06.023,6.023 ACA AUDIT ACA SENAUD,D->E
HQ,VAV0335,ACA. SEN. AUDIT 06.024,6.024 ACA AUDIT ACA SENAUD,D->E
HQ,VAV0336,FACI. MANA. SEC. 06.025,6.025 FACILITY MANAGSECRETARY,D->E
HQ,VAV0337,FACILITY MANAG. DIR. ENSUIT 06.026,6.026 FACILITY MANAG DIR ENSUIT,D
HQ,VAV0338,VP CAPITAL CONSUL. 06.027,6.027 VP CAPITAL CONSULTANT,D->E
HQ,VAV0339,VP CAPITAL CONSUL. 06.028,6.028 VP CAPITAL CONSULTANT,D->E
HQ,VAV0340,S-TOWER CORRIDOR 6.601,6.601 S TOWER CORRIDOR,D
HQ,VAV0341,VP CAPITAL WORK ASSIST 06.109,6.109 VP CAPITAL WORK ASSIST,D
HQ,VAV0342,VP CAPITAL PROJ. COORD 06.108,6.108 VP CAPITAL PROJ COORD,D
HQ,VAV0343,S-TOWER CORRIDOR 6.601,6.601 S TOWER CORRIDOR,D
HQ,VAV0344,LOUNGE 06.105,6.105 LOUNGE,J
HQ,VAV0345,LOUNGE 06.105,6.105 LOUNGE,J
HQ,VAV0346,INT. AUDIT SUPP. AUDIT 06.009,6.009 INT AUDIT SUPP AUDIT,D
HQ,VAV0347,INT. AUDIT SEC. 06.010,6.010 INTAUDIT SECRETARY,D->E
HQ,VAV0348,INT. AUDIT 06.011,6.011 INTAUDIT SEN JNTAUD,D->E
HQ,VAV0349,INT. AUDIT ARCHIVE ROOM 06.002,6.002 INT AUDIT ARCHIVE ROOM,D
HQ,VAV0350,INT. AUDIT SUPP. AUDIT 06.003,6.003 INT AUDIT SUPP AUDIT,D
HQ,VAV0351,INT. AUDIT SUPP. AUDIT 06.004,6.004 INT AUDIT SUPP AUDIT,D
HQ,VAV0352,INT. AUDIT SUPP. AUDIT 06.005,6.005 INT AUDIT SUPP AUDIT,D
HQ,VAV0353,INT. AUDIT SUPP. AUDIT 06.006,6.006 INT AUDIT SUPP AUDIT,D
HQ,VAV0354,INT. AUDIT SUPP. AUDIT 06.007,6.007 INT AUDIT SUPP AUDIT,D
HQ,VAV0355,INT. AUDIT SUPP. AUDIT 06.008,6.008 INT AUDIT SUPP AUDIT,D
HQ,VAV0356,OFFICE SPACE 06.103,6.103 SHELL SPACE,D->E
HQ,VAV0357,OFFICE SPACE 06.102,6.102 SHELL SPACE,D->E
HQ,VAV0358,OFFICE SPACE 06.101,6.101 SHELL SPACE,D->E
HQ,VAV0359,AUDIT ARCHIVE 06.001,6.001 ACA AUDIT ARCHIVE,D->E
HQ,VAV0360,S-TOWER CORRIDOR 6.601,6.601 S TOWER CORRIDOR,D
HQ,VAV0361,VP CAPITAL PROJ. MANAGER 06.201,6.201 VP CAPITAL PROJ MANAGER,D
HQ,VAV0362,VP CAPITAL PROJ. MANAGER 06.202,6.202 VP CAPITAL PROJ MANAGER,D
HQ,VAV0363,VP CAPITAL PROJ. MANAGER 06.204,6.204 VP CAPITAL PROJ MANAGER,D
HQ,VAV0364,VP CAPITAL CONSU. 06.205,6.205 VP CAPITAL CONSULTANT,D->E
HQ,VAV0365,VP CAPITAL STORAGE 06.206,6.206 VP CAPITAL STORAGE,J
HQ,VAV0366,VP CAPITAL SEC. 06.207,6.207 VP CAPITAL SECRETARIES,D->E
HQ,VAV0367,VP CAPITAL ENSUIT 06.209,6.209 VP CAPITAL ENSUIT,J
HQ,VAV0368,VP CAPITAL SEC. 06.210,6.210 VP CAPITAL SECRETARIES,D->E
HQ,VAV0369,VP CAPITAL SEC. 06.211,6.211 VP CAPITAL SECRETARIES,D->E
HQ,VAV0370,VP CAPITAL DIR. ENSUIT 06.212,6.212 VP CAPITAL DIRECTOR ENSUIT,D->E
HQ,VAV0371,E-TOWER CORRIDOR 6.603,6.603 E TOWER CORRIDOR,D
HQ,VAV0372,E-TOWER CORRIDOR 6.603,6.603 E TOWER CORRIDOR,D
HQ,VAV0373,CA ENSUIT 7.017,7.017 CA ENSUIT,J
HQ,VAV0374,CA SEC. 7.018,7.018 CA SECRETARY,D->E
HQ,VAV0375,BD UNIT SEC. 7.019,7.019 BD UNIT SECRETARY,D->E
HQ,VAV0376,BD UNIT EXECU. 7.020,7.020 BD UNIT EXECUTIVE,D->E
HQ,VAV0377,BD UNIT EXECU. 7.021,7.021 BD UNIT EXECUTIVE,D->E
HQ,VAV0378,BD UNIT EXECU. 7.022,7.022 BD UNIT EXECUTIVE,D->E
HQ,VAV0379,BD UNIT EXECU. 7.023,7.023 BD UNIT EXECUTIVE,D->E
HQ,VAV0380,BD UNIT EXECU. 7.024,7.024 BD UNIT EXECUTIVE,D->E
HQ,VAV0381,BD UNIT EXECU. 7.025,7.025 BD UNIT EXECUTIVE,D->E
HQ,VAV0382,BD UNIT EXECU. 7.026,7.026 BD UNIT EXECUTIVE,D->E
HQ,VAV0383,BD UNIT EXECU. 7.027,7.027 BD UNIT EXECUTIVE,D->E
HQ,VAV0384,BD UNIT EXECU. 7.028,7.028 BD UNIT EXECUTIVE,D->E
HQ,VAV0385,MEETING ROOM 7.029,7.029 MEETING ROOM,J
HQ,VAV0386,MEETING ROOM 7.029,7.029 MEETING ROOM,J
HQ,VAV0387,OFFICE SPACE 7.030,7.030 SHELL SPACE,D->E
HQ,VAV0388,OFFICE SPACE 7.031A,7.031A OFFICE SPACE,D
HQ,VAV0389,S-TOWER CORRIDOR 7.601,7.601 S TOWER CORRIDOR,D
HQ,VAV0390,S-TOWER CORRIDOR 7.601,7.601 S TOWER CORRIDOR,D
HQ,VAV0391,OFFICE SPACE 7.032,7.032 SHELL SPACE,D->E
HQ,VAV0392,OFFICE SPACE 7.032,7.032 SHELL SPACE,J->E
HQ,VAV0393,LOUNGE 7.106,7.106 LOUNGE,J
HQ,VAV0394,CA SECRETARY 7.105,7.105 CA SECRETARY,J
HQ,VAV0395,CA SECRETARY 7.103,7.103 CA SECRETARY,J
HQ,VAV0396,CA SECRETARY 7.102,7.102 CA SECRETARY,J
HQ,VAV0397,DOC. UNIT EMPLOYEE 07.001,7.001 DOC UNIT EMPLOYEE,D
HQ,VAV0398,DOC. UNIT MULTIMEDIA STUDIO 07.002,7.002 DOC UNIT MULTIMEDIA STUDIO,D
HQ,VAV0399,S-TOWER CORRIDOR 7.601,7.601 S TOWER CORRIDOR,D
HQ,VAV0400,DOC. UNIT MULTIMEDIA STUDIO 07.002,7.002 DOC UNIT MULTIMEDIA STUDIO,J
HQ,VAV0401,DOC. UNIT EMPLOYEE 7.003,7.003 DOC UNIT EMPLOYEE,D
HQ,VAV0402,DOC. UNIT EMPLOYEE 7.004,7.004 DOC UNIT EMPLOYEE,D
HQ,VAV0403,DOC. UNIT EMPLOYEE 7.005,7.005 DOC UNIT EMPLOYEE,D
HQ,VAV0404,DOC. UNIT EMPLOYEE 7.006,7.006 DOC UNIT EMPLOYEE,D
HQ,VAV0405,CA COORD 7.007,7.007 CA COORD,J
HQ,VAV0406,CA COORD 7.008,7.008 CA COORD,J
HQ,VAV0407,CA COORD 7.009,7.009 CA COORD,J
HQ,VAV0408,CA COORD 7.010,7.010 CA COORD,J
HQ,VAV0409,CA COORD 7.011,7.011 CA COORD,J
HQ,VAV0410,CA COORD 7.012,7.012 CA COORD,J
HQ,VAV0411,CA COORD 7.013,7.013 CA COORD,J
HQ,VAV0412,CA COORD 7.014,7.014 CA COORD,J
HQ,VAV0413,CA COORD 7.015,7.015 CA COORD,J
HQ,VAV0414,CA COORD 7.016,7.016 CA COORD,J
HQ,VAV0415,CONSULTANT SPACE 7.201,7.201 CONSULTANT SPACE,J
HQ,VAV0416,PRE. EXEC. OFFICE 7.202,7.202 PRESIDENT EXECOFFICE,D->E
HQ,VAV0417,PRE. EXEC. OFFICE 7.204,7.204 PRESIDENT EXECOFFICE,D->E
HQ,VAV0418,PRE. EXEC. OFFICE 7.204,7.204 PRESIDENT EXECOFFICE,D->E
HQ,VAV0419,PRE. EXEC. OFFICE 7.205,7.205 PRESIDENT EXECOFFICE,D->E
HQ,VAV0420,PRE. EXEC. OFFICE 7.205,7.205 PRESIDENT EXECOFFICE,D->E
HQ,VAV0421,PRESIDENT SUPP. SEC. 7.208,7.208 PRESIDENT SUPPORT SECRET,D->E
HQ,VAV0422,E-TOWER CORRIDOR 7.603,7.603 E TOWER CORRIDOR,J
HQ,VAV0423,PRESIDENT EXEC. SEC. 7.209,7.209 PRESIDENT EXECSECRET,D->E
HQ,VAV0424,PRESIDENT EXEC. SEC. 7.210,7.210 PRESIDENT EXECSECRET,D->E
HQ,VAV0425,PRESIDENT ENSUIT 7.211,7.211 PRESIDENT ENSUIT,D
HQ,VAV0426,PRESIDENT MEETING ROOM 7.212,7.212 PRESIDENT MEETING ROOM,D
HQ,VAV0427,VICE CHAIRPERSON ENSULT 7.213,7.213 VICE CHAIRPERSON ENSULT,D
HQ,VAV0428,VICE CHAIRPERSON SEC. 7.214,7.214 VICE CHAIRSECRETARY,D->E
HQ,VAV0429,MEETING ROOM 7.215,7.215 VICE CHAIRPERSON MEETING ROOM,D->E
HQ,VAV0430,MEETING ROOM 7.301,7.301 MEETING ROOM,D
HQ,VAV0431,MEETING ROOM 7.301,7.301 MEETING ROOM,J
HQ,VAV0432,MEETING ROOM 7.301,7.301 MEETING ROOM,J
HQ,VAV0433,OBSERVATION SPACE 8.001,8.001 OBSERVATION SPACE,J
HQ,VAV0434,OBSERVATION SPACE 8.001,8.001 OBSERVATION SPACE,J
HQ,VAV0435,OBSERVATION SPACE 8.001,8.001 OBSERVATION SPACE,J
HQ,VAV0436,OBSERVATION SPACE 8.001,8.001 OBSERVATION SPACE,J
HQ,VAV0437,OBSERVATION SPACE 8.001,8.001 OBSERVATION SPACE,J
HQ,VAV0438,VISITORS CENTER OFFICE 8.002,8.002 VISITORS CENTER OFFICE,J
HQ,VAV0439,VISITORS CENTER CORRIDOR 8.602,8.602 VISITORS CENTER CORRIDOR,D
HQ,VAV0440,VISITORS CENTER CORRIDOR 8.602,8.602 VISITORS CENTER CORRIDOR,J
HQ,VAV0441,VISITORS CENTER CORRIDOR 8.602,8.602 VISITORS CENTER CORRIDOR,J
HQ,VAV0442,VISITORS CENTER CORRIDOR 8.602,8.602 VISITORS CENTER CORRIDOR,J
HQ,VAV0443,VISITORS CENTER CORRIDOR 8.602,8.602 VISITORS CENTER CORRIDOR,J
HQ,VAV0444,BMO EXEC. ASSIST. 9.011,9.011 BMO EXEC ASSIST,D
HQ,VAV0445,BMO EXEC. ASSIST. 9.012,9.012 BMO EXEC ASSIST,D
HQ,VAV0446,BMO EXEC. ASSIST. 9.013,9.013 BMO EXEC ASSIST,D
HQ,VAV0447,BMO EXEC. ASSIST. 9.014,9.014 BMO EXEC ASSIST,D
HQ,VAV0448,BMO EXEC. ASSIST. 9.015,9.015 BMO EXEC ASSIST,D
HQ,VAV0449,BMO EXEC. ASSIST. 9.016,9.016 BMO EXEC ASSIST,D
HQ,VAV0450,BMO EXEC. ASSIST. 9.017,9.017 BMO EXEC ASSIST,D
HQ,VAV0451,BMO EXEC. SEC. 9.018,9.018 BMO EXECSECRET,D->E
HQ,VAV0452,BMO EXEC. SEC. 9.019,9.019 BMO EXECSECRET,D->E
HQ,VAV0453,BMO EXEC. SEC. 9.020,9.020 BMO EXECSECRET,D->E
HQ,VAV0454,BMO OPER. DIR. ENSUIT 9.021,9.021 BMO OPER DIR ENSUIT,D
HQ,VAV0455,BMO EXEC. ASSIST. 9.022,9.022 BMO EXEC ASSIST,D
HQ,VAV0456,BMO EXEC. SEC. 9.023,9.023 BMO EXECSECRET,D->E
HQ,VAV0457,BMO EXEC. SEC. 9.024,9.024 BMO EXECSECRET,D->E
HQ,VAV0458,BMO EXEC. SEC. 9.025,9.025 BMO EXECSECRET,D->E
HQ,VAV0459,BMO EXEC. SEC. 9.025,9.025 BMO EXECSECRET,J->E
HQ,VAV0460,BMO SUPP. SEC. 9.026,9.026 BMO SUPPSECRET,D->E
HQ,VAV0461,BMO SUPP. SEC. 9.027,9.027 BMO SUPPSECRET,D->E
HQ,VAV0462,BMO SUPP. SEC. 9.028,9.028 BMO SUPPSECRET,D->E
HQ,VAV0463,BMO SUPP. SEC. 9.029,9.029 BMO SUPPSECRET,D->E
HQ,VAV0464,BMO SUPP. SEC. 9.030,9.030 BMO SUPPSECRET,D->E
HQ,VAV0465,BMO PRINT COPY 9.031,9.031 BMO PRINT COPY,J
HQ,VAV0466,BMO STORAGE 9.032,9.032 BMO STORAGE,D
HQ,VAV0467,HR EDU. ADV. ENSUIT 9.033,9.033 HR EDUADVADVISOR ENSUIT,D->E
HQ,VAV0468,HR EDU. ADV. ENSUIT 9.034,9.034 HR EDUADVADVISOR ENSUIT,D->E
HQ,VAV0469,HR EDU. ADV. ENSUIT 9.035,9.035 HR EDUADVADVISOR ENSUIT,D->E
HQ,VAV0470,BOD EXECUTIVE 9.036,9.036 BOD EXECUTIVE,J
HQ,VAV0471,BOD SEC. 9.037,9.037 BOD SECRETARY,D->E
HQ,VAV0472,BOD EXECUTIVE 9.038,9.038 BOD EXECUTIVE,D
HQ,VAV0473,HH-WING CORRIDOR 9.601,9.601 HH WING CORRIDOR,D
