building,tag,room before,room after,source
HQ,VAV0474,HH-WING CORRIDOR 9.601,9.601 HH WING CORRIDOR,J
HQ,VAV0475,MEETING ROOM 9.039,9.039 MEETING ROOM,J
HQ,VAV0476,BMO SAFE 9.040,9.040 BMO SAFE ROOM,D->E
HQ,VAV0477,BMO ARCHIVE ROOM 9.041,9.041 BMO ARCHIVE ROOM,J
HQ,VAV0478,HH-WING CORRIDOR 9.601,9.601 HH WING CORRIDOR,D
HQ,VAV0479,LEGAL ARCHIVE 9.001,9.001 LEGAL ARCHIVE,J
HQ,VAV0480,LEGAL CONSULE 9.002,9.002 LEGAL CONSULE,J
HQ,VAV0481,LEGAL CONSULE 9.003,9.003 LEGAL LEGAL CONSULE,J->E
HQ,VAV0482,LEGAL CONSULE 9.004,9.004 LEGAL LEGAL CONSULE,J->E
HQ,VAV0483,LEGAL CONSULE 9.005,9.005 LEGAL LEGAL CONSULE,J->E
HQ,VAV0484,LEGAL CONSULE 9.006,9.006 LEGAL LEGAL CONSULE,J->E
HQ,VAV0485,LEGAL CONSULE 9.007,9.007 LEGAL LEGAL CONSULE,J->E
HQ,VAV0486,LEGAL SUP. SEC. 9.008,9.008 LEGAL LEGSUPSEC,J->E
HQ,VAV0487,LEGAL SUP. SEC. 9.009,9.009 LEGAL LEGSUPSEC,J->E
HQ,VAV0488,LEGAL ADV. ENSUIT 9.010,9.010 LEGAL LEGADVENSUIT,J->E
HQ,VAV0489,LOUNGE 9.105,9.105 LOUNGE,J
HQ,VAV0490,BMO WAITING AREA 9.104,9.104 BMO WAITING AREA,J
HQ,VAV0491,NORTH WEST TOILETS 9.403,9.104 BMO WAITING AREA,J
HQ,VAV0492,HH-WING CORRIDOR 9.601,9.601 HH WING CORRIDOR,D
HQ,VAV0493,SHEIKA WING DINING AREA 9.110,9.110 SHEIKA WING DINING AREA,D
HQ,VAV0494,SHEIKA WING DINING AREA 9.110,9.110 SHEIKA WING DINING AREA,J
HQ,VAV0495,SOUTH EAST CORRIDOR 9.11,9.110 SHEIKA WING DINING AREA,D->E
HQ,VAV0496,KITCHEN 9.108,9.108 SUPPORT SPACE PREP KITCHEN,J->E
HQ,VAV0497,SHEIKA WING DINING AREA 9.110,9.110 SHEIKA WING DINING AREA,D
HQ,VAV0498,ARCHIVE 10.005,10.005 SHEIKHA WING ARCHIVE,D->E
HQ,VAV0499,EXEC. DIR. ARCH. COORD 10.006,10.006 EXEC DIR ARCH COORD,D
HQ,VAV0500,EXEC. DIR. PROT. ASSIS. 10.007,10.007 EXEC DIR PROT ASSIS,D
HQ,VAV0501,SCHED OFFICER 10.008,10.008 PROTOCOL DIR SCHED OFFICER,D->E
HQ,VAV0502,CEREM. OFFICER 10.009,10.009 PROTOCOL DIR CEREMOFF,D->E
HQ,VAV0503,CEREM. OFFICER 10.010,10.010 PROTOCOL DIR CEREMOFF,D->E
HQ,VAV0504,CEREM. OFFICER 10.011,10.011 PROTOCOL DIR CEREMOFF,D->E
HQ,VAV0505,TR. & VIS. OFFICER 10.012,10.012 PROTOCOL DIR TR AND VIS OFF,D->E
HQ,VAV0506,TR. & VIS. OFFICER 10.013,10.013 PROTOCOL DIR TR AND VIS OFF,D->E
HQ,VAV0507,SCHED OFFICER 10.015,10.015 PROTOCOL DIR SCHED OFFICER,D->E
HQ,VAV0508,PLANNING ANALYST 10.016,10.016 PLANNING DIR PLANNING ANALYST,D->E
HQ,VAV0509,STRAT. PLANNER 10.017,10.017 PLANNING DIR STRAT PLANNER,D->E
HQ,VAV0510,PLANNING DIR. EXT. COORD 10.018,10.018 PLANNING DIR EXT COORD,D
HQ,VAV0511,SEN. POLICY ANALYST 10.019,10.019 POLICY DIRSENPOLANALYST,D->E
HQ,VAV0512,SEN. RESEARCH ANALYST 10.020,10.020 POLICY DIR SEN RESEARCH ANALYST,D->E
HQ,VAV0513,RESEARCH ANALYST 10.021,10.021 POLICY DIRRESANALYST,D->E
HQ,VAV0514,RESEARCH ANALYST 10.022,10.022 POLICY DIRRESANALYST,D->E
HQ,VAV0515,HR OFFICER 10.023,10.023 SHSERVDIR HR OFFICER,D->E
HQ,VAV0516,HR ASSISTANT 10.024,10.024 SHSERVDIR HR ASSISTANT,D->E
HQ,VAV0517,PROCUR. REPRESENT 10.025,10.025 SHSERVDIR PROCUR REPRESENT,D->E
HQ,VAV0518,SERVICE COORD 10.026,10.026 SHSERVDIR SERVICE COORD,D->E
HQ,VAV0519,SERV. SUPERVISOR 10.027,10.027 SHSERVDIRGENSERVSUPERV,D->E
HQ,VAV0520,FINANCE CONTROL 10.028,10.028 SHSERVDIR FINANCE CONTROL,D->E
HQ,VAV0521,SERV. DIR. TR. & GU. SERV. 10.029,10.029 SERV DIR TR AND GU SERV,D
HQ,VAV0522,HH-WING CORRIDOR 10.601,10.601 HH WING CORRIDOR,J
HQ,VAV0523,COMM. DIR. DESIG. 10.031,10.031 COMMUNICDIRCOMM DESIGR,D->E
HQ,VAV0524,COMM. DIR. EDITOR 10.032,10.032 COMMUNICDIRSPEECH EDITOR,D->E
HQ,VAV0525,COMM. DIR. TRANSLTOR 10.033,10.033 COMMUNICDIR TRANSLATOR,D->E
HQ,VAV0526,COMM. DIR. COORD 10.034,10.034 COMMUNICDIRPUBCOMMCOORD,D->E
HQ,VAV0527,SUPP. OFFICER 10.035,10.035 SHSERVDIR IT SUPPORT OFFICER,D->E
HQ,VAV0528,SH. SERV. DIR. ACCOUNUT. 10.036,10.036 SH SERV DIR ACCOUNUT,D
HQ,VAV0529,SH. SERV. DIR. SR. ACCOUNT. 10.037,10.037 SHSERVDIRSENACCOUNTANT,D->E
HQ,VAV0530,SHEIKHA WING STORAGE 10.001,10.001 SHEIKHA WING STORAGE,J
HQ,VAV0531,SHEIKHA WING STORAGE 10.001,10.001 SHEIKHA WING STORAGE,J
HQ,VAV0532,SHEIKHA WING STORAGE 10.001,10.001 SHEIKHA WING STORAGE,J
HQ,VAV0533,BOARD ROOM WAITING 10.003,10.003 BOARD ROOM WAITING AREA,D->E
HQ,VAV0534,BOARD ROOM WAITING 10.003,10.003 BOARD ROOM WAITING AREA,J->E
HQ,VAV0535,ARCHIVE COORD 10.004,10.004 EXECDIRARCH COORD,D->E
HQ,VAV0536,LOUNGE 10.106,10.106 LOUNGE,J
HQ,VAV0537,NW LOUNGE 10.106,10.106 LOUNGE,J->E
HQ,VAV0538,BOARD PREP. ROOM 10.109,10.109 BOARD PREP ROOM,D
HQ,VAV0539,CONSULTANT SPACE 10.101,10.101 CONSULTANT SPACE,J
HQ,VAV0540,CONSULTANT SPACE 10.101,10.101 CONSULTANT SPACE,J
HQ,VAV0541,AV ROOM 10.112,10.112 TRANSLATOR ROOM,D->E
HQ,VAV0542,HH-WING CORRIDOR 10.601,10.601 HH WING CORRIDOR,D
HQ,VAV0543,HH-WING CORRIDOR 10.601,10.601 HH WING CORRIDOR,D
HQ,VAV0544,HH-WING CORRIDOR 10.601,10.601 HH WING CORRIDOR,D
HQ,VAV0545,HH-WING CORRIDOR 10.601,10.601 HH WING CORRIDOR,D
HQ,VAV0546,HH-WING CORRIDOR 10.601,10.601 HH WING CORRIDOR,D
HQ,VAV0547,SHEIKHA WING MULTIPURPOSE ROOM 10.102,10.102 SHEIKHA WING MULTI PURPOSE ROOM,D
HQ,VAV0548,OFFICE SPACE 10.002E,10.002E OFFICE SPACE,D
HQ,VAV0549,OFFICE SPACE 10.002D,10.002D OFFICE SPACE,D
HQ,VAV0550,OFFICE SPACE 10.002C,10.002C OFFICE SPACE,D
HQ,VAV0551,OFFICE SPACE 10.002A,10.002A OFFICE SPACE,D
HQ,VAV0552,PLANNING DIR. 11.012,11.012 PLANNING DIR DIR PLANNING,D->E
HQ,VAV0553,EXEC. DIR. CORR. 11.013,11.013 EXECDIRCORRF UP,D->E
HQ,VAV0554,EXEC. DIR. CORR. MANAGER 11.014,11.014 EXEC DIR CORR MANAGER,D
HQ,VAV0555,EXEC. DIR. CORR. 11.015,11.015 EXECDIRCORRF UP,D->E
HQ,VAV0556,LEGAL ASSIST. 11.016,11.016 EXECDIR LEGAL ASSIST,D->E
HQ,VAV0557,LEGAL ADVISOR 11.017,11.017 EXECDIR LEGAL ADVISOR,D->E
HQ,VAV0559,LEGAL ADVISOR 11.018,11.018 EXECDIREXECASSIST,D->E
HQ,VAV0560,DEP. EXEC. DIRECTOR 11.019,11.019 EXECDIR DEP EXEC DIRECTOR,D->E
HQ,VAV0561,EXEC. ASSI. 11.020,11.020 EXECDIREXECASSIST,D->E
HQ,VAV0562,EXEC. DIRECTOR 11.021,11.021 EXECDIR EXEC DIRECTOR,D->E
HQ,VAV0564,SHEIKHA WING WAITING ROOM 11.022,11.022 SHEIKHA WING WAITING ROOM,D
HQ,VAV0565,SHEIKHA WING WAITING ROOM 11.022,11.022 SHEIKHA WING WAITING ROOM,J
HQ,VAV0567,SECURITY ROOM 11.023,11.023 SHEIKHA WING SECURITY ROOM,D->E
HQ,VAV0568,COMMUNICATION DIR. 11.001,11.001 COMMUNICDIR COMMUNICATION DIRECTOR,D->E
HQ,VAV0570,MED. REL. OFFICER 11.002,11.002 COMMUNICDIR MED REL OFFICER,D->E
HQ,VAV0571,DIR. SHARED SERVICES 11.003,11.003 SHSERVDIR DIR SHARED SERVICES,D->E
HQ,VAV0573,ADM. ASSI. 11.004,11.004 EXECDIRECTOR ADMASSIST,D->E
HQ,VAV0574,PROTOCOL DIR. 11.005,11.005 PROTOCOL DIRPROTOCOL DIRECTOR,D->E
HQ,VAV0575,GIFT DIR. 11.006,11.006 PROTOCOL DIRGIFTS DIRECTOR,D->E
HQ,VAV0576,EXEC. DIR. CONSULTANT 11.008,11.008 EXEC DIR CONSULTANT,D
HQ,VAV0577,SEC. 11.009,11.009 SECRETARY,D->E
HQ,VAV0578,DIR. OF POL. & RES. 11.010,11.010 POLICY DIR OF POL AND RES,D->E
HQ,VAV0579,SECRETARY 11.011,11.011 SECRETARY,J
HQ,VAV0580,SHEIKHA WING BUSINESS LOUNGE 11.103,11.103 SHEIKHA WING BUSINESS LOUNGE,D
HQ,VAV0581,SHEIKHA WING BUSINESS LOUNGE 11.103,11.103 SHEIKHA WING BUSINESS LOUNGE,D
HQ,VAV0582,SHEIKHA WING LOBBY 11.201,11.201 SHEIKHA WING LOBBY,D
HQ,VAV0583,SHEIKHA WING LOBBY 11.201,11.201 SHEIKHA WING LOBBY,J
HQ,VAV0584,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J
HQ,VAV0585,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J
HQ,VAV0586,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J
HQ,VAV0587,SHEIKHA WING SHEIKHA ENSUIT 11.202,11.208 SHEIKHA WING SHEIKHA ENSUIT,J
HQ,VAV0588,SHEIKHA WING RELAX AREA 11.203,11.203 SHEIKHA WING RELAX AREA,J
HQ,VAV0589,SHEIKHA WING RELAX AREA 11.203,11.203 SHEIKHA WING RELAX AREA,J
HQ,VAV0590,SHEIKHA WING MEETING ROOM 11.204,11.204 SHEIKHA WING MEETING ROOM,J
HQ,VAV0591,SHEIKHA WING MEETING ROOM 11.204,11.204 SHEIKHA WING MEETING ROOM,J
HQ,VAV0592,VISITORS CENTER 08,8.400 VISITORS CENTER,D->E
HQ,VAV0593,VISITORS CENTER 08,8.400 VISITORS CENTER,D->E
HQ,VAV0594,VISITORS CENTER 08,8.400 VISITORS CENTER,D->E
HQ,VAV0595,ROOM B.109,B1.116 SHEIKHA LOBBY,J
HQ,VAV0596,OFFICE SPACE 04.015B,4.015B OFFICE SPACE,D
HQ,VAV0597,OFFICE SPACE 04.001A,4.001A OFFICE SPACE,D
HQ,VAV0598,OFFICE SPACE 04.001E,4.001E OFFICE SPACE,D
HQ,VAV0599,OFFICE SPACE 04.001C,4.001C OFFICE SPACE,D
HQ,VAV0600,OFFICE SPACE 04.001H,4.001H OFFICE SPACE,D
HQ,VAV0601,OFFICE SPACE 10.002B,10.002B OFFICE SPACE,D
HQ,VAV0602,EXEC. DIR. CONSULTANT 11.007,11.007 EXEC DIR CONSULTANT,D
HQ,VAV0603,SHEIKHA WING CORRIDOR 11.601,11.601 SHEIKA WING CORRIDOR NE,J
HQ,VAV0604,SHEIKHA WING CORRIDOR 11.601,11.601 SHEIKA WING CORRIDOR NE,D
HQ,VAV0605,HH WING BUSINESS LOUNGE 11.102,11.102 HH WING BUSINESS LOUNGE,D
HQ,VAV0606,HH WING BUSINESS LOUNGE 11.102,11.102 HH WING BUSINESS LOUNGE,D
HQ,VAV0607,PR & MARKET STAFF G.013,G.013 PR AND MARKET STAFF,J
HQ,VAV0608,TOILET G.405,G.405 TOILET,D
QNL,AHUB001,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E
QNL,AHUB002,Basement Level Zone 1 Plant Room 1 B.063,B.063 PLANT ROOM 01,D->E
QNL,AHUB003,Basement Level Zone 1 Plant Room 2 B.070,B.070 PLANT ROOM 02,D->E
QNL,AHUB004,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E
QNL,AHUB005,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E
QNL,AHUB006,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E
QNL,AHUB007,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E
QNL,AHUB008,Basement Level Zone 4 Plant Room 4 B.220,B.220 PLANT ROOM 04,D->E
QNL,AHUB009,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E
QNL,AHUB010,Basement Level Zone 1 Plant Room 2 B.070,B.070 PLANT ROOM 02,D->E
QNL,AHUB011,Basement Level Zone 1 Plant Room 1 B.063,B.063 PLANT ROOM 01,D->E
QNL,AHUB012,Basement Level Zone 1 Plant Room 1 B.063,B.063 PLANT ROOM 01,D->E
QNL,AHUB013,Basement Level Zone 1 Plant Room 2 B.070,B.070 PLANT ROOM 02,D->E
QNL,AHUB014,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E
QNL,AHUB015,Basement Level Zone 2 Plant Room 3 B.110,B.110 PLANT ROOM 03,D->E
QNL,FCU_1F_001,IDF ROOM T1.323,T1.323 IDF ROOM,D
QNL,FCU_1F_002,ICT Room 02 L1.030,L1.030 ICT ROOM 02,D
QNL,FCU_1F_003,IDF Room 02 L1.099,L1.099 IDF ROOM 02,D
QNL,FCU_1F_004,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_005,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_006,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_007,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_008,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_009,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_010,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_011,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_012,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_013,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_014,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D
QNL,FCU_1F_015,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_016,BRIDGE CEILING,BC1 BRIDGE CEILING,D
QNL,FCU_1F_017,VOID L1.BR4,BR4 BRIDGE CEILING VOID,D->E
QNL,FCU_1F_018,VOID L1.BR4,BR4 BRIDGE CEILING VOID,D->E
QNL,FCU_1F_019,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_020,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D
QNL,FCU_1F_021,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_022,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D
QNL,FCU_1F_023,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D
QNL,FCU_1F_024,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D
QNL,FCU_1F_025,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_026,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D
QNL,FCU_1F_027,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_028,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D
QNL,FCU_1F_029,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_030,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_031,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D
QNL,FCU_1F_032,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D
QNL,FCU_1F_033,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D
QNL,FCU_1F_034,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D
QNL,FCU_1F_035,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_036,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_037,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D
QNL,FCU_1F_038,BRIDGE CEILING VOID L1.BR3,BR3 BRIDGE CEILING VOID,D
QNL,FCU_1F_039,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D
QNL,FCU_1F_040,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D
QNL,FCU_1F_041,BRIDGE CEILING,BC2 BRIDGE CEILING,D
QNL,FCU_1F_042,VOID L1.BR5,BR5 BRIDGE CEILING VOID,D->E
QNL,FCU_1F_043,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_044,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_045,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_046,BRIDGE CEILING VOID L1.BR6,BR6 BRIDGE CEILING VOID,D
QNL,FCU_1F_047,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D
QNL,FCU_1F_048,BRIDGE CEILING VOID L1.BR1,BR1 BRIDGE CEILING VOID,D
QNL,FCU_1F_049,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_050,BRIDGE CEILING VOID L1.BR2,BR2 BRIDGE CEILING VOID,D
QNL,FCU_1F_051,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D
QNL,FCU_1F_052,BRIDGE CEILING VOID L1.BR4,BR4 BRIDGE CEILING VOID,D
QNL,FCU_1F_053,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_054,BRIDGE CEILING VOID L1.BR5,BR5 BRIDGE CEILING VOID,D
QNL,FCU_1F_055,VESTIBULE L1,L1.990 VESTIBULE,D->E
QNL,FCU_1F_056,External Book Drop L1,L1.991 EXTERNAL BOOK DROP,D->E
QNL,FCU_1F_057,ILL DIRECTOR L1.144,L1.144 ILL DIRECTOR,D
QNL,FCU_1F_058,ILL DIRECTOR L1.145,L1.145 ILL DIRECTOR,D
QNL,FCU_1F_059,Restaurant L1.150,L1.150 RESTAURANT,D
QNL,FCU_1F_060,Restaurant L1.150,L1.150 RESTAURANT,D
QNL,FCU_1F_061,Restaurant L1.150,L1.150 RESTAURANT,D
QNL,FCU_1F_062,Restaurant L1.150,L1.150 RESTAURANT,D
QNL,FCU_1F_063,Restaurant L1.150,L1.150 RESTAURANT,D
QNL,FCU_1F_064,Restaurant L1.150,L1.150 RESTAURANT,D
QNL,FCU_1F_065,BRIDGE IDF L1.BI,BI BRIDGE IDF,D
QNL,FCU_2F_001,IDF ROOM T1.275,T1.275 IDF ROOM,D
QNL,FCU_2F_002,IDF ROOM T1.276,T1.276 IDF ROOM,D
QNL,FCU_2F_003,IDF ROOM T1.171,T1.171 IDF ROOM,D
QNL,FCU_2F_004,IDF ROOM T1.1714,T1.1714 IDF ROOM,D
QNL,FCU_2F_005,MDF Room L2.009,L2.009 KDF ROOM,D->E
QNL,FCU_2F_034,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D
QNL,FCU_2F_035,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D
QNL,FCU_2F_036,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D
QNL,FCU_2F_037,Auditorium High Levlel in Ceiling Void L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D
QNL,FCU_2F_038,Auditorium Booths L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D->E
QNL,FCU_2F_039,Auditorium Booths L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D->E
QNL,FCU_2F_040,Auditorium Booths L2.087,L2.087 AUDITORIUM HIGH LEVLEL IN CEILING VOID,D->E
QNL,FCU_2F_041,Bridge Raised Floor L2.088,L2.088 BRIDGE RAISED FLOOR,D
QNL,FCU_2F_042,STUDY AREA L2.088,L2.088 BRIDGE RAISED FLOOR,D->E
QNL,FCU_2F_043,Bridge L2.088,L2.088 BRIDGE RAISED FLOOR,D->E
QNL,FCU_2F_044,Bridge L2.088,L2.088 BRIDGE RAISED FLOOR,D->E
QNL,FCU_2F_045,Group Study Room L2.081,L2.081 GROUP STUDY ROOM,D
QNL,FCU_2F_046,Group Study Room L2.076,L2.076 GROUP STUDY ROOM,D
QNL,FCU_2F_047,Group Study Room L2.076,L2.076 GROUP STUDY ROOM,D
QNL,FCU_2F_048,INDIVIDUAL STUDY ROOM L2.070,L2.070 INDIVISTUDY ROOM,D->E
QNL,FCU_2F_049,INDIVIDUAL STUDY ROOM L2.070,L2.070 INDIVISTUDY ROOM,D->E
QNL,FCU_2F_050,INDIVIDUAL STUDY ROOM L2.070,L2.070 INDIVISTUDY ROOM,D->E
QNL,FCU_2F_051,INDIVIDUAL STUDY ROOM L2.073,L2.073 INDIVISTUDY ROOM,D->E
QNL,FCU_2F_052,INDIVIDUAL STUDY ROOM L2.073,L2.073 INDIVISTUDY ROOM,D->E
QNL,FCU_2F_053,INDIVIDUAL STUDY ROOM L2.073,L2.073 INDIVISTUDY ROOM,D->E
QNL,FCU_2F_054,Bridge Raised Floor L2.088,L2.088 LOUNGE AREA,D
QNL,FCU_2F_055,Bridge Raised Floor L2.088,L2.088 LOUNGE AREA,D
QNL,FCU_2F_056,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E
QNL,FCU_2F_057,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E
QNL,FCU_2F_058,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E
QNL,FCU_2F_059,North East Core T1.021,T1.021 OPEN STUDY TERRACE,D->E
QNL,FCU_2F_060,North West Core T1.020,T1.020 OPEN LOUNGE TERRACE,D->E
QNL,FCU_2F_061,North West Core T1.020,T1.020 OPEN LOUNGE TERRACE,D->E
QNL,FCU_2F_062,North West Core T1.020,T1.020 OPEN LOUNGE TERRACE,D->E
QNL,FCU_B_001,IDF ROOM B.155,B.155 FACULTY CARRELS,D->E
QNL,FCU_B_002,FUMIGATION B.085,B.085 FUMIGATION ROOM,D->E
QNL,FCU_B_003,IDF (Corridor) B.062,B.062 IDF CORRIDOR,D
QNL,FCU_B_004,IDF FM Storage B.215,B.215 IDF FM STORAGE,D
QNL,FCU_B_005,HL Plant Room B.140,B.140 HL PLANT ROOM,D
QNL,FCU_B_006,Fire Command ROOM  B.071,B.071 FIRE COMMAND ROOM,D
QNL,FCU_B_007,Sprinklers Pumps ROOM B.072,B.072 SPRIMKLERS PUMPS AND ZONES VALVES,D->E
QNL,FCU_B_008,GAS SUPPRESSION ROOM B.087,B.087 GAS SUPPRESSION ROOM,D
QNL,FCU_B_009,PEOPLE MOVER ROOM B.088,B.088 PEOPLE MOVER PLANT,D->E
QNL,FCU_B_010,Security Contol Room B.105,B.105 SECURITY CONTOL ROOM,D
QNL,FCU_B_011,Plant Room 1 B.063,B.063 PLANT ROOM 01,D
QNL,FCU_B_012,Plant Room 1 B.063,B.063 PLANT ROOM 01,D
QNL,FCU_B_013,Plant Room 2 B.070,B.070 PLANT ROOM 02,D
QNL,FCU_B_014,Plant Room 2 B.070,B.070 PLANT ROOM 02,D
QNL,FCU_B_015,Plant Room 3 B.110,B.110 PLANT ROOM 03,D
QNL,FCU_B_016,Plant Room 3 B.110,B.110 PLANT ROOM 03,D
QNL,FCU_B_017,Plant Room 3 B.110,B.110 PLANT ROOM 03,D
QNL,FCU_B_018,Plant Room 4 B.220,B.220 PLANT ROOM 04,D
QNL,FCU_B_019,Plant Room 4 B.220,B.220 PLANT ROOM 04,D
QNL,FCU_B_020,Plant Room 4 B.220,B.220 PLANT ROOM 04,D
QNL,FCU_B_021,Plant Room 4 B.220,B.220 PLANT ROOM 04,D
QNL,FCU_B_022,FM Storage B.210,B.210 FM STORAGE,D
QNL,FCU_B_023,FM Storage B.210,B.210 FM STORAGE,D
QNL,FCU_B_024,PH Plant ROOM B.211,B.211 PH PLANT ROOM,D
QNL,FCU_B_025,MISTING PUMP ROOM B.212,B.212 MISTING PUMP ROOM,D
QNL,FCU_B_026,MISTING PUMP ROOM B.212,B.212 MISTING PUMP ROOM,D
QNL,FCU_B_027,Sorting Shelving Room B.121,B.121 SORTING SHELVING ROOM,D
QNL,FCU_B_028,Sorting Shelving Room B.121,B.121 SORTING SHELVING ROOM,D
QNL,FCU_B_029,B.145.05,B.145 LOBY AND CSECURITY,D->E
QNL,FCU_B_030,WATER FEATURE ROOM B.226,B.226 PUMP RM 4,J
QNL,FCU_B_031,IDF ROOM B.215A,B.215A IDF,D->E
QNL,FCU_B_032,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D
QNL,FCU_B_033,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D
QNL,FCU_B_034,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D
QNL,FCU_B_035,Shell Space-Special Collection B.132,B.132 SHELL SPACE SPECIAL COLLECTION,D
QNL,FCU_B_036,IT Office B.122,B.122 IT OFFICE,D
QNL,FCU_B_037,DIGITALIZATION SERVER SPACE B.215A,B.215A IDF,D->E
QNL,FCU_B_038,ELEC. B.145,B.145 LOBY AND CSECURITY,D->E
QNL,VAV_1F_S11_001,Group Study Room1 L1.026,L1.026 GROUP STUDY ROOM1,D
