row,building,tag,room before,room after,chosen from,kind of change
1190,QNL,CAV_B_S13_002,Corridor 2 B.064,B.064 CORRIDOR 2,D,"same room, name reordered"
1191,QNL,CAV_B_S13_003,Corridor 2 B.064,B.064 CORRIDOR 2,D,"same room, name reordered"
1192,QNL,CAV_B_S13_004,Corridor 2 B.064,B.064 CORRIDOR 2,D,"same room, name reordered"
1193,QNL,CAV_B_S13_005,Corridor 2 B.064,B.064 CORRIDOR 2,D,"same room, name reordered"
1194,QNL,CAV_B_S13_006,CORRIDOR 4 B.035,B.035 CORRIDOR 4,D,"same room, name reordered"
1195,QNL,CAV_B_S13_007,CORRIDOR 4 B.035,B.035 CORRIDOR 4,D,"same room, name reordered"
1196,QNL,CAV_B_S13_008,CORRIDOR 4 B.035,B.035 CORRIDOR 4,D,"same room, name reordered"
1197,QNL,CAV_B_S13_009,IT STORAGE B.104,B.104 STORAGE,D->E,"same room, name reordered"
1198,QNL,CAV_B_S13_010,Plant Room 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
1199,QNL,CAV_B_S13_011,Plant Room 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
1200,QNL,CAV_B_S13_012,Fire Command B.071,B.070 PLANT ROOM 02,D,DIFFERENT ROOM
1201,QNL,CAV_B_S13_013,GAS SUPPRESSION B.087,B.087 GAS SUPPRESSION ROOM,D->E,"same room, name reordered"
1202,QNL,CAV_B_S13_014,PEOPLE MOVER B.088,B.064 CORRIDOR 2,D,DIFFERENT ROOM
1203,QNL,CAV_B_S13_015,Server Room B.089,B.089 SERVER ROOM,D,"same room, name reordered"
1204,QNL,CAV_B_S13_020,UPS BATTERY ROOM B.084,B.084 UPS BATTERY ROOM,D,"same room, name reordered"
1205,QNL,CAV_B_S13_021,Sprinklers Pumps & Zones Valves B.072,B.072 SPRIMKLERS PUMPS AND ZONES VALVES,D,"same room, name reordered"
1206,QNL,CAV_B_S13_050,PLANT ROOM B.104A,B.104A PLANT ROOM,D,"same room, name reordered"
1207,QNL,CAV_B_S14_001,CORRIDOR 3 B.051,B.040 OFFICE,D,DIFFERENT ROOM
1208,QNL,CAV_B_S14_002,CORRIDOR 3 B.052,B.052 CORRIDOR 3,D,"same room, name reordered"
1209,QNL,CAV_B_S14_003,PLANT ROOM 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
1210,QNL,CAV_B_S14_004,PLANT ROOM 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
1211,QNL,CAV_B_S14_005,PLANT ROOM 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
1212,QNL,CAV_B_S14_006,Referigerate Store Kitchen Lobby B.044,B.044 BOH KITCHEN,D->E,"same room, name reordered"
1213,QNL,CAV_B_S14_007,Washing Area & Fine Binding B.044,B.044 BOH KITCHEN,D->E,"same room, name reordered"
1214,QNL,CAV_B_S15_001,Corridor 5 B.063,B.063 PLANT ROOM 01,D->E,"same room, name reordered"
1215,QNL,CAV_B_S15_002,Corridor 5 B.063,B.063 PLANT ROOM 01,D->E,"same room, name reordered"
1216,QNL,CAV_B_S15_003,Corridor 5 B.063,B.063 PLANT ROOM 01,D->E,"same room, name reordered"
1217,QNL,DX_B01,MV ROOM B.081,B.035 CORRIDOR 4,J,DIFFERENT ROOM
1218,QNL,DX_B02,MV ROOM B.081,B.035 CORRIDOR 4,J,DIFFERENT ROOM
1219,QNL,DX_B03,TRANSFORMER ROOM B.082,B.095 EMERGENCY LIGHTING BATTERY ROOM,J,DIFFERENT ROOM
1220,QNL,DX_B04,TRANSFORMER ROOM B.082,B.082 TRANSFORMER ROOM,D,"same room, name reordered"
1221,QNL,DX_B05,HV ROOM B.083,B.083 HV ROOM,D,"same room, name reordered"
1222,QNL,DX_B06,HV ROOM B.083,B.083 HV ROOM,J,"same room, name reordered"
1223,QNL,DX_B07,EMERGENCY LIGHTING BATTERY ROOM B.095,B.095 EMERGENCY LIGHTING BATTERY ROOM,D,"same room, name reordered"
1224,QNL,DX_B08,UPS BATTERY ROOM B.084,B.095 EMERGENCY LIGHTING BATTERY ROOM,J,DIFFERENT ROOM
1225,QNL,DX_B09,UPS BATTERY ROOM B.084,B.084 UPS BATTERY ROOM,D,"same room, name reordered"
1226,QNL,DX_B10,SECURITY & BMS B.102,B.103 PROCESSING ROOM,J,DIFFERENT ROOM
1227,QNL,DX_B11,ITTIGATION CONTROL ROOM B.046_ITT,B.107 SECURITY EQUIPMENT ROOM,J,room number added
1228,QNL,DX_B12,SECURITY EQUIPMENT ROOM B.107,B.107 SECURITY EQUIPMENT ROOM,D,"same room, name reordered"
1229,QNL,DX_B13,TRASH CHAMBER B.093,B.093 TRANSH CHAMBER,D,"same room, name reordered"
1230,QNL,DX_B14,TRANSFORMER ROOM B.082,B.095 EMERGENCY LIGHTING BATTERY ROOM,J,DIFFERENT ROOM
1231,QNL,DX_B15,TRASH CHAMBER B.093,B.093 TRANSH CHAMBER,D,"same room, name reordered"
1232,QNL,DX_B16,EMERGENCY LIGHTING BATTERY ROOM B.095,B.095 EMERGENCY LIGHTING BATTERY ROOM,D,"same room, name reordered"
1233,QNL,DX_B17,REFRIGERATE STORE B.045A,B.045A REFRIGERATE STORE,D,"same room, name reordered"
1234,QNL,DX_B18,REFRIGERATE STORE B.045A,B.045A REFRIGERATE STORE,D,"same room, name reordered"
1235,QNL,DX_B19,REFRIGERATE STORE B.045A,B.045A REFRIGERATE STORE,D,"same room, name reordered"
1236,QNL,DX_B20,STORAGE B.092,B.092 STORAGE,D,"same room, name reordered"
1237,QNL,DX_B21,IDF Roof RP.001,P.004 PLANT ZONE,D->E,DIFFERENT ROOM
1238,QNL,DX_B22,REST ROOM SECURITY B.106_RES,B.106 REST ROOM SECURITY,D->E,room number added
1239,QNL,DX_B23,SECURITY EQUIPMENT ROOM B.107,B.107 SECURITY EQUIPMENT ROOM,D,"same room, name reordered"
1240,QNL,DX_B24,IDF Roof RP.001,P.004 PLANT ZONE,D->E,DIFFERENT ROOM
1241,QNL,HEX01,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1242,QNL,HEX02,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1243,QNL,HEX03,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1244,QNL,HEX04,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1245,QNL,HEX05,PH PLANT B.211,B.211 PH PLANT ROOM,D->E,"same room, name reordered"
1246,QNL,EF_201,L-3 L1.L-3,L-3 L 3,D,no room number either side
1247,QNL,EF_B05,FUMIGATION B.085,B.085 FUMIGATION ROOM,D->E,"same room, name reordered"
1248,QNL,EF_B06,DIGITIZATION CENTER B.055,B.055 DIGITIZATION CENTER,D,"same room, name reordered"
1249,QNL,EF_B07,Loading Room B.109,B.109 LOADING AREA,D->E,"same room, name reordered"
1250,QNL,EF_B08,Loading Room B.109,B.109 LOADING AREA,D->E,"same room, name reordered"
1251,QNL,EF_B09,Generator B.080,B.080 GENERATOR,D,"same room, name reordered"
1252,QNL,EF_B10,Trash room B.093,B.093 TRANSH CHAMBER,D->E,"same room, name reordered"
1253,QNL,EF_B11,Fuel pump room B.091,B.091 FUEL ROOM,D->E,"same room, name reordered"
1254,QNL,EF_B12,IDF ROOM B.214,B.214 IDF ROOM,D,"same room, name reordered"
1255,QNL,EF_B13,Sprinklers Pumps B.072,B.072 SPRIMKLERS PUMPS AND ZONES VALVES,J,"same room, name reordered"
1256,QNL,EF_B14,Fire Command B.071,B.064 CORRIDOR 2,J,DIFFERENT ROOM
1257,QNL,EF_B15,Loading Room B.109,B.109 LOADING AREA,D->E,"same room, name reordered"
1258,QNL,EF_B16,Loading Room B.109,B.109 LOADING AREA,D->E,"same room, name reordered"
1259,QNL,EF_BBV01,Plant Room 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
1260,QNL,EF_BBV02,Plant Room 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
1261,QNL,EF_RP01,Plant Zone P.002,P.002 PLANT ZONE,D,"same room, name reordered"
1262,QNL,EF_RP02,Plant Zone P.004,P.004 PLANT ZONE,D,"same room, name reordered"
1263,QNL,EF_RP03,Plant Zone P.007,P.007 PLANT ZONE,D,"same room, name reordered"
1264,QNL,KEF_101,RESTAURANT L1.067,L1.067 RESTAURANT,D,"same room, name reordered"
1265,QNL,KEF_B019,MEP KITCHEN B.049,B.049 MEP KITCHEN,D,"same room, name reordered"
1266,QNL,KEF_B020,CORRIDOR 3 B.052,B.052 CORRIDOR 3,D,"same room, name reordered"
1267,QNL,KEF_B04,BREAKOUT AREA B.001A,B.001A BREAK OUT AREA,D,"same room, name reordered"
1268,QNL,SEF_RP04,Plant Zone P.002,P.002 PLANT ZONE,D,"same room, name reordered"
1269,QNL,SEF_RP05,Plant Zone P.002,P.002 PLANT ZONE,D,"same room, name reordered"
1270,QNL,SEF_RP06,Plant Zone P.002,P.002 PLANT ZONE,D,"same room, name reordered"
1271,QNL,SEF_RP07,Plant Zone P.004,P.004 PLANT ZONE,D,"same room, name reordered"
1272,QNL,SEF_RP08,Plant Zone P.004,P.004 PLANT ZONE,D,"same room, name reordered"
1273,QNL,SEF_RP09,Plant Zone P.004,P.004 PLANT ZONE,D,"same room, name reordered"
1274,QNL,SEF_RP10,Plant Zone P.007,P.007 PLANT ZONE,D,"same room, name reordered"
1275,QNL,SEF_RP11,Plant Zone P.006,P.006 PLANT ZONE,D,"same room, name reordered"
1276,QNL,SEF_RP12,Plant Zone P.006,P.006 PLANT ZONE,D,"same room, name reordered"
1277,QNL,SEF_ZoneA,Plant Zone P.002,P.002 PLANT ZONE,D,"same room, name reordered"
1278,QNL,SEF_ZoneB,Plant Zone P.004,P.004 PLANT ZONE,D,"same room, name reordered"
1279,QNL,SEF_ZoneC,Plant Zone P.007,P.007 PLANT ZONE,D,"same room, name reordered"
1280,QNL,TEF_101C,ELEC SHAFT L1.E2,E2 SHAFT,D->E,no room number either side
1281,QNL,TEF_102C,ELEC SHAFT L1.E1,E1 SHAFT,D->E,no room number either side
1282,QNL,TEF_B01A,PLANT ROOM 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
1283,QNL,TEF_B01B,PLANT ROOM 3 B.110,B.110 PLANT ROOM 03,D,"same room, name reordered"
1284,QNL,TEF_B02A,PLANT ROOM 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
1285,QNL,TEF_B02B,PLANT ROOM 2 B.070,B.070 PLANT ROOM 02,D,"same room, name reordered"
1286,QNL,TEF_B03A,COMPACT SHELVING-MAIN COLLECTION B.120,B.120 COMPACT SHELVING MAIN COLLECTION,D,"same room, name reordered"
1287,QNL,TEF_B03B,COMPACT SHELVING-MAIN COLLECTION B.120,B.120 COMPACT SHELVING MAIN COLLECTION,D,"same room, name reordered"
1288,QNL,CCU_B01,QTEL ROOM B.048,B.048 QTEL ROOM,D,"same room, name reordered"
1289,QNL,CCU_B02,QTEL ROOM B.048,B.048 QTEL ROOM,D,"same room, name reordered"
1290,QNL,CCU_B03,TELECOM ROOM B.050,B.050 TELECOM ROOM,D,"same room, name reordered"
1291,QNL,CCU_B04,TELECOM ROOM B.050,B.050 TELECOM ROOM,D,"same room, name reordered"
1292,QNL,CCU_B05,SERVER ROOM B.089,B.089 SERVER ROOM,D,"same room, name reordered"
1293,QNL,CCU_B06,SERVER ROOM B.089,B.089 SERVER ROOM,D,"same room, name reordered"
1294,QNL,CCU_B07,SERVER ROOM B.089,B.089 SERVER ROOM,D,"same room, name reordered"
1295,QNL,CCU_B08,VAULT_B.141_VAU,B.141 VAULT,D->E,room number added
1296,QNL,CCU_B09,VAULT_B.141_VAU,B.141 VAULT,D->E,room number added
1297,QNL,CCU_B10,IDF B.222,B.222 IDF,D,"same room, name reordered"
1298,QNL,CCU_B11,IDF B.222,B.222 IDF,D,"same room, name reordered"
1310,QNL,CHW_P01,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1311,QNL,CHW_P02,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1312,QNL,CHW_P03,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1313,QNL,CHW_P04,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1314,QNL,CHWPU_P01,Plant Room 4 B.220,B.220 PLANT ROOM 04,D,"same room, name reordered"
1316,QNL,ELEC_Gen,Generator B.080,B.080 GENERATOR,D,"same room, name reordered"
1318,SSC,AHUB_0001,CHILLED WATER B.013,B.013 CHILLED WATER,J,"same room, name reordered"
1319,SSC,AHUB_0002,VENT PLANT B.014,B.014 VENT PLANT,J,"same room, name reordered"
1320,SSC,AHUB_0003,VENT PLANT B.014,B.014 VENT PLANT,J,"same room, name reordered"
1321,SSC,AHUB_0004,VENT PLANT B.008,B.008 VENT PLANT,J,"same room, name reordered"
1322,SSC,AHUB_0005,CHILLED WATER B.013,B.014 VENT PLANT,J,DIFFERENT ROOM
1323,SSC,FCU0001,SPRINKLER AND WATER B.016,B.016 SPRINKLER AND WATER,D,"same room, name reordered"
1324,SSC,FCU0002,MAIN SEC. CONTROL ROOM B.025,B.025 MAIN SEC CONTROL ROOM,J,"same room, name reordered"
1325,SSC,FCU0003,B.M.S B.039,B.030 CORRIDOR,J,DIFFERENT ROOM
1326,SSC,FCU0004,AV ROOM 1.008,1.008 AV ROOM,D,"same room, name reordered"
1327,SSC,FCU0005,IDF-1 1.027,1.027 IDF 1,J,"same room, name reordered"
1328,SSC,FCU0006,IDF-1 1.027,1.027 IDF 1,J,"same room, name reordered"
1329,SSC,FCU0007,IDF-2 1.039,1.039 IDF 2,J,"same room, name reordered"
1330,SSC,FCU0008,IDF-2 1.039,1.039 IDF 2,D,"same room, name reordered"
1331,SSC,FCU0009,CORRIDOR 1.028,1.029 SHELL SPACE,J,DIFFERENT ROOM
1332,SSC,FCU0010,CORRIDOR 1.010,1.013 CORRIDOR,J,DIFFERENT ROOM
1333,SSC,FCU0011,PRINTING 03.033,3.033 PRINTING,D,"same room, level prefix differs"
1334,SSC,VAV0001,ENTRANCE B.015,B.015 ENTRANCE,J,"same room, name reordered"
1335,SSC,VAV0002,SHARED OFFICE 01.014,1.014 SHELL SPACE,D->E,"same room, level prefix differs"
1336,SSC,VAV0003,SHARED OFFICE 01.014,1.014 SHELL SPACE,J,"same room, level prefix differs"
1337,SSC,VAV0004,SHARED OFFICE 01.014,1.014 SHELL SPACE,J,"same room, level prefix differs"
1338,SSC,VAV0005,SHARED OFFICE 01.015,1.015 SHELL SPACE,D->E,"same room, level prefix differs"
1339,SSC,VAV0006,SHARED OFFICE 01.015,1.015 SHELL SPACE,J,"same room, level prefix differs"
1340,SSC,VAV0007,SHARED OFFICE 01.015,1.015 SHELL SPACE,J,"same room, level prefix differs"
1341,SSC,VAV0008,CORRIDOR 01.024,1.024 CORRIDOR,D,"same room, level prefix differs"
1342,SSC,VAV0009,PRAYER ROOM 01.019,1.001 CORRIDOR,J,DIFFERENT ROOM
1343,SSC,VAV0010,PRAYER ROOM 01.019,1.019 PRAYER ROOM,J,"same room, level prefix differs"
1344,SSC,VAV0011,PRAYER ROOM 01.019,1.019 PRAYER ROOM,J,"same room, level prefix differs"
1345,SSC,VAV0012,PRAYER ROOM 01.019,1.019 PRAYER ROOM,J,"same room, level prefix differs"
1346,SSC,VAV0013,PRAYER ROOM 01.019,1.019 PRAYER ROOM,J,"same room, level prefix differs"
1347,SSC,VAV0014,PRAYER ROOM 01.019,1.019 PRAYER ROOM,J,"same room, level prefix differs"
1348,SSC,VAV0015,ROOM NO 42,1.029 ROOM NO 42,D,room number added
1349,SSC,VAV0016,ROOM NO 43,1.029 ROOM NO 43,D,room number added
1350,SSC,VAV0017,ROOM NO 44,1.029 ROOM NO 44,D,room number added
1351,SSC,VAV0018,SHARED OFFICE 01.029,1.029 SHELL SPACE,J,"same room, level prefix differs"
1352,SSC,VAV0019,SHARED OFFICE 01.029,1.029 SHELL SPACE,J,"same room, level prefix differs"
1353,SSC,VAV0020,SHARED OFFICE 01.029,1.029 SHELL SPACE,J,"same room, level prefix differs"
1354,SSC,VAV0021,CORRIDOR 01.013,1.013 CORRIDOR,D,"same room, level prefix differs"
1355,SSC,VAV0022,OPEN SPACE 01.003,1.003 OPEN SPACE,D,"same room, level prefix differs"
1356,SSC,VAV0023,OPEN SPACE 01.003,1.003 OPEN SPACE,J,"same room, level prefix differs"
1357,SSC,VAV0024,CORRIDOR 01.001,1.003 OPEN SPACE,J,DIFFERENT ROOM
1358,SSC,VAV0025,TEAM SPACE 01.002,1.002 SHELL SPACE,J,"same room, level prefix differs"
1359,SSC,VAV0026,TEAM SPACE 01.002,1.002 SHELL SPACE,D->E,"same room, level prefix differs"
1360,SSC,VAV0027,TEAM SPACE 01.002,1.002 SHELL SPACE,J,"same room, level prefix differs"
1361,SSC,VAV0028,TEAM SPACE 01.002,1.002 SHELL SPACE,J,"same room, level prefix differs"
1362,SSC,VAV0029,CORRIDOR 01.001,1.003 OPEN SPACE,J,DIFFERENT ROOM
1363,SSC,VAV0030,PRINT COPY 01.016,1.016 SHELL SPACE,D->E,"same room, level prefix differs"
1364,SSC,VAV0031,CORRIDOR 01.001,1.003 OPEN SPACE,J,DIFFERENT ROOM
1365,SSC,VAV0032,CORRIDOR 01.018,1.018 CORRIDOR,D,"same room, level prefix differs"
1366,SSC,VAV0033,CORRIDOR 01.028,1.039 IDF 2,J,DIFFERENT ROOM
1367,SSC,VAV0034,OPEN SPACE 01.003,1.003 OPEN SPACE,J,"same room, level prefix differs"
1368,SSC,VAV0035,CORRIDOR 01.010,1.028 CORRIDOR,J,DIFFERENT ROOM
1369,SSC,VAV0036,ABLUTION ROOM 01.022,1.019 PRAYER ROOM,J,DIFFERENT ROOM
1370,SSC,VAV0037,AV ROOM 1.008,1.008 AV ROOM,D,"same room, name reordered"
1372,SSC,VAV0039,OPEN SPACE 01.003,1.003 OPEN SPACE,J,"same room, level prefix differs"
1373,SSC,VAV0040,CONFERENCE ROOM 02.006,2.006 CONFERENCE ROOM,J,"same room, level prefix differs"
1374,SSC,VAV0041,EXECUTIVE CONFERENCE ROOM 02.005,2.005 EXECUTIVE CONFERENCE ROOM,J,"same room, level prefix differs"
1375,SSC,VAV0042,EXECUTIVE CONFERENCE ROOM 02.005,2.005 EXECUTIVE CONFERENCE ROOM,J,"same room, level prefix differs"
1376,SSC,VAV0043,CORRIDOR 02.004,2.004 CORRIDOR,D,"same room, level prefix differs"
1377,SSC,VAV0044,FOYER 02.001,2.001 FOYER,D,"same room, level prefix differs"
1378,SSC,VAV0045,FOYER 02.001,2.001 FOYER,D,"same room, level prefix differs"
1379,SSC,VAV0046,LOBBY 02.002,2.002 LOBBY,J,"same room, level prefix differs"
1380,SSC,VAV0047,LOBBY 02.002,2.002 LOBBY,J,"same room, level prefix differs"
1381,SSC,VAV0048,LOBBY 02.002,2.002 LOBBY,J,"same room, level prefix differs"
1382,SSC,VAV0049,LOBBY 02.002,2.003 CORRIDOR,J,DIFFERENT ROOM
1383,SSC,VAV0050,CORRIDOR 02.003,2.002 LOBBY,J,DIFFERENT ROOM
1384,SSC,VAV0051,EXECUTIVE CONFERENCE ROOM 02.005,2.005 EXECUTIVE CONFERENCE ROOM,J,"same room, level prefix differs"
1385,SSC,VAV0052,CONFERENCE ROOM 02.006,2.006 CONFERENCE ROOM,J,"same room, level prefix differs"
1386,SSC,VAV0053,RESEARCHER OFFICE 03.015,3.015 RESEARCHER OFFICE,J,"same room, level prefix differs"
1387,SSC,VAV0054,VISITOR'S CUBICLE 03.014,3.014 VISITOR S CUBICLE,D,"same room, level prefix differs"
1388,SSC,VAV0055,RESEARCHER OFFICE 03.013,3.013 RESEARCHER OFFICE,J,"same room, level prefix differs"
1389,SSC,VAV0056,RESEARCHER OFFICE 03.012,3.012 RESEARCHER OFFICE,J,"same room, level prefix differs"
1390,SSC,VAV0057,VISITOR'S CUBICLE 03.011,3.011 VISITOR S CUBICLE,D,"same room, level prefix differs"
1391,SSC,VAV0058,RESEARCHER OFFICE 03.010,3.010 RESEARCHER OFFICE,J,"same room, level prefix differs"
1392,SSC,VAV0059,RESEARCHER OFFICE 03.009,3.009 RESEARCHER OFFICE,J,"same room, level prefix differs"
1393,SSC,VAV0060,VISITOR'S CUBICLE 03.008,3.008 VISITOR S CUBICLE,D,"same room, level prefix differs"
1394,SSC,VAV0061,OPERATION MANAGERS 03.007,3.007 OPERATIONS MANAGERS,J,"same room, level prefix differs"
1395,SSC,VAV0062,ROOM 03.006B,3.006A ROOM,J,DIFFERENT ROOM
1397,SSC,VAV0064,ROOM 03.006A,3.006B ROOM,J,DIFFERENT ROOM
1398,SSC,VAV0065,RESEARCHER OFFICE 03.005,3.005 RESEARCHER OFFICE,D,"same room, level prefix differs"
1399,SSC,VAV0066,VISITOR'S CUBICLE 03.004,3.004 VISITOR S CUBICLE,D,"same room, level prefix differs"
1400,SSC,VAV0067,RESEARCHER OFFICE 03.003,3.003 RESEARCHER OFFICE,D,"same room, level prefix differs"
1401,SSC,VAV0068,DIRECTOR MEETING ROOM 03.002,3.002 DIRECTOR MEETING ROOM,D,"same room, level prefix differs"
1402,SSC,VAV0069,DIRECTOR MEETING ROOM 03.002,3.002 DIRECTOR MEETING ROOM,D,"same room, level prefix differs"
1403,SSC,VAV0070,DIRECTOR'S OFFICE 03.001,3.001 DIRECTOR S OFFICE,D,"same room, level prefix differs"
1404,SSC,VAV0071,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1405,SSC,VAV0072,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1406,SSC,VAV0073,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1407,SSC,VAV0074,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1408,SSC,VAV0075,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1409,SSC,VAV0076,GENERAL OFFICE AREA 03.002,3.031 ASSOC DIRECTORS OFFICE,J,DIFFERENT ROOM
1410,SSC,VAV0077,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1411,SSC,VAV0078,ASSOC. DOR. OFFICE 03.031,3.031 ASSOC DIRECTORS OFFICE,J->E,"same room, level prefix differs"
1412,SSC,VAV0079,ASSOC. DIR. MEETING ROOM 03.030,3.030 ASSOC DIRECTORS MEETING ROOM,D->E,"same room, level prefix differs"
1413,SSC,VAV0080,ASSOC. DIR. MEETING ROOM 03.030,3.030 ASSOC DIRECTORS MEETING ROOM,J->E,"same room, level prefix differs"
1414,SSC,VAV0081,RESEARCHER OFFICE 03.029,3.029 RESEARCHER OFFICE,J,"same room, level prefix differs"
1415,SSC,VAV0082,VISITOR'S CUBICLE 03.028,3.028 VISITOR S CUBICLE,D,"same room, level prefix differs"
1416,SSC,VAV0083,RESEARCHER OFFICE 03.027,3.027 RESEARCHER OFFICE,J,"same room, level prefix differs"
1417,SSC,VAV0084,MEETING ROOM 03.026,3.026 MEETING ROOM,J,"same room, level prefix differs"
1418,SSC,VAV0085,MEETING ROOM 03.026,3.026 MEETING ROOM,J,"same room, level prefix differs"
1419,SSC,VAV0086,MEETING ROOM 03.026,3.026 MEETING ROOM,J,"same room, level prefix differs"
1420,SSC,VAV0087,SECRETARIAL AREA 03.025,3.025 SECRETARIAL AREA,J,"same room, level prefix differs"
1421,SSC,VAV0088,VISITOR'S CUBICLE 03.024,3.024 VISITOR S CUBICLE,D,"same room, level prefix differs"
1422,SSC,VAV0089,RESEARCHER OFFICE 03.023,3.023 RESEARCHER OFFICE,J,"same room, level prefix differs"
1423,SSC,VAV0090,RESEARCHER OFFICE 03.022,3.022 RESEARCHER OFFICE,J,"same room, level prefix differs"
1424,SSC,VAV0091,VISITOR'S CUBICLE 03.021,3.021 VISITOR S CUBICLE,D,"same room, level prefix differs"
1425,SSC,VAV0092,RESEARCHER OFFICE 03.020,3.020 RESEARCHER OFFICE,J,"same room, level prefix differs"
1426,SSC,VAV0093,IT MANAGERS'S OFFICE 03.019,3.019 IT MANAGERS OFFICE,J,"same room, level prefix differs"
1427,SSC,VAV0094,VISITOR'S CUBICLE 03.018,3.018 VISITOR S CUBICLE,D,"same room, level prefix differs"
1428,SSC,VAV0095,RESEARCHER OFFICE 03.017,3.017 RESEARCHER OFFICE,J,"same room, level prefix differs"
1429,SSC,VAV0096,LOUNGE 03.016,3.016 LOUNGE,J,"same room, level prefix differs"
1430,SSC,VAV0097,LOUNGE 03.016,3.016 LOUNGE,J,"same room, level prefix differs"
1431,SSC,VAV0098,IT OFFICE 03.049,3.016 LOUNGE,J,DIFFERENT ROOM
1432,SSC,VAV0099,CORRIDOR 03.042,3.034 CORRIDOR,J,DIFFERENT ROOM
1433,SSC,VAV0100,CORRIDOR 03.041,3.041 CORRIDOR,D,"same room, level prefix differs"
1434,SSC,VAV0101,CORRIDOR 03.044,3.042 CORRIDOR,J,DIFFERENT ROOM
1435,SSC,VAV0102,CORRIDOR 03.034,3.041 CORRIDOR,J,DIFFERENT ROOM
1436,SSC,VAV0103,CORRIDOR 03.034,3.034 CORRIDOR,J,"same room, level prefix differs"
1437,SSC,VAV0104,CORRIDOR 03.034,3.034 CORRIDOR,J,"same room, level prefix differs"
1438,SSC,VAV0105,CORRIDOR 03.034,3.034 CORRIDOR,J,"same room, level prefix differs"
1439,SSC,VAV0106,CORRIDOR 03.042,3.042 CORRIDOR,J,"same room, level prefix differs"
1440,SSC,VAV0107,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1441,SSC,VAV0108,GENERAL OFFICE AREA 03.002,3.032 GENERAL OFFICE AREA,J,DIFFERENT ROOM
1462,RDC,RDC_SB_GF_AHU8031,COMPUTER RESEARCH LAB S-1112,Mech S-0136,J (green),DIFFERENT ROOM
1463,RDC,RDC_SB_GF_AHU8032,COMPUTER RESEARCH LAB S-1112,Mech S-0136,J (green),DIFFERENT ROOM
1464,RDC,RDC_SB_GF_AHU8033,COMPUTER RESEARCH LAB S-1112,Mech S-0136,J (green),DIFFERENT ROOM
1465,RDC,RDC_SB_GF_AHU8034,COMPUTER RESEARCH LAB S-1112,Mech S-0136,J (green),DIFFERENT ROOM
1466,RDC,RDC_SB_GF_AHU8035,COMPUTER RESEARCH LAB S-1112,MECH S-0136,J (green),DIFFERENT ROOM
1468,RDC,RDC_SB_GF_AHU8037,COMPUTER RESEARCH LAB S-1112,Cyber Server S-0138,J (green),DIFFERENT ROOM
1470,RDC,RDC_SB_GF_AHU8042,UPS ROOM S-0145,Corridor S-0143,J (green),DIFFERENT ROOM
1563,RDC,RDC_NB_GF_VAV5165_EV5166,Corridor N-0134,Serv Core N-0136,J (green),DIFFERENT ROOM
1671,RDC,RDC_NB_GF_VAV7175,Office 05-15-WS N-0431,Corridor N-0432,J (green),DIFFERENT ROOM
1706,RDC,RDC_NB_GF_VAV7460,Office 05-8-WKS N-0457,Workstation N-0457,J (green),"same room, name reordered"
1724,RDC,RDC_SB_1F_VAV0514,NCIR Office S-1119,Sc.Comp.Office3 S-1119,J (green),"same room, name reordered"
1830,RDC,RDC_SB_1F_VAV2536,Normal Elec. S-1251,Mech. Chasing S-1249,J (green),DIFFERENT ROOM
1845,RDC,RDC_SB_1F_VAV2552,Vestibule S-1273,FPC S-1277,J (green),DIFFERENT ROOM
