building,subject,rdfs:label_en,level,room ref,equipment count,equipment types,equipment tags,included,not included
HQ,entity:HQ_5-110_Vp-Edu-Officers,5.110 VP EDU OFFICERS,Level-5,5.110,1,VAV,VAV0283,0,1
HQ,entity:HQ_5-201_Vp-Edu-Members-Of-Edu,5.201 VP EDU MEMBERS OF EDU,Level-5,5.201,1,VAV,VAV0305,1,0
HQ,entity:HQ_5-202_Vp-Edu-Members-Of-Edu,5.202 VP EDU MEMBERS OF EDU,Level-5,5.202,1,VAV,VAV0306,1,0
HQ,entity:HQ_5-203_Vp-Edu-Members-Of-Edu,5.203 VP EDU MEMBERS OF EDU,Level-5,5.203,1,VAV,VAV0307,1,0
HQ,entity:HQ_5-205_Vp-Edu-Meeting-Room,5.205 VP EDU MEETING ROOM,Level-5,5.205,2,VAV,"VAV0308, VAV0309",2,0
HQ,entity:HQ_5-206_Vp-Edu-Members-Of-Edu,5.206 VP EDU MEMBERS OF EDU,Level-5,5.206,1,VAV,VAV0310,1,0
HQ,entity:HQ_5-207_Vp-Edu-Members-Of-Edu,5.207 VP EDU MEMBERS OF EDU,Level-5,5.207,1,VAV,VAV0311,1,0
HQ,entity:HQ_5-208_Vp-Edu-Members-Of-Edu,5.208 VP EDU MEMBERS OF EDU,Level-5,5.208,1,VAV,VAV0312,1,0
HQ,entity:HQ_5-209_Vp-Edu-Members-Of-Edu,5.209 VP EDU MEMBERS OF EDU,Level-5,5.209,1,VAV,VAV0313,1,0
HQ,entity:HQ_5-210_Vp-Edu-Ensuit,5.210 VP EDU ENSUIT,Level-5,5.210,1,VAV,VAV0314,0,1
HQ,entity:HQ_5-211_Vp-Edu-Chpexecsecret,5.211 VP EDU CHPEXECSECRET,Level-5,5.211,1,VAV,VAV0315,1,0
HQ,entity:HQ_5-212_Vp-Edu-Members-Of-Edu,5.212 VP EDU MEMBERS OF EDU,Level-5,5.212,1,VAV,VAV0316,1,0
HQ,entity:HQ_5-213_Vp-Edu-Office-Director-Ensuit,5.213 VP EDU OFFICE DIRECTOR ENSUIT,Level-5,5.213,1,VAV,VAV0317,0,1
HQ,entity:HQ_5-301_Plant-Room,5.301 PLANT ROOM,Level-5,5.301,2,AHU,"AHU5_0001, AHU5_0002",0,2
HQ,entity:HQ_5-350_Corridor,5.350 CORRIDOR,Level-5,5.350,4,VAV,"VAV0318, VAV0319, VAV0320, VAV0321",0,4
HQ,entity:HQ_5-512_IDF-Room,5.512 IDF ROOM,Level-5,5.512,1,FCU,FCU0087,0,1
HQ,entity:HQ_5-531_IDF-Room,5.531 IDF ROOM,Level-5,5.531,2,FCU,"FCU0085, FCU0086",0,2
HQ,entity:HQ_5-601_S-Tower-Corridor,5.601 S TOWER CORRIDOR,Level-5,5.601,2,VAV,"VAV0282, VAV0304",0,2
HQ,entity:HQ_5-602_Bridge,5.602 BRIDGE,Level-5,5.602,8,FCU,"FCU0067, FCU0068, FCU0069, FCU0070, FCU0092, FCU0093, FCU0094, FCU0095",4,4
HQ,entity:HQ_6-001_Aca-Audit-Archive,6.001 ACA AUDIT ARCHIVE,Level-6,6.001,1,VAV,VAV0359,1,0
HQ,entity:HQ_6-002_Int-Audit-Archive-Room,6.002 INT AUDIT ARCHIVE ROOM,Level-6,6.002,1,VAV,VAV0349,1,0
HQ,entity:HQ_6-003_Int-Audit-Supp-Audit,6.003 INT AUDIT SUPP AUDIT,Level-6,6.003,1,VAV,VAV0350,1,0
HQ,entity:HQ_6-004_Int-Audit-Supp-Audit,6.004 INT AUDIT SUPP AUDIT,Level-6,6.004,1,VAV,VAV0351,1,0
HQ,entity:HQ_6-005_Int-Audit-Supp-Audit,6.005 INT AUDIT SUPP AUDIT,Level-6,6.005,1,VAV,VAV0352,1,0
HQ,entity:HQ_6-006_Int-Audit-Supp-Audit,6.006 INT AUDIT SUPP AUDIT,Level-6,6.006,1,VAV,VAV0353,1,0
HQ,entity:HQ_6-007_Int-Audit-Supp-Audit,6.007 INT AUDIT SUPP AUDIT,Level-6,6.007,1,VAV,VAV0354,1,0
HQ,entity:HQ_6-008_Int-Audit-Supp-Audit,6.008 INT AUDIT SUPP AUDIT,Level-6,6.008,1,VAV,VAV0355,1,0
HQ,entity:HQ_6-009_Int-Audit-Supp-Audit,6.009 INT AUDIT SUPP AUDIT,Level-6,6.009,1,VAV,VAV0346,1,0
HQ,entity:HQ_6-010_Intaudit-Secretary,6.010 INTAUDIT SECRETARY,Level-6,6.010,1,VAV,VAV0347,1,0
HQ,entity:HQ_6-011_Intaudit-Sen-Jntaud,6.011 INTAUDIT SEN JNTAUD,Level-6,6.011,1,VAV,VAV0348,1,0
HQ,entity:HQ_6-012_Intaudit-Sen-Jntaud,6.012 INTAUDIT SEN JNTAUD,Level-6,6.012,1,VAV,VAV0323,1,0
HQ,entity:HQ_6-013_Intaudit-Secretary,6.013 INTAUDIT SECRETARY,Level-6,6.013,1,VAV,VAV0324,1,0
HQ,entity:HQ_6-014_Aca-Audit-Supp-Audit,6.014 ACA AUDIT SUPP AUDIT,Level-6,6.014,1,VAV,VAV0325,1,0
HQ,entity:HQ_6-015_Aca-Audit-Supp-Audit,6.015 ACA AUDIT SUPP AUDIT,Level-6,6.015,1,VAV,VAV0326,1,0
HQ,entity:HQ_6-016_Aca-Audit-Supp-Audit,6.016 ACA AUDIT SUPP AUDIT,Level-6,6.016,1,VAV,VAV0327,1,0
HQ,entity:HQ_6-017_Aca-Audit-Supp-Audit,6.017 ACA AUDIT SUPP AUDIT,Level-6,6.017,1,VAV,VAV0328,1,0
HQ,entity:HQ_6-018_Aca-Audit-Supp-Audit,6.018 ACA AUDIT SUPP AUDIT,Level-6,6.018,1,VAV,VAV0329,1,0
HQ,entity:HQ_6-019_Aca-Audit-Supp-Audit,6.019 ACA AUDIT SUPP AUDIT,Level-6,6.019,1,VAV,VAV0330,1,0
HQ,entity:HQ_6-020_Aca-Audit-Supp-Audit,6.020 ACA AUDIT SUPP AUDIT,Level-6,6.020,1,VAV,VAV0331,1,0
HQ,entity:HQ_6-021_Aca-Audit-Secretary,6.021 ACA AUDIT SECRETARY,Level-6,6.021,1,VAV,VAV0332,1,0
HQ,entity:HQ_6-022_Aca-Audit-Secretary,6.022 ACA AUDIT SECRETARY,Level-6,6.022,1,VAV,VAV0333,1,0
HQ,entity:HQ_6-023_Aca-Audit-Aca-Senaud,6.023 ACA AUDIT ACA SENAUD,Level-6,6.023,1,VAV,VAV0334,1,0
HQ,entity:HQ_6-024_Aca-Audit-Aca-Senaud,6.024 ACA AUDIT ACA SENAUD,Level-6,6.024,1,VAV,VAV0335,1,0
HQ,entity:HQ_6-025_Facility-Managsecretary,6.025 FACILITY MANAGSECRETARY,Level-6,6.025,1,VAV,VAV0336,1,0
HQ,entity:HQ_6-026_Facility-Manag-Dir-Ensuit,6.026 FACILITY MANAG DIR ENSUIT,Level-6,6.026,1,VAV,VAV0337,0,1
HQ,entity:HQ_6-027_Vp-Capital-Consultant,6.027 VP CAPITAL CONSULTANT,Level-6,6.027,1,VAV,VAV0338,1,0
HQ,entity:HQ_6-028_Vp-Capital-Consultant,6.028 VP CAPITAL CONSULTANT,Level-6,6.028,1,VAV,VAV0339,1,0
HQ,entity:HQ_6-101_Shell-Space,6.101 SHELL SPACE,Level-6,6.101,1,VAV,VAV0358,1,0
HQ,entity:HQ_6-102_Shell-Space,6.102 SHELL SPACE,Level-6,6.102,1,VAV,VAV0357,1,0
HQ,entity:HQ_6-103_Shell-Space,6.103 SHELL SPACE,Level-6,6.103,1,VAV,VAV0356,1,0
HQ,entity:HQ_6-104_Print-Copy,6.104 PRINT COPY,Level-6,6.104,1,FCU,FCU0102,1,0
HQ,entity:HQ_6-105_Lounge,6.105 LOUNGE,Level-6,6.105,2,VAV,"VAV0344, VAV0345",0,2
HQ,entity:HQ_6-108_Vp-Capital-Proj-Coord,6.108 VP CAPITAL PROJ COORD,Level-6,6.108,1,VAV,VAV0342,0,1
HQ,entity:HQ_6-109_Vp-Capital-Work-Assist,6.109 VP CAPITAL WORK ASSIST,Level-6,6.109,1,VAV,VAV0341,1,0
HQ,entity:HQ_6-201_Vp-Capital-Proj-Manager,6.201 VP CAPITAL PROJ MANAGER,Level-6,6.201,1,VAV,VAV0361,0,1
HQ,entity:HQ_6-202_Vp-Capital-Proj-Manager,6.202 VP CAPITAL PROJ MANAGER,Level-6,6.202,1,VAV,VAV0362,0,1
HQ,entity:HQ_6-204_Vp-Capital-Proj-Manager,6.204 VP CAPITAL PROJ MANAGER,Level-6,6.204,1,VAV,VAV0363,0,1
HQ,entity:HQ_6-205_Vp-Capital-Consultant,6.205 VP CAPITAL CONSULTANT,Level-6,6.205,1,VAV,VAV0364,0,1
HQ,entity:HQ_6-206_Vp-Capital-Storage,6.206 VP CAPITAL STORAGE,Level-6,6.206,1,VAV,VAV0365,0,1
HQ,entity:HQ_6-207_Vp-Capital-Secretaries,6.207 VP CAPITAL SECRETARIES,Level-6,6.207,1,VAV,VAV0366,1,0
HQ,entity:HQ_6-208_Print-Copy,6.208 PRINT COPY,Level-6,6.208,1,FCU,FCU0103,1,0
HQ,entity:HQ_6-209_Vp-Capital-Ensuit,6.209 VP CAPITAL ENSUIT,Level-6,6.209,1,VAV,VAV0367,0,1
HQ,entity:HQ_6-210_Vp-Capital-Secretaries,6.210 VP CAPITAL SECRETARIES,Level-6,6.210,1,VAV,VAV0368,1,0
HQ,entity:HQ_6-211_Vp-Capital-Secretaries,6.211 VP CAPITAL SECRETARIES,Level-6,6.211,1,VAV,VAV0369,1,0
HQ,entity:HQ_6-212_Vp-Capital-Director-Ensuit,6.212 VP CAPITAL DIRECTOR ENSUIT,Level-6,6.212,1,VAV,VAV0370,0,1
HQ,entity:HQ_6-512_IDF-Room,6.512 IDF ROOM,Level-6,6.512,1,FCU,FCU0098,0,1
HQ,entity:HQ_6-531_IDF-Room,6.531 IDF ROOM,Level-6,6.531,1,FCU,FCU0096,0,1
HQ,entity:HQ_6-601_S-Tower-Corridor,6.601 S TOWER CORRIDOR,Level-6,6.601,3,VAV,"VAV0340, VAV0343, VAV0360",0,3
HQ,entity:HQ_6-603_E-Tower-Corridor,6.603 E TOWER CORRIDOR,Level-6,6.603,2,VAV,"VAV0371, VAV0372",0,2
HQ,entity:HQ_6-604_Bridge-Corridor,6.604 BRIDGE CORRIDOR,Level-6,6.604,3,FCU,"FCU0089, FCU0090, FCU0091",0,3
HQ,entity:HQ_7-001_Doc-Unit-Employee,7.001 DOC UNIT EMPLOYEE,Level-7,7.001,1,VAV,VAV0397,1,0
HQ,entity:HQ_7-002_Doc-Unit-Multimedia-Studio,7.002 DOC UNIT MULTIMEDIA STUDIO,Level-7,7.002,2,VAV,"VAV0398, VAV0400",2,0
HQ,entity:HQ_7-003_Doc-Unit-Employee,7.003 DOC UNIT EMPLOYEE,Level-7,7.003,1,VAV,VAV0401,1,0
HQ,entity:HQ_7-004_Doc-Unit-Employee,7.004 DOC UNIT EMPLOYEE,Level-7,7.004,1,VAV,VAV0402,1,0
HQ,entity:HQ_7-005_Doc-Unit-Employee,7.005 DOC UNIT EMPLOYEE,Level-7,7.005,1,VAV,VAV0403,1,0
HQ,entity:HQ_7-006_Doc-Unit-Employee,7.006 DOC UNIT EMPLOYEE,Level-7,7.006,1,VAV,VAV0404,1,0
HQ,entity:HQ_7-007_Ca-Coord,7.007 CA COORD,Level-7,7.007,1,VAV,VAV0405,1,0
HQ,entity:HQ_7-008_Ca-Coord,7.008 CA COORD,Level-7,7.008,1,VAV,VAV0406,1,0
HQ,entity:HQ_7-009_Ca-Coord,7.009 CA COORD,Level-7,7.009,1,VAV,VAV0407,1,0
HQ,entity:HQ_7-010_Ca-Coord,7.010 CA COORD,Level-7,7.010,1,VAV,VAV0408,1,0
HQ,entity:HQ_7-011_Ca-Coord,7.011 CA COORD,Level-7,7.011,1,VAV,VAV0409,1,0
HQ,entity:HQ_7-012_Ca-Coord,7.012 CA COORD,Level-7,7.012,1,VAV,VAV0410,1,0
HQ,entity:HQ_7-013_Ca-Coord,7.013 CA COORD,Level-7,7.013,1,VAV,VAV0411,1,0
HQ,entity:HQ_7-014_Ca-Coord,7.014 CA COORD,Level-7,7.014,1,VAV,VAV0412,1,0
HQ,entity:HQ_7-015_Ca-Coord,7.015 CA COORD,Level-7,7.015,1,VAV,VAV0413,1,0
HQ,entity:HQ_7-016_Ca-Coord,7.016 CA COORD,Level-7,7.016,1,VAV,VAV0414,1,0
HQ,entity:HQ_7-017_Ca-Ensuit,7.017 CA ENSUIT,Level-7,7.017,1,VAV,VAV0373,1,0
HQ,entity:HQ_7-018_Ca-Secretary,7.018 CA SECRETARY,Level-7,7.018,1,VAV,VAV0374,1,0
HQ,entity:HQ_7-019_Bd-Unit-Secretary,7.019 BD UNIT SECRETARY,Level-7,7.019,1,VAV,VAV0375,1,0
HQ,entity:HQ_7-020_Bd-Unit-Executive,7.020 BD UNIT EXECUTIVE,Level-7,7.020,1,VAV,VAV0376,1,0
HQ,entity:HQ_7-021_Bd-Unit-Executive,7.021 BD UNIT EXECUTIVE,Level-7,7.021,1,VAV,VAV0377,1,0
HQ,entity:HQ_7-022_Bd-Unit-Executive,7.022 BD UNIT EXECUTIVE,Level-7,7.022,1,VAV,VAV0378,1,0
HQ,entity:HQ_7-023_Bd-Unit-Executive,7.023 BD UNIT EXECUTIVE,Level-7,7.023,1,VAV,VAV0379,1,0
HQ,entity:HQ_7-024_Bd-Unit-Executive,7.024 BD UNIT EXECUTIVE,Level-7,7.024,1,VAV,VAV0380,1,0
HQ,entity:HQ_7-025_Bd-Unit-Executive,7.025 BD UNIT EXECUTIVE,Level-7,7.025,1,VAV,VAV0381,1,0
HQ,entity:HQ_7-026_Bd-Unit-Executive,7.026 BD UNIT EXECUTIVE,Level-7,7.026,1,VAV,VAV0382,1,0
HQ,entity:HQ_7-027_Bd-Unit-Executive,7.027 BD UNIT EXECUTIVE,Level-7,7.027,1,VAV,VAV0383,1,0
HQ,entity:HQ_7-028_Bd-Unit-Executive,7.028 BD UNIT EXECUTIVE,Level-7,7.028,1,VAV,VAV0384,1,0
HQ,entity:HQ_7-029_Meeting-Room,7.029 MEETING ROOM,Level-7,7.029,2,VAV,"VAV0385, VAV0386",2,0
HQ,entity:HQ_7-030_Shell-Space,7.030 SHELL SPACE,Level-7,7.030,1,VAV,VAV0387,1,0
HQ,entity:HQ_7-031A_Office-Space,7.031A OFFICE SPACE,Level-7,7.031A,1,VAV,VAV0388,1,0
HQ,entity:HQ_7-032_Shell-Space,7.032 SHELL SPACE,Level-7,7.032,2,VAV,"VAV0391, VAV0392",2,0
HQ,entity:HQ_7-101_Print-Copy,7.101 PRINT COPY,Level-7,7.101,1,FCU,FCU0107,1,0
HQ,entity:HQ_7-102_Ca-Secretary,7.102 CA SECRETARY,Level-7,7.102,1,VAV,VAV0396,1,0
HQ,entity:HQ_7-103_Ca-Secretary,7.103 CA SECRETARY,Level-7,7.103,1,VAV,VAV0395,1,0
HQ,entity:HQ_7-104_Print-Copy,7.104 PRINT COPY,Level-7,7.104,1,FCU,FCU0108,1,0
HQ,entity:HQ_7-105_Ca-Secretary,7.105 CA SECRETARY,Level-7,7.105,1,VAV,VAV0394,1,0
HQ,entity:HQ_7-106_Lounge,7.106 LOUNGE,Level-7,7.106,1,VAV,VAV0393,0,1
HQ,entity:HQ_7-201_Consultant-Space,7.201 CONSULTANT SPACE,Level-7,7.201,1,VAV,VAV0415,1,0
HQ,entity:HQ_7-202_President-Execoffice,7.202 PRESIDENT EXECOFFICE,Level-7,7.202,1,VAV,VAV0416,0,1
HQ,entity:HQ_7-204_President-Execoffice,7.204 PRESIDENT EXECOFFICE,Level-7,7.204,2,VAV,"VAV0417, VAV0418",0,2
HQ,entity:HQ_7-205_President-Execoffice,7.205 PRESIDENT EXECOFFICE,Level-7,7.205,2,VAV,"VAV0419, VAV0420",0,2
HQ,entity:HQ_7-208_President-Support-Secret,7.208 PRESIDENT SUPPORT SECRET,Level-7,7.208,1,VAV,VAV0421,1,0
HQ,entity:HQ_7-209_President-Execsecret,7.209 PRESIDENT EXECSECRET,Level-7,7.209,1,VAV,VAV0423,1,0
HQ,entity:HQ_7-210_President-Execsecret,7.210 PRESIDENT EXECSECRET,Level-7,7.210,1,VAV,VAV0424,1,0
HQ,entity:HQ_7-211_President-Ensuit,7.211 PRESIDENT ENSUIT,Level-7,7.211,1,VAV,VAV0425,0,1
HQ,entity:HQ_7-212_President-Meeting-Room,7.212 PRESIDENT MEETING ROOM,Level-7,7.212,1,VAV,VAV0426,0,1
HQ,entity:HQ_7-213_Vice-Chairperson-Ensult,7.213 VICE CHAIRPERSON ENSULT,Level-7,7.213,1,VAV,VAV0427,1,0
HQ,entity:HQ_7-214_Vice-Chairsecretary,7.214 VICE CHAIRSECRETARY,Level-7,7.214,1,VAV,VAV0428,1,0
HQ,entity:HQ_7-215_Vice-Chairperson-Meeting-Room,7.215 VICE CHAIRPERSON MEETING ROOM,Level-7,7.215,1,VAV,VAV0429,1,0
HQ,entity:HQ_7-301_Meeting-Room,7.301 MEETING ROOM,Level-7,7.301,3,VAV,"VAV0430, VAV0431, VAV0432",3,0
HQ,entity:HQ_7-512_IDF-Room,7.512 IDF ROOM,Level-7,7.512,1,FCU,FCU0106,0,1
HQ,entity:HQ_7-531_IDF-Room,7.531 IDF ROOM,Level-7,7.531,2,FCU,"FCU0104, FCU0105",0,2
HQ,entity:HQ_7-601_S-Tower-Corridor,7.601 S TOWER CORRIDOR,Level-7,7.601,3,VAV,"VAV0389, VAV0390, VAV0399",0,3
HQ,entity:HQ_7-602_Bridge,7.602 BRIDGE,Level-7,7.602,3,FCU,"FCU0099, FCU0100, FCU0101",0,3
HQ,entity:HQ_7-603_E-Tower-Corridor,7.603 E TOWER CORRIDOR,Level-7,7.603,1,VAV,VAV0422,0,1
HQ,entity:HQ_8-001_Observation-Space,8.001 OBSERVATION SPACE,Level-8,8.001,5,VAV,"VAV0433, VAV0434, VAV0435, VAV0436, VAV0437",0,5
HQ,entity:HQ_8-002_Visitors-Center-Office,8.002 VISITORS CENTER OFFICE,Level-8,8.002,1,VAV,VAV0438,0,1
HQ,entity:HQ_8-400_Visitors-Center,8.400 VISITORS CENTER,Level-8,8.400,3,VAV,"VAV0592, VAV0593, VAV0594",0,3
HQ,entity:HQ_8-512_IDF-Room,8.512 IDF ROOM,Level-8,8.512,1,FCU,FCU0109,0,1
HQ,entity:HQ_8-602_Visitors-Center-Corridor,8.602 VISITORS CENTER CORRIDOR,Level-8,8.602,5,VAV,"VAV0439, VAV0440, VAV0441, VAV0442, VAV0443",0,5
HQ,entity:HQ_9-001_Legal-Archive,9.001 LEGAL ARCHIVE,Level-9,9.001,1,VAV,VAV0479,1,0
HQ,entity:HQ_9-002_Legal-Consule,9.002 LEGAL CONSULE,Level-9,9.002,1,VAV,VAV0480,1,0
HQ,entity:HQ_9-003_Legal-Legal-Consule,9.003 LEGAL LEGAL CONSULE,Level-9,9.003,1,VAV,VAV0481,1,0
HQ,entity:HQ_9-004_Legal-Legal-Consule,9.004 LEGAL LEGAL CONSULE,Level-9,9.004,1,VAV,VAV0482,1,0
HQ,entity:HQ_9-005_Legal-Legal-Consule,9.005 LEGAL LEGAL CONSULE,Level-9,9.005,1,VAV,VAV0483,1,0
HQ,entity:HQ_9-006_Legal-Legal-Consule,9.006 LEGAL LEGAL CONSULE,Level-9,9.006,1,VAV,VAV0484,1,0
HQ,entity:HQ_9-007_Legal-Legal-Consule,9.007 LEGAL LEGAL CONSULE,Level-9,9.007,1,VAV,VAV0485,1,0
HQ,entity:HQ_9-008_Legal-Legsupsec,9.008 LEGAL LEGSUPSEC,Level-9,9.008,1,VAV,VAV0486,1,0
HQ,entity:HQ_9-009_Legal-Legsupsec,9.009 LEGAL LEGSUPSEC,Level-9,9.009,1,VAV,VAV0487,1,0
HQ,entity:HQ_9-010_Legal-Legadvensuit,9.010 LEGAL LEGADVENSUIT,Level-9,9.010,1,VAV,VAV0488,1,0
HQ,entity:HQ_9-011_Bmo-Exec-Assist,9.011 BMO EXEC ASSIST,Level-9,9.011,1,VAV,VAV0444,1,0
HQ,entity:HQ_9-012_Bmo-Exec-Assist,9.012 BMO EXEC ASSIST,Level-9,9.012,1,VAV,VAV0445,1,0
HQ,entity:HQ_9-013_Bmo-Exec-Assist,9.013 BMO EXEC ASSIST,Level-9,9.013,1,VAV,VAV0446,1,0
HQ,entity:HQ_9-014_Bmo-Exec-Assist,9.014 BMO EXEC ASSIST,Level-9,9.014,1,VAV,VAV0447,1,0
HQ,entity:HQ_9-015_Bmo-Exec-Assist,9.015 BMO EXEC ASSIST,Level-9,9.015,1,VAV,VAV0448,1,0
HQ,entity:HQ_9-016_Bmo-Exec-Assist,9.016 BMO EXEC ASSIST,Level-9,9.016,1,VAV,VAV0449,1,0
HQ,entity:HQ_9-017_Bmo-Exec-Assist,9.017 BMO EXEC ASSIST,Level-9,9.017,1,VAV,VAV0450,1,0
HQ,entity:HQ_9-018_Bmo-Execsecret,9.018 BMO EXECSECRET,Level-9,9.018,1,VAV,VAV0451,1,0
HQ,entity:HQ_9-019_Bmo-Execsecret,9.019 BMO EXECSECRET,Level-9,9.019,1,VAV,VAV0452,1,0
HQ,entity:HQ_9-020_Bmo-Execsecret,9.020 BMO EXECSECRET,Level-9,9.020,1,VAV,VAV0453,1,0
HQ,entity:HQ_9-021_Bmo-Oper-Dir-Ensuit,9.021 BMO OPER DIR ENSUIT,Level-9,9.021,1,VAV,VAV0454,0,1
HQ,entity:HQ_9-022_Bmo-Exec-Assist,9.022 BMO EXEC ASSIST,Level-9,9.022,1,VAV,VAV0455,1,0
HQ,entity:HQ_9-023_Bmo-Execsecret,9.023 BMO EXECSECRET,Level-9,9.023,1,VAV,VAV0456,1,0
HQ,entity:HQ_9-024_Bmo-Execsecret,9.024 BMO EXECSECRET,Level-9,9.024,1,VAV,VAV0457,1,0
HQ,entity:HQ_9-025_Bmo-Execsecret,9.025 BMO EXECSECRET,Level-9,9.025,2,VAV,"VAV0458, VAV0459",2,0
HQ,entity:HQ_9-026_Bmo-Suppsecret,9.026 BMO SUPPSECRET,Level-9,9.026,1,VAV,VAV0460,1,0
HQ,entity:HQ_9-027_Bmo-Suppsecret,9.027 BMO SUPPSECRET,Level-9,9.027,1,VAV,VAV0461,1,0
HQ,entity:HQ_9-028_Bmo-Suppsecret,9.028 BMO SUPPSECRET,Level-9,9.028,1,VAV,VAV0462,1,0
HQ,entity:HQ_9-029_Bmo-Suppsecret,9.029 BMO SUPPSECRET,Level-9,9.029,1,VAV,VAV0463,1,0
HQ,entity:HQ_9-030_Bmo-Suppsecret,9.030 BMO SUPPSECRET,Level-9,9.030,1,VAV,VAV0464,1,0
HQ,entity:HQ_9-031_Bmo-Print-Copy,9.031 BMO PRINT COPY,Level-9,9.031,1,VAV,VAV0465,1,0
HQ,entity:HQ_9-032_Bmo-Storage,9.032 BMO STORAGE,Level-9,9.032,1,VAV,VAV0466,1,0
HQ,entity:HQ_9-033_Hr-Eduadvadvisor-Ensuit,9.033 HR EDUADVADVISOR ENSUIT,Level-9,9.033,1,VAV,VAV0467,1,0
HQ,entity:HQ_9-034_Hr-Eduadvadvisor-Ensuit,9.034 HR EDUADVADVISOR ENSUIT,Level-9,9.034,1,VAV,VAV0468,1,0
HQ,entity:HQ_9-035_Hr-Eduadvadvisor-Ensuit,9.035 HR EDUADVADVISOR ENSUIT,Level-9,9.035,1,VAV,VAV0469,1,0
HQ,entity:HQ_9-036_Bod-Executive,9.036 BOD EXECUTIVE,Level-9,9.036,1,VAV,VAV0470,0,1
HQ,entity:HQ_9-037_Bod-Secretary,9.037 BOD SECRETARY,Level-9,9.037,1,VAV,VAV0471,1,0
HQ,entity:HQ_9-038_Bod-Executive,9.038 BOD EXECUTIVE,Level-9,9.038,1,VAV,VAV0472,0,1
HQ,entity:HQ_9-039_Meeting-Room,9.039 MEETING ROOM,Level-9,9.039,1,VAV,VAV0475,1,0
HQ,entity:HQ_9-040_Bmo-Safe-Room,9.040 BMO SAFE ROOM,Level-9,9.040,1,VAV,VAV0476,1,0
HQ,entity:HQ_9-041_Bmo-Archive-Room,9.041 BMO ARCHIVE ROOM,Level-9,9.041,1,VAV,VAV0477,1,0
HQ,entity:HQ_9-104_Bmo-Waiting-Area,9.104 BMO WAITING AREA,Level-9,9.104,2,VAV,"VAV0490, VAV0491",1,1
HQ,entity:HQ_9-105_Lounge,9.105 LOUNGE,Level-9,9.105,1,VAV,VAV0489,0,1
HQ,entity:HQ_9-108_Support-Space-Prep-Kitchen,9.108 SUPPORT SPACE PREP KITCHEN,Level-9,9.108,1,VAV,VAV0496,1,0
HQ,entity:HQ_9-109_AHU-Room,9.109 AHU ROOM,Level-9,9.109,1,AHU,AHU9_0003,0,1
HQ,entity:HQ_9-110_Sheika-Wing-Dining-Area,9.110 SHEIKA WING DINING AREA,Level-9,9.110,4,VAV,"VAV0493, VAV0494, VAV0495, VAV0497",0,4
HQ,entity:HQ_9-111_Plant-Room,9.111 PLANT ROOM,Level-9,9.111,2,AHU,"AHU9_0001, AHU9_0002",0,2
HQ,entity:HQ_9-112_AV-Room-In-Visitor-Center,9.112 AV ROOM IN VISITOR CENTER,Level-9,9.112,1,FCU,FCU0132,0,1
HQ,entity:HQ_9-512_IDF-Room,9.512 IDF ROOM,Level-9,9.512,1,FCU,FCU0112,0,1
HQ,entity:HQ_9-531_IDF-Room,9.531 IDF ROOM,Level-9,9.531,1,FCU,FCU0110,0,1
HQ,entity:HQ_9-601_Hh-Wing-Corridor,9.601 HH WING CORRIDOR,Level-9,9.601,4,VAV,"VAV0473, VAV0474, VAV0478, VAV0492",0,4
HQ,entity:HQ_10-001_Sheikha-Wing-Storage,10.001 SHEIKHA WING STORAGE,Level-10,10.001,3,VAV,"VAV0530, VAV0531, VAV0532",0,3
HQ,entity:HQ_10-002A_Office-Space,10.002A OFFICE SPACE,Level-10,10.002A,1,VAV,VAV0551,1,0
HQ,entity:HQ_10-002B_Office-Space,10.002B OFFICE SPACE,Level-10,10.002B,1,VAV,VAV0601,1,0
HQ,entity:HQ_10-002C_Office-Space,10.002C OFFICE SPACE,Level-10,10.002C,1,VAV,VAV0550,1,0
HQ,entity:HQ_10-002D_Office-Space,10.002D OFFICE SPACE,Level-10,10.002D,1,VAV,VAV0549,1,0
HQ,entity:HQ_10-002E_Office-Space,10.002E OFFICE SPACE,Level-10,10.002E,1,VAV,VAV0548,1,0
HQ,entity:HQ_10-003_Board-Room-Waiting-Area,10.003 BOARD ROOM WAITING AREA,Level-10,10.003,2,VAV,"VAV0533, VAV0534",0,2
HQ,entity:HQ_10-004_Execdirarch-Coord,10.004 EXECDIRARCH COORD,Level-10,10.004,1,VAV,VAV0535,1,0
HQ,entity:HQ_10-005_Sheikha-Wing-Archive,10.005 SHEIKHA WING ARCHIVE,Level-10,10.005,1,VAV,VAV0498,1,0
HQ,entity:HQ_10-006_Exec-Dir-Arch-Coord,10.006 EXEC DIR ARCH COORD,Level-10,10.006,1,VAV,VAV0499,0,1
HQ,entity:HQ_10-007_Exec-Dir-Prot-Assis,10.007 EXEC DIR PROT ASSIS,Level-10,10.007,1,VAV,VAV0500,1,0
HQ,entity:HQ_10-008_Protocol-Dir-Sched-Officer,10.008 PROTOCOL DIR SCHED OFFICER,Level-10,10.008,1,VAV,VAV0501,1,0
HQ,entity:HQ_10-009_Protocol-Dir-Ceremoff,10.009 PROTOCOL DIR CEREMOFF,Level-10,10.009,1,VAV,VAV0502,1,0
HQ,entity:HQ_10-010_Protocol-Dir-Ceremoff,10.010 PROTOCOL DIR CEREMOFF,Level-10,10.010,1,VAV,VAV0503,1,0
