building,subject,rdfs:label_en,level,room ref,equipment count,equipment types,equipment tags,included,not included
HQ,entity:HQ_10-011_Protocol-Dir-Ceremoff,10.011 PROTOCOL DIR CEREMOFF,Level-10,10.011,1,VAV,VAV0504,1,0
HQ,entity:HQ_10-012_Protocol-Dir-Tr-And-Vis-Off,10.012 PROTOCOL DIR TR AND VIS OFF,Level-10,10.012,1,VAV,VAV0505,1,0
HQ,entity:HQ_10-013_Protocol-Dir-Tr-And-Vis-Off,10.013 PROTOCOL DIR TR AND VIS OFF,Level-10,10.013,1,VAV,VAV0506,1,0
HQ,entity:HQ_10-014_Print-Copy,10.014 PRINT COPY,Level-10,10.014,1,FCU,FCU0117,1,0
HQ,entity:HQ_10-015_Protocol-Dir-Sched-Officer,10.015 PROTOCOL DIR SCHED OFFICER,Level-10,10.015,1,VAV,VAV0507,1,0
HQ,entity:HQ_10-016_Planning-Dir-Planning-Analyst,10.016 PLANNING DIR PLANNING ANALYST,Level-10,10.016,1,VAV,VAV0508,1,0
HQ,entity:HQ_10-017_Planning-Dir-Strat-Planner,10.017 PLANNING DIR STRAT PLANNER,Level-10,10.017,1,VAV,VAV0509,1,0
HQ,entity:HQ_10-018_Planning-Dir-Ext-Coord,10.018 PLANNING DIR EXT COORD,Level-10,10.018,1,VAV,VAV0510,0,1
HQ,entity:HQ_10-019_Policy-Dirsenpolanalyst,10.019 POLICY DIRSENPOLANALYST,Level-10,10.019,1,VAV,VAV0511,1,0
HQ,entity:HQ_10-020_Policy-Dir-Sen-Research-Analyst,10.020 POLICY DIR SEN RESEARCH ANALYST,Level-10,10.020,1,VAV,VAV0512,1,0
HQ,entity:HQ_10-021_Policy-Dirresanalyst,10.021 POLICY DIRRESANALYST,Level-10,10.021,1,VAV,VAV0513,1,0
HQ,entity:HQ_10-022_Policy-Dirresanalyst,10.022 POLICY DIRRESANALYST,Level-10,10.022,1,VAV,VAV0514,1,0
HQ,entity:HQ_10-023_Shservdir-Hr-Officer,10.023 SHSERVDIR HR OFFICER,Level-10,10.023,1,VAV,VAV0515,1,0
HQ,entity:HQ_10-024_Shservdir-Hr-Assistant,10.024 SHSERVDIR HR ASSISTANT,Level-10,10.024,1,VAV,VAV0516,1,0
HQ,entity:HQ_10-025_Shservdir-Procur-Represent,10.025 SHSERVDIR PROCUR REPRESENT,Level-10,10.025,1,VAV,VAV0517,1,0
HQ,entity:HQ_10-026_Shservdir-Service-Coord,10.026 SHSERVDIR SERVICE COORD,Level-10,10.026,1,VAV,VAV0518,1,0
HQ,entity:HQ_10-027_Shservdirgenservsuperv,10.027 SHSERVDIRGENSERVSUPERV,Level-10,10.027,1,VAV,VAV0519,1,0
HQ,entity:HQ_10-028_Shservdir-Finance-Control,10.028 SHSERVDIR FINANCE CONTROL,Level-10,10.028,1,VAV,VAV0520,0,1
HQ,entity:HQ_10-029_Serv-Dir-Tr-And-Gu-Serv,10.029 SERV DIR TR AND GU SERV,Level-10,10.029,1,VAV,VAV0521,0,1
HQ,entity:HQ_10-031_Communicdircomm-Desigr,10.031 COMMUNICDIRCOMM DESIGR,Level-10,10.031,1,VAV,VAV0523,0,1
HQ,entity:HQ_10-032_Communicdirspeech-Editor,10.032 COMMUNICDIRSPEECH EDITOR,Level-10,10.032,1,VAV,VAV0524,0,1
HQ,entity:HQ_10-033_Communicdir-Translator,10.033 COMMUNICDIR TRANSLATOR,Level-10,10.033,1,VAV,VAV0525,0,1
HQ,entity:HQ_10-034_Communicdirpubcommcoord,10.034 COMMUNICDIRPUBCOMMCOORD,Level-10,10.034,1,VAV,VAV0526,0,1
HQ,entity:HQ_10-035_Shservdir-IT-Support-Officer,10.035 SHSERVDIR IT SUPPORT OFFICER,Level-10,10.035,1,VAV,VAV0527,1,0
HQ,entity:HQ_10-036_Sh-Serv-Dir-Accounut,10.036 SH SERV DIR ACCOUNUT,Level-10,10.036,1,VAV,VAV0528,0,1
HQ,entity:HQ_10-037_Shservdirsenaccountant,10.037 SHSERVDIRSENACCOUNTANT,Level-10,10.037,1,VAV,VAV0529,0,1
HQ,entity:HQ_10-038_Print-Copy,10.038 PRINT COPY,Level-10,10.038,1,FCU,FCU0116,1,0
HQ,entity:HQ_10-101_Consultant-Space,10.101 CONSULTANT SPACE,Level-10,10.101,2,VAV,"VAV0539, VAV0540",2,0
HQ,entity:HQ_10-102_Sheikha-Wing-Multi-Purpose-Room,10.102 SHEIKHA WING MULTI PURPOSE ROOM,Level-10,10.102,1,VAV,VAV0547,0,1
HQ,entity:HQ_10-106_Lounge,10.106 LOUNGE,Level-10,10.106,2,VAV,"VAV0536, VAV0537",0,2
HQ,entity:HQ_10-109_Board-Prep-Room,10.109 BOARD PREP ROOM,Level-10,10.109,1,VAV,VAV0538,0,1
HQ,entity:HQ_10-111_AV-Room,10.111 AV ROOM,Level-10,10.111,1,FCU,FCU0118,1,0
HQ,entity:HQ_10-112_Translator-Room,10.112 TRANSLATOR ROOM,Level-10,10.112,1,VAV,VAV0541,0,1
HQ,entity:HQ_10-512_IDF-Room,10.512 IDF ROOM,Level-10,10.512,1,FCU,FCU0115,0,1
HQ,entity:HQ_10-531_IDF-Room,10.531 IDF ROOM,Level-10,10.531,1,FCU,FCU0113,0,1
HQ,entity:HQ_10-601_Hh-Wing-Corridor,10.601 HH WING CORRIDOR,Level-10,10.601,6,VAV,"VAV0522, VAV0542, VAV0543, VAV0544, VAV0545, VAV0546",0,6
HQ,entity:HQ_11-001_Communicdir-Communication-Director,11.001 COMMUNICDIR COMMUNICATION DIRECTOR,Level-11,11.001,1,VAV,VAV0568,0,1
HQ,entity:HQ_11-002_Communicdir-Med-Rel-Officer,11.002 COMMUNICDIR MED REL OFFICER,Level-11,11.002,1,VAV,VAV0570,1,0
HQ,entity:HQ_11-003_Shservdir-Dir-Shared-Services,11.003 SHSERVDIR DIR SHARED SERVICES,Level-11,11.003,1,VAV,VAV0571,0,1
HQ,entity:HQ_11-004_Execdirector-Admassist,11.004 EXECDIRECTOR ADMASSIST,Level-11,11.004,1,VAV,VAV0573,1,0
HQ,entity:HQ_11-005_Protocol-Dirprotocol-Director,11.005 PROTOCOL DIRPROTOCOL DIRECTOR,Level-11,11.005,1,VAV,VAV0574,0,1
HQ,entity:HQ_11-006_Protocol-Dirgifts-Director,11.006 PROTOCOL DIRGIFTS DIRECTOR,Level-11,11.006,1,VAV,VAV0575,0,1
HQ,entity:HQ_11-007_Exec-Dir-Consultant,11.007 EXEC DIR CONSULTANT,Level-11,11.007,1,VAV,VAV0602,1,0
HQ,entity:HQ_11-008_Exec-Dir-Consultant,11.008 EXEC DIR CONSULTANT,Level-11,11.008,1,VAV,VAV0576,1,0
HQ,entity:HQ_11-009_Secretary,11.009 SECRETARY,Level-11,11.009,1,VAV,VAV0577,1,0
HQ,entity:HQ_11-010_Policy-Dir-Dir-Of-Pol-And-Res,11.010 POLICY DIR DIR OF POL AND RES,Level-11,11.010,1,VAV,VAV0578,0,1
HQ,entity:HQ_11-011_Secretary,11.011 SECRETARY,Level-11,11.011,1,VAV,VAV0579,1,0
HQ,entity:HQ_11-012_Planning-Dir-Dir-Planning,11.012 PLANNING DIR DIR PLANNING,Level-11,11.012,1,VAV,VAV0552,0,1
HQ,entity:HQ_11-013_Execdircorrf-Up,11.013 EXECDIRCORRF UP,Level-11,11.013,1,VAV,VAV0553,0,1
HQ,entity:HQ_11-014_Exec-Dir-Corr-Manager,11.014 EXEC DIR CORR MANAGER,Level-11,11.014,1,VAV,VAV0554,0,1
HQ,entity:HQ_11-015_Execdircorrf-Up,11.015 EXECDIRCORRF UP,Level-11,11.015,1,VAV,VAV0555,0,1
HQ,entity:HQ_11-016_Execdir-Legal-Assist,11.016 EXECDIR LEGAL ASSIST,Level-11,11.016,1,VAV,VAV0556,1,0
HQ,entity:HQ_11-017_Execdir-Legal-Advisor,11.017 EXECDIR LEGAL ADVISOR,Level-11,11.017,1,VAV,VAV0557,1,0
HQ,entity:HQ_11-018_Execdirexecassist,11.018 EXECDIREXECASSIST,Level-11,11.018,1,VAV,VAV0559,1,0
HQ,entity:HQ_11-019_Execdir-Dep-Exec-Director,11.019 EXECDIR DEP EXEC DIRECTOR,Level-11,11.019,1,VAV,VAV0560,0,1
HQ,entity:HQ_11-020_Execdirexecassist,11.020 EXECDIREXECASSIST,Level-11,11.020,1,VAV,VAV0561,0,1
HQ,entity:HQ_11-021_Execdir-Exec-Director,11.021 EXECDIR EXEC DIRECTOR,Level-11,11.021,1,VAV,VAV0562,0,1
HQ,entity:HQ_11-022_Sheikha-Wing-Waiting-Room,11.022 SHEIKHA WING WAITING ROOM,Level-11,11.022,2,VAV,"VAV0564, VAV0565",0,2
HQ,entity:HQ_11-023_Sheikha-Wing-Security-Room,11.023 SHEIKHA WING SECURITY ROOM,Level-11,11.023,1,VAV,VAV0567,0,1
HQ,entity:HQ_11-102_Hh-Wing-Business-Lounge,11.102 HH WING BUSINESS LOUNGE,Level-11,11.102,2,VAV,"VAV0605, VAV0606",0,2
HQ,entity:HQ_11-103_Sheikha-Wing-Business-Lounge,11.103 SHEIKHA WING BUSINESS LOUNGE,Level-11,11.103,2,VAV,"VAV0580, VAV0581",0,2
HQ,entity:HQ_11-106_MCC-Elec-Room,11.106 MCC ELEC ROOM,Level-11,11.106,1,FCU,FCU0123,1,0
HQ,entity:HQ_11-107_AV-IT,11.107 AV IT,Level-11,11.107,1,FCU,FCU0124,0,1
HQ,entity:HQ_11-108_Print-Copy-Room,11.108 PRINT COPY ROOM,Level-11,11.108,1,FCU,FCU0122,0,1
HQ,entity:HQ_11-110_Electric-Closet,11.110 ELECTRIC CLOSET,Level-11,11.110,1,FCU,FCU0121,1,0
HQ,entity:HQ_11-201_Sheikha-Wing-Lobby,11.201 SHEIKHA WING LOBBY,Level-11,11.201,2,VAV,"VAV0582, VAV0583",0,2
HQ,entity:HQ_11-203_Sheikha-Wing-Relax-Area,11.203 SHEIKHA WING RELAX AREA,Level-11,11.203,2,VAV,"VAV0588, VAV0589",0,2
HQ,entity:HQ_11-204_Sheikha-Wing-Meeting-Room,11.204 SHEIKHA WING MEETING ROOM,Level-11,11.204,2,VAV,"VAV0590, VAV0591",0,2
HQ,entity:HQ_11-208_Sheikha-Wing-Sheikha-Ensuit,11.208 SHEIKHA WING SHEIKHA ENSUIT,Level-11,11.208,4,VAV,"VAV0584, VAV0585, VAV0586, VAV0587",0,4
HQ,entity:HQ_11-512_IDF-Room,11.512 IDF ROOM,Level-11,11.512,1,FCU,FCU0125,0,1
HQ,entity:HQ_11-531_IDF-Room,11.531 IDF ROOM,Level-11,11.531,2,FCU,"FCU0119, FCU0120",0,2
HQ,entity:HQ_11-601_Sheika-Wing-Corridor-Ne,11.601 SHEIKA WING CORRIDOR NE,Level-11,11.601,2,VAV,"VAV0603, VAV0604",0,2
HQ,entity:HQ_12-002_MCC-Closet,12.002 MCC CLOSET,Level-12,12.002,2,FCU,"FCU0126, FCU0127",0,2
HQ,entity:HQ_12-003_MCC-Closet,12.003 MCC CLOSET,Level-12,12.003,2,FCU,"FCU0128, FCU0129",0,2
HQ,entity:HQ_12-004_MCC-Closet,12.004 MCC CLOSET,Level-12,12.004,1,FCU,FCU0130,0,1
HQ,entity:HQ_B1-001_AHU-4,B1.001 AHU 4,Level-B1,B1.001,3,AHU,"AHUB_0001, AHUB_0002, AHUB_0008",3,0
HQ,entity:HQ_B1-003_Control-Room,B1.003 CONTROL ROOM,Level-B1,B1.003,2,FCU,"FCU0002, FCU0005",0,2
HQ,entity:HQ_B1-006_AHU-1,B1.006 AHU 1,Level-B1,B1.006,2,AHU,"AHUB_0003, AHUB_0004",2,0
HQ,entity:HQ_B1-014_Support-Space-Dry-Waste-Storage,B1.014 SUPPORT SPACE DRY WASTE STORAGE,Level-B1,B1.014,1,FCU,FCU0009,1,0
HQ,entity:HQ_B1-015_Support-Space-Loading,B1.015 SUPPORT SPACE LOADING,Level-B1,B1.015,1,FCU,FCU0008,1,0
HQ,entity:HQ_B1-016_AHU-2,B1.016 AHU 2,Level-B1,B1.016,2,AHU,"AHUB_0005, AHUB_0006",2,0
HQ,entity:HQ_B1-019_AHU,B1.019 AHU,Level-B1,B1.019,3,AHU,"AHUB_0009, AHUB_0010, AHUB_0011",3,0
HQ,entity:HQ_B1-022_AHU-3,B1.022 AHU 3,Level-B1,B1.022,1,AHU,AHUB_0007,1,0
HQ,entity:HQ_B1-103_Staff-Lobby,B1.103 STAFF LOBBY,Level-B1,B1.103,3,VAV,"VAV0001, VAV0002, VAV0003",0,3
HQ,entity:HQ_B1-107_Dock-Master-Office,B1.107 DOCK MASTER OFFICE,Level-B1,B1.107,1,FCU,FCU0003,1,0
HQ,entity:HQ_B1-110_Male-Break-Room,B1.110 MALE BREAK ROOM,Level-B1,B1.110,1,VAV,VAV0004,1,0
HQ,entity:HQ_B1-116_Sheikha-Lobby,B1.116 SHEIKHA LOBBY,Level-B1,B1.116,4,"FCU, VAV","FCU0004, VAV0005, VAV0006, VAV0595",1,3
HQ,entity:HQ_B1-117_Chauffer-Room,B1.117 CHAUFFER ROOM,Level-B1,B1.117,1,FCU,FCU0011,1,0
HQ,entity:HQ_B1-122_Support-Space-Food-Storage,B1.122 SUPPORT SPACE FOOD STORAGE,Level-B1,B1.122,1,FCU,FCU0006,1,0
HQ,entity:HQ_B1-123_Support-Space-Food-Storage,B1.123 SUPPORT SPACE FOOD STORAGE,Level-B1,B1.123,1,FCU,FCU0007,1,0
HQ,entity:HQ_B1-124_Waste-Bin-Wash-Up,B1.124 WASTE BIN WASH UP,Level-B1,B1.124,1,FCU,FCU0010,1,0
HQ,entity:HQ_B1-512_IDF-Room,B1.512 IDF ROOM,Level-B1,B1.512,2,FCU,"FCU0001, FCU0097",0,2
HQ,entity:HQ_G-001_Pr-And-Market-Staff,G.001 PR AND MARKET STAFF,Level-G,G.001,1,VAV,VAV0031,1,0
HQ,entity:HQ_G-002_Pr-And-Market-Manager,G.002 PR AND MARKET MANAGER,Level-G,G.002,1,VAV,VAV0029,0,1
HQ,entity:HQ_G-003_Pr-And-Market-Manager,G.003 PR AND MARKET MANAGER,Level-G,G.003,1,VAV,VAV0028,0,1
HQ,entity:HQ_G-004_Pr-And-Market-Manager,G.004 PR AND MARKET MANAGER,Level-G,G.004,1,VAV,VAV0027,0,1
HQ,entity:HQ_G-005_Control-Center,G.005 CONTROL CENTER,Level-G,G.005,1,FCU,FCU0017,0,1
HQ,entity:HQ_G-008_Control-Room,G.008 CONTROL ROOM,Level-G,G.008,1,VAV,VAV0007,0,1
HQ,entity:HQ_G-009_Pr-And-Market-Manager,G.009 PR AND MARKET MANAGER,Level-G,G.009,1,VAV,VAV0008,0,1
HQ,entity:HQ_G-010_Pr-And-Market-Staff,G.010 PR AND MARKET STAFF,Level-G,G.010,1,VAV,VAV0009,1,0
HQ,entity:HQ_G-011_Pr-And-Market-Manager,G.011 PR AND MARKET MANAGER,Level-G,G.011,1,VAV,VAV0011,1,0
HQ,entity:HQ_G-012_Pr-And-Market-Staff,G.012 PR AND MARKET STAFF,Level-G,G.012,1,VAV,VAV0012,1,0
HQ,entity:HQ_G-013_Pr-And-Market-Staff,G.013 PR AND MARKET STAFF,Level-G,G.013,1,VAV,VAV0607,1,0
HQ,entity:HQ_G-014_Visitor-Cent-Office,G.014 VISITOR CENT OFFICE,Level-G,G.014,1,VAV,VAV0013,0,1
HQ,entity:HQ_G-015_Pr-And-Market-Staff,G.015 PR AND MARKET STAFF,Level-G,G.015,1,VAV,VAV0014,1,0
HQ,entity:HQ_G-017_Copy-Print,G.017 COPY PRINT,Level-G,G.017,1,FCU,FCU0016,1,0
HQ,entity:HQ_G-018_Pr-And-Market-Staff,G.018 PR AND MARKET STAFF,Level-G,G.018,1,VAV,VAV0015,1,0
HQ,entity:HQ_G-019_Pr-And-Market-Staff,G.019 PR AND MARKET STAFF,Level-G,G.019,1,VAV,VAV0016,1,0
HQ,entity:HQ_G-020_Pr-And-Market-Staff,G.020 PR AND MARKET STAFF,Level-G,G.020,1,VAV,VAV0017,1,0
HQ,entity:HQ_G-021_Pr-And-Market-Staff,G.021 PR AND MARKET STAFF,Level-G,G.021,1,VAV,VAV0018,1,0
HQ,entity:HQ_G-022_Pr-And-Market-Secretary,G.022 PR AND MARKET SECRETARY,Level-G,G.022,1,VAV,VAV0019,1,0
HQ,entity:HQ_G-023_Pr-And-Market-Staff,G.023 PR AND MARKET STAFF,Level-G,G.023,1,VAV,VAV0020,1,0
HQ,entity:HQ_G-025_Vip-Lounge,G.025 VIP LOUNGE,Level-G,G.025,1,VAV,VAV0044,0,1
HQ,entity:HQ_G-026_Finance-Cashier,G.026 FINANCE CASHIER,Level-G,G.026,1,VAV,VAV0043,1,0
HQ,entity:HQ_G-028_Pr-And-Market-Director-Ensuit,G.028 PR AND MARKET DIRECTOR ENSUIT,Level-G,G.028,1,VAV,VAV0042,0,1
HQ,entity:HQ_G-029_Pr-And-Market-Staff,G.029 PR AND MARKET STAFF,Level-G,G.029,2,VAV,"VAV0040, VAV0041",2,0
HQ,entity:HQ_G-030_Pr-And-Market-Staff,G.030 PR AND MARKET STAFF,Level-G,G.030,1,VAV,VAV0039,1,0
HQ,entity:HQ_G-031_Pr-And-Market-Staff,G.031 PR AND MARKET STAFF,Level-G,G.031,1,FCU,FCU0015,0,1
HQ,entity:HQ_G-032_Pr-And-Market-Staff,G.032 PR AND MARKET STAFF,Level-G,G.032,1,VAV,VAV0038,1,0
HQ,entity:HQ_G-033_Pr-And-Market-Staff,G.033 PR AND MARKET STAFF,Level-G,G.033,1,VAV,VAV0037,1,0
HQ,entity:HQ_G-034_Pr-And-Market-Staff,G.034 PR AND MARKET STAFF,Level-G,G.034,1,VAV,VAV0036,1,0
HQ,entity:HQ_G-035_Pr-And-Market-Staff,G.035 PR AND MARKET STAFF,Level-G,G.035,1,VAV,VAV0035,1,0
HQ,entity:HQ_G-036_Pr-And-Market-Staff,G.036 PR AND MARKET STAFF,Level-G,G.036,1,VAV,VAV0034,1,0
HQ,entity:HQ_G-037_Pr-And-Market-Staff,G.037 PR AND MARKET STAFF,Level-G,G.037,1,VAV,VAV0033,1,0
HQ,entity:HQ_G-038_Pr-And-Market-Staff,G.038 PR AND MARKET STAFF,Level-G,G.038,1,VAV,VAV0032,1,0
HQ,entity:HQ_G-101_Conference-Room,G.101 CONFERENCE ROOM,Level-G,G.101,4,VAV,"VAV0048, VAV0049, VAV0050, VAV0051",4,0
HQ,entity:HQ_G-103_BMS,G.103 BMS,Level-G,G.103,1,VAV,VAV0026,0,1
HQ,entity:HQ_G-104_Lobby,G.104 LOBBY,Level-G,G.104,7,VAV,"VAV0024, VAV0025, VAV0090, VAV0103, VAV0104, VAV0105, VAV0106",1,6
HQ,entity:HQ_G-105_Shop,G.105 SHOP,Level-G,G.105,1,VAV,VAV0023,1,0
HQ,entity:HQ_G-107_E-Tower-Lobby,G.107 E TOWER LOBBY,Level-G,G.107,1,VAV,VAV0045,0,1
HQ,entity:HQ_G-108_Consultant-Space-Trainees,G.108 CONSULTANT SPACE TRAINEES,Level-G,G.108,2,VAV,"VAV0052, VAV0053",2,0
HQ,entity:HQ_G-400_Corridor-South-West-Sw,G.400 CORRIDOR SOUTH WEST SW,Level-G,G.400,1,VAV,VAV0030,0,1
HQ,entity:HQ_G-405_Toilet,G.405 TOILET,Level-G,G.405,1,VAV,VAV0608,0,1
HQ,entity:HQ_G-511_Vestibule,G.511 VESTIBULE,Level-G,G.511,1,FCU,FCU0018,0,1
HQ,entity:HQ_G-512_IDF-Room,G.512 IDF ROOM,Level-G,G.512,2,FCU,"FCU0014, FCU0111",0,2
HQ,entity:HQ_G-531_IDF-Room,G.531 IDF ROOM,Level-G,G.531,2,FCU,"FCU0012, FCU0013",0,2
HQ,entity:HQ_G-601_Corridor,G.601 CORRIDOR,Level-G,G.601,2,VAV,"VAV0021, VAV0022",0,2
HQ,entity:HQ_G-602_Corridor-South-East,G.602 CORRIDOR SOUTH EAST,Level-G,G.602,1,VAV,VAV0046,0,1
HQ,entity:HQ_G-603_Corridor-South-East,G.603 CORRIDOR SOUTH EAST,Level-G,G.603,1,VAV,VAV0047,0,1
HQ,entity:HQ_RF-001_Roof,RF.001 ROOF,Level-RF,RF.001,9,AHU,"AHU12_0001, AHU12_0002, AHU12_0003, AHU12_0004, AHU12_0006, AHU12_0007, AHU12_0008, AHU12_0009, AHU12_0010",2,7
HQ,entity:HQ_RF-002_Roof-Plant-Walkway,RF.002 ROOF PLANT WALKWAY,Level-RF,RF.002,1,FCU,FCU0131,0,1
