point,point_class,proposed_hasTimeseriesId,hasEntityId_TO_CONFIRM,meters
entity:QNL_L1-BR5_Bridge-Ceiling-Void_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-BR5_Bridge-Ceiling-Void
entity:QNL_L1-BR5_Bridge-Ceiling-Void_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-BR5_Bridge-Ceiling-Void
entity:QNL_L1-BR6_Bridge-Ceiling-Void_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-BR6_Bridge-Ceiling-Void
entity:QNL_L1-BR6_Bridge-Ceiling-Void_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-BR6_Bridge-Ceiling-Void
entity:QNL_L1-E1_Elec-Shaft_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-E1_Elec-Shaft
entity:QNL_L1-E1_Elec-Shaft_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-E1_Elec-Shaft
entity:QNL_L1-E2_Elec-Shaft_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-E2_Elec-Shaft
entity:QNL_L1-E2_Elec-Shaft_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-E2_Elec-Shaft
entity:QNL_L1-L-1_L-1_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-L-1_L-1
entity:QNL_L1-L-1_L-1_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-L-1_L-1
entity:QNL_L1-L-2_L-2_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-L-2_L-2
entity:QNL_L1-L-2_L-2_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-L-2_L-2
entity:QNL_L1-L-3_L-3_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-L-3_L-3
entity:QNL_L1-L-3_L-3_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-L-3_L-3
entity:QNL_L1-L-4_L-4_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-L-4_L-4
entity:QNL_L1-L-4_L-4_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-L-4_L-4
entity:QNL_L1-L-5_L-5_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-L-5_L-5
entity:QNL_L1-L-5_L-5_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-L-5_L-5
entity:QNL_L1-RP-10_Rp-10_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-RP-10_Rp-10
entity:QNL_L1-RP-10_Rp-10_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-RP-10_Rp-10
entity:QNL_L1-ST-01_ST-01_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-ST-01_ST-01
entity:QNL_L1-ST-01_ST-01_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-ST-01_ST-01
entity:QNL_L1-ST-02_ST-02_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-ST-02_ST-02
entity:QNL_L1-ST-02_ST-02_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-ST-02_ST-02
entity:QNL_L1-ST-03_ST-03_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-ST-03_ST-03
entity:QNL_L1-ST-03_ST-03_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-ST-03_ST-03
entity:QNL_L1-ST-10_ST-10_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L1-ST-10_ST-10
entity:QNL_L1-ST-10_ST-10_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L1-ST-10_ST-10
entity:QNL_L2-006_Storage_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-006_Storage
entity:QNL_L2-006_Storage_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-006_Storage
entity:QNL_L2-007_Rest-Room-Men_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-007_Rest-Room-Men
entity:QNL_L2-007_Rest-Room-Men_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-007_Rest-Room-Men
entity:QNL_L2-008_Rest-Room-Women_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-008_Rest-Room-Women
entity:QNL_L2-008_Rest-Room-Women_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-008_Rest-Room-Women
entity:QNL_L2-009_KDF-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-009_KDF-Room
entity:QNL_L2-009_KDF-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-009_KDF-Room
entity:QNL_L2-010_Breakout-Space_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-010_Breakout-Space
entity:QNL_L2-010_Breakout-Space_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-010_Breakout-Space
entity:QNL_L2-011_Circulation-Office_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-011_Circulation-Office
entity:QNL_L2-011_Circulation-Office_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-011_Circulation-Office
entity:QNL_L2-012_Office-Spec-Col_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-012_Office-Spec-Col
entity:QNL_L2-012_Office-Spec-Col_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-012_Office-Spec-Col
entity:QNL_L2-013_Office-Spec-Col_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-013_Office-Spec-Col
entity:QNL_L2-013_Office-Spec-Col_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-013_Office-Spec-Col
entity:QNL_L2-014_Transl-Spc-Edi-Publications-Spc_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-014_Transl-Spc-Edi-Publications-Spc
entity:QNL_L2-014_Transl-Spc-Edi-Publications-Spc_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-014_Transl-Spc-Edi-Publications-Spc
entity:QNL_L2-015_40-Group-Study-Room-5_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-015_40-Group-Study-Room-5
entity:QNL_L2-015_40-Group-Study-Room-5_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-015_40-Group-Study-Room-5
entity:QNL_L2-016_40-Group-Study-Room-6_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-016_40-Group-Study-Room-6
entity:QNL_L2-016_40-Group-Study-Room-6_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-016_40-Group-Study-Room-6
entity:QNL_L2-017_40-Group-Study-Room-7_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-017_40-Group-Study-Room-7
entity:QNL_L2-017_40-Group-Study-Room-7_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-017_40-Group-Study-Room-7
entity:QNL_L2-018_Group-Study-Room-8_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-018_Group-Study-Room-8
entity:QNL_L2-018_Group-Study-Room-8_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-018_Group-Study-Room-8
entity:QNL_L2-021_Libr-Com-Reo-Events-Spc_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-021_Libr-Com-Reo-Events-Spc
entity:QNL_L2-021_Libr-Com-Reo-Events-Spc_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-021_Libr-Com-Reo-Events-Spc
entity:QNL_L2-022_Academic-Pers-Librarian_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-022_Academic-Pers-Librarian
entity:QNL_L2-022_Academic-Pers-Librarian_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-022_Academic-Pers-Librarian
entity:QNL_L2-023_Ad-Admin-Planning_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-023_Ad-Admin-Planning
entity:QNL_L2-023_Ad-Admin-Planning_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-023_Ad-Admin-Planning
entity:QNL_L2-024_Office-Coord_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-024_Office-Coord
entity:QNL_L2-024_Office-Coord_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-024_Office-Coord
entity:QNL_L2-025_Open-Office_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-025_Open-Office
entity:QNL_L2-025_Open-Office_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-025_Open-Office
entity:QNL_L2-041_Pantry_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-041_Pantry
entity:QNL_L2-041_Pantry_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-041_Pantry
entity:QNL_L2-042_Rest-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-042_Rest-Room
entity:QNL_L2-042_Rest-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-042_Rest-Room
entity:QNL_L2-043_Service-Lounge_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-043_Service-Lounge
entity:QNL_L2-043_Service-Lounge_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-043_Service-Lounge
entity:QNL_L2-044_Lib-Directors-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-044_Lib-Directors-Room
entity:QNL_L2-044_Lib-Directors-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-044_Lib-Directors-Room
entity:QNL_L2-046_VIP-Meeting_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-046_VIP-Meeting
entity:QNL_L2-046_VIP-Meeting_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-046_VIP-Meeting
entity:QNL_L2-047_Rest-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-047_Rest-Room
entity:QNL_L2-047_Rest-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-047_Rest-Room
entity:QNL_L2-048_VIP-Waiting_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-048_VIP-Waiting
entity:QNL_L2-048_VIP-Waiting_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-048_VIP-Waiting
entity:QNL_L2-049_Rest-Room-Men_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-049_Rest-Room-Men
entity:QNL_L2-049_Rest-Room-Men_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-049_Rest-Room-Men
entity:QNL_L2-050_Rest-Room-Women_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-050_Rest-Room-Women
entity:QNL_L2-050_Rest-Room-Women_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-050_Rest-Room-Women
entity:QNL_L2-051_VIP-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-051_VIP-Room
entity:QNL_L2-051_VIP-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-051_VIP-Room
entity:QNL_L2-070_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-070_Indivi-Study-Room
entity:QNL_L2-070_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-070_Indivi-Study-Room
entity:QNL_L2-071_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-071_Indivi-Study-Room
entity:QNL_L2-071_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-071_Indivi-Study-Room
entity:QNL_L2-072_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-072_Indivi-Study-Room
entity:QNL_L2-072_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-072_Indivi-Study-Room
entity:QNL_L2-073_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-073_Indivi-Study-Room
entity:QNL_L2-073_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-073_Indivi-Study-Room
entity:QNL_L2-074_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-074_Indivi-Study-Room
entity:QNL_L2-074_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-074_Indivi-Study-Room
entity:QNL_L2-075_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-075_Indivi-Study-Room
entity:QNL_L2-075_Indivi-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-075_Indivi-Study-Room
entity:QNL_L2-076_Group-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-076_Group-Study-Room
entity:QNL_L2-076_Group-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-076_Group-Study-Room
entity:QNL_L2-077_Group-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-077_Group-Study-Room
entity:QNL_L2-077_Group-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-077_Group-Study-Room
entity:QNL_L2-079_Rest-Room-Men_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-079_Rest-Room-Men
entity:QNL_L2-079_Rest-Room-Men_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-079_Rest-Room-Men
entity:QNL_L2-081_Group-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-081_Group-Study-Room
entity:QNL_L2-081_Group-Study-Room_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-081_Group-Study-Room
entity:QNL_L2-085_Rest-Room-Women_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-085_Rest-Room-Women
entity:QNL_L2-085_Rest-Room-Women_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-085_Rest-Room-Women
entity:QNL_L2-087_Auditorium-High-Level-In-Ceiling-Void_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-087_Auditorium-High-Level-In-Ceiling-Void
entity:QNL_L2-087_Auditorium-High-Level-In-Ceiling-Void_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-087_Auditorium-High-Level-In-Ceiling-Void
entity:QNL_L2-088_Bridge-Raised-Floor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-088_Bridge-Raised-Floor
entity:QNL_L2-088_Bridge-Raised-Floor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-088_Bridge-Raised-Floor
entity:QNL_L2-992_Gulf-Material_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-992_Gulf-Material
entity:QNL_L2-992_Gulf-Material_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-992_Gulf-Material
entity:QNL_L2-993_Corridor_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-993_Corridor
entity:QNL_L2-993_Corridor_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-993_Corridor
entity:QNL_L2-L-1_1-L-1_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-L-1_1-L-1
entity:QNL_L2-L-1_1-L-1_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-L-1_1-L-1
entity:QNL_L2-L-1_2-L-2_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-L-1_2-L-2
entity:QNL_L2-L-1_2-L-2_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-L-1_2-L-2
entity:QNL_L2-L-3_L-3_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-L-3_L-3
entity:QNL_L2-L-3_L-3_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-L-3_L-3
entity:QNL_L2-L-4_L-4_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-L-4_L-4
entity:QNL_L2-L-4_L-4_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-L-4_L-4
entity:QNL_L2-ST-01_ST-01_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-ST-01_ST-01
entity:QNL_L2-ST-01_ST-01_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-ST-01_ST-01
entity:QNL_L2-ST-02_ST-02_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_L2-ST-02_ST-02
entity:QNL_L2-ST-02_ST-02_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_L2-ST-02_ST-02
entity:QNL_P-002_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_P-002_Plant-Zone
entity:QNL_P-002_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_P-002_Plant-Zone
entity:QNL_P-004_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_P-004_Plant-Zone
entity:QNL_P-004_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_P-004_Plant-Zone
entity:QNL_P-006_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_P-006_Plant-Zone
entity:QNL_P-006_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_P-006_Plant-Zone
entity:QNL_P-007_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_P-007_Plant-Zone
entity:QNL_P-007_Plant-Zone_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_P-007_Plant-Zone
entity:QNL_T1-020_Open-Lounge-Terrace_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_T1-020_Open-Lounge-Terrace
entity:QNL_T1-020_Open-Lounge-Terrace_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_T1-020_Open-Lounge-Terrace
entity:QNL_T1-021_Open-Study-Terrace_HVAC-Util-Electrical-Virtual-Meter-Consumption,brick:Electrical_Energy_Usage_Sensor,HVAC_KWH_CALC,,entity:QNL_T1-021_Open-Study-Terrace
entity:QNL_T1-021_Open-Study-Terrace_HVAC-Util-Electrical-Virtual-Meter-Demand,brick:Electric_Power_Sensor,HVAC_KW_CALC,,entity:QNL_T1-021_Open-Study-Terrace
