subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val
entity:QNL_CAV_1F_S15_017,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_015,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S15_017,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_L1_150_RESTAURANT,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S15_017,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_1F_S15_017,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_006,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_044_BOH_KITCHEN,rec:Room,rdfs:label_en,QNL CAV B S14 006,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_006,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_006,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_006,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_044_BOH_KITCHEN,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_006,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S14_006,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_007,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_044_BOH_KITCHEN,rec:Room,rdfs:label_en,QNL CAV B S14 007,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_007,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_007,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_007,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_044_BOH_KITCHEN,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_007,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S14_007,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_001,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_023_CORRIDOR,rec:Room,rdfs:label_en,QNL CAV 1F S11 001,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_001,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_001,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_001,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_L1_023_CORRIDOR,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_001,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_1F_S11_001,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_002,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_023_CORRIDOR,rec:Room,rdfs:label_en,QNL CAV 1F S11 002,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_002,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_002,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_002,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_L1_023_CORRIDOR,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_002,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_1F_S11_002,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_007,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_023_CORRIDOR,rec:Room,rdfs:label_en,QNL CAV 1F S11 007,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_007,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_007,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_007,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_L1_023_CORRIDOR,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_1F_S11_007,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_1F_S11_007,,,,,,,,,,,,,,
entity:QNL_CAV_B_S12_001,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_061_CORRIDOR,rec:Room,rdfs:label_en,QNL CAV B S12 001,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S12_001,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S12_001,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S12_001,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_061_CORRIDOR,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S12_001,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S12_001,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_001,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_064_CORRIDOR_2,rec:Room,rdfs:label_en,QNL CAV B S13 001,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_001,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_001,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_001,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_064_CORRIDOR_2,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_001,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_001,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_002,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_064_CORRIDOR_2,rec:Room,rdfs:label_en,QNL CAV B S13 002,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_002,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_002,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_002,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_064_CORRIDOR_2,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_002,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_002,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_003,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_064_CORRIDOR_2,rec:Room,rdfs:label_en,QNL CAV B S13 003,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_003,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_003,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_003,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_064_CORRIDOR_2,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_003,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_003,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_004,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_064_CORRIDOR_2,rec:Room,rdfs:label_en,QNL CAV B S13 004,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_004,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_004,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_004,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_064_CORRIDOR_2,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_004,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_004,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_005,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_064_CORRIDOR_2,rec:Room,rdfs:label_en,QNL CAV B S13 005,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_005,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_005,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_005,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_064_CORRIDOR_2,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_005,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_005,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_006,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_035_CORRIDOR_4,rec:Room,rdfs:label_en,QNL CAV B S13 006,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_006,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_006,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_006,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_035_CORRIDOR_4,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_006,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_006,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_007,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_035_CORRIDOR_4,rec:Room,rdfs:label_en,QNL CAV B S13 007,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_007,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_007,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_007,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_035_CORRIDOR_4,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_007,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_007,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_008,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_035_CORRIDOR_4,rec:Room,rdfs:label_en,QNL CAV B S13 008,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_008,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_008,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_008,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_035_CORRIDOR_4,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_008,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_008,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_050,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_104A_PLANT_ROOM,rec:Room,rdfs:label_en,QNL CAV B S13 050,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_050,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_050,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_050,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_104A_PLANT_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S13_050,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S13_050,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_002,brick:Constant_Air_Volume_Box,rec:locatedIn,entity:QNL_B_052_CORRIDOR_3,rec:Room,rdfs:label_en,QNL CAV B S14 002,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_002,brick:Constant_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_002,brick:Constant_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_002,brick:Constant_Air_Volume_Box,rec:feeds,entity:QNL_B_052_CORRIDOR_3,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_CAV_B_S14_002,brick:Constant_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_CAV_B_S14_002,,,,,,,,,,,,,,
entity:QNL_FCU_B_003,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_062_IDF_CORRIDOR,rec:Room,rdfs:label_en,QNL FCU B 003,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_003,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_003,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_003,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_062_IDF_CORRIDOR,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_003,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_003,,,,,,,,,,,,,,
entity:QNL_FCU_B_011,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_063_PLANT_ROOM_01,rec:Room,rdfs:label_en,QNL FCU B 011,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_011,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_011,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_011,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_063_PLANT_ROOM_01,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_011,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_011,,,,,,,,,,,,,,
entity:QNL_FCU_B_012,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_063_PLANT_ROOM_01,rec:Room,rdfs:label_en,QNL FCU B 012,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_012,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_012,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_012,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_063_PLANT_ROOM_01,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_012,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_012,,,,,,,,,,,,,,
entity:QNL_FCU_B_013,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_070_PLANT_ROOM_02,rec:Room,rdfs:label_en,QNL FCU B 013,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_013,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_013,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_013,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_070_PLANT_ROOM_02,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_013,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_013,,,,,,,,,,,,,,
entity:QNL_FCU_B_014,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_070_PLANT_ROOM_02,rec:Room,rdfs:label_en,QNL FCU B 014,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_014,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_014,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_014,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_070_PLANT_ROOM_02,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_014,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_014,,,,,,,,,,,,,,
entity:QNL_FCU_B_006,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_071_FIRE_COMMAND_ROOM,rec:Room,rdfs:label_en,QNL FCU B 006,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_006,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_006,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_006,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_071_FIRE_COMMAND_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_006,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_006,,,,,,,,,,,,,,
entity:QNL_FCU_B_007,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_072_SPRIMKLERS_PUMPS_&_ZONES_VALVES,rec:Room,rdfs:label_en,QNL FCU B 007,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_007,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_007,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_007,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_072_SPRIMKLERS_PUMPS_&_ZONES_VALVES,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_007,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_007,,,,,,,,,,,,,,
entity:QNL_FCU_B_002,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_085_FUMIGATION_ROOM,rec:Room,rdfs:label_en,QNL FCU B 002,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_002,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_002,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_002,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_085_FUMIGATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_002,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_002,,,,,,,,,,,,,,
entity:QNL_FCU_B_008,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_087_GAS_SUPPRESSION_ROOM,rec:Room,rdfs:label_en,QNL FCU B 008,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_008,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_008,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_008,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_087_GAS_SUPPRESSION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_008,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_008,,,,,,,,,,,,,,
entity:QNL_FCU_B_009,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_088_PEOPLE_MOVER_PLANT,rec:Room,rdfs:label_en,QNL FCU B 009,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_009,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_009,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_009,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_088_PEOPLE_MOVER_PLANT,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_009,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_009,,,,,,,,,,,,,,
entity:QNL_FCU_B_015,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_110_PLANT_ROOM_03,rec:Room,rdfs:label_en,QNL FCU B 015,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_015,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_015,brick:Fan_Coil_Unit,rec:isFedBy,entity:QNL_CHWS-MAIN-LOOP,para:Chilled_Water_Loop_Network,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_015,brick:Fan_Coil_Unit,rec:feeds,entity:QNL_B_110_PLANT_ROOM_03,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_015,brick:Fan_Coil_Unit,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_FCU_B_015,,,,,,,,,,,,,,
entity:QNL_FCU_B_016,brick:Fan_Coil_Unit,rec:locatedIn,entity:QNL_B_110_PLANT_ROOM_03,rec:Room,rdfs:label_en,QNL FCU B 016,,,,,,,,,,,,,,,,,,,,
entity:QNL_FCU_B_016,brick:Fan_Coil_Unit,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
