subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val
entity:QNL_VAV_B_S11_045,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_045,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_045,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_008_RECEIVING_AREA,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_045,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_045,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_046,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_008_RECEIVING_AREA,rec:Room,rdfs:label_en,QNL VAV B S11 046,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_046,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_046,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_046,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_008_RECEIVING_AREA,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_046,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_046,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_021,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_009_RECEPTION_&_LOUNGE,rec:Room,rdfs:label_en,QNL VAV B S11 021,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_021,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_021,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_021,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_009_RECEPTION_&_LOUNGE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_021,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_021,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_022,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_009_RECEPTION_&_LOUNGE,rec:Room,rdfs:label_en,QNL VAV B S11 022,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_022,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_022,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_022,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_009_RECEPTION_&_LOUNGE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_022,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_022,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_023,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_009_RECEPTION_&_LOUNGE,rec:Room,rdfs:label_en,QNL VAV B S11 023,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_023,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_023,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_023,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_009_RECEPTION_&_LOUNGE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_023,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_023,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_034,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_020_ENGINEERING,rec:Room,rdfs:label_en,QNL VAV B S11 034,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_034,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_034,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_034,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_020_ENGINEERING,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_034,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_034,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_035,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_021_ARABIC_STUDIES,rec:Room,rdfs:label_en,QNL VAV B S11 035,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_035,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_035,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_035,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_021_ARABIC_STUDIES,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_035,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_035,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_036,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_022_LICENSING_EXPERT,rec:Room,rdfs:label_en,QNL VAV B S11 036,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_036,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_036,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_036,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_022_LICENSING_EXPERT,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_036,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_036,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_037,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_023_ARTS_&_HUMANITIES,rec:Room,rdfs:label_en,QNL VAV B S11 037,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_037,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_037,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_037,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_023_ARTS_&_HUMANITIES,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_037,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_037,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_032,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_024_AD_COLLECTIONS,rec:Room,rdfs:label_en,QNL VAV B S11 032,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_032,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_032,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_032,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_024_AD_COLLECTIONS,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_032,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_032,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_033,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_024_AD_COLLECTIONS,rec:Room,rdfs:label_en,QNL VAV B S11 033,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_033,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_033,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_033,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_024_AD_COLLECTIONS,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_033,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_033,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_040,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_025_SOCIAL_SCIENCES,rec:Room,rdfs:label_en,QNL VAV B S11 040,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_040,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_040,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_040,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_025_SOCIAL_SCIENCES,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_040,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_040,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_039,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_026_BUSINESS_&_COMPUTING,rec:Room,rdfs:label_en,QNL VAV B S11 039,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_039,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_039,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_039,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_026_BUSINESS_&_COMPUTING,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_039,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_039,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_038,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_027_PROCUREMENT_SPC_PROCUREMENT_OFCR,rec:Room,rdfs:label_en,QNL VAV B S11 038,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_038,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_038,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_038,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_027_PROCUREMENT_SPC_PROCUREMENT_OFCR,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_038,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_038,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_025,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_028_STORAGE,rec:Room,rdfs:label_en,QNL VAV B S11 025,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_025,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_025,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_025,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_028_STORAGE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_025,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_025,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_041,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_029_LITERATURE_&_ANGUAGE,rec:Room,rdfs:label_en,QNL VAV B S11 041,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_041,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_041,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_041,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_029_LITERATURE_&_ANGUAGE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_041,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_041,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_042,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_030_SNR_P_COORDINATOR_&_P_COORDINATOR,rec:Room,rdfs:label_en,QNL VAV B S11 042,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_042,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_042,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_011,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_042,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_030_SNR_P_COORDINATOR_&_P_COORDINATOR,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S11_042,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S11_042,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_001,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_034_MEETING_ROOM,rec:Room,rdfs:label_en,QNL VAV B S13 001,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_001,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_001,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_001,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_034_MEETING_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_001,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S13_001,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_002,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_034_MEETING_ROOM,rec:Room,rdfs:label_en,QNL VAV B S13 002,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_002,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_002,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_002,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_034_MEETING_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S13_002,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S13_002,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_001,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_040_OFFICE,rec:Room,rdfs:label_en,QNL VAV B S14 001,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_001,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_001,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_001,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_040_OFFICE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_001,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_001,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_004,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 004,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_004,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_004,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_004,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_004,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_004,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_005,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 005,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_005,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_005,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_005,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_005,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_005,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_006,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 006,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_006,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_006,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_006,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_006,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_006,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_009,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 009,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_009,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_009,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_009,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_009,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_009,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_010,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 010,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_010,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_010,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_010,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_010,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_010,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_011,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 011,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_011,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_011,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_011,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_011,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_011,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_012,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 012,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_012,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_012,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_012,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_012,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_B_S14_012,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_015,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_B_041_DIGITIZATION_ROOM,rec:Room,rdfs:label_en,QNL VAV B S14 015,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_015,brick:Variable_Air_Volume_Box,brick:isPartOf,entity:HVAC,brick:HVAC_System,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_B_S14_015,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHU_B_014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
