old_identifier,new_identifier,kind
entity:QNL_AHU_B_006_SupFan_FTST,entity:QNL_AHU-B-006_Supply-Fan-Fail-To-Start-Alarm,point
entity:QNL_AHU_B_006_SupFan_SpeedFbk,entity:QNL_AHU-B-006_Supply-Fan-Speed-Feedback,point
entity:QNL_AHU_B_006_SupFan_TripAlm,entity:QNL_AHU-B-006_Supply-Fan-Trip-Alarm,point
entity:QNL_AHU_B_006_SupFan_kW,entity:QNL_AHU-B-006_Supply-Fan-Electric-Power,point
entity:QNL_AHU_B_006_SupFan_kWH,entity:QNL_AHU-B-006_Supply-Fan-Electrical-Energy,point
entity:QNL_AHU_B_007,entity:QNL_AHU-B-007,equipment
entity:QNL_AHU_B_007_AvgSpcHumd_PV,entity:QNL_AHU-B-007_Average-Space-Humidity,point
entity:QNL_AHU_B_007_AvgSpcTemp_PV,entity:QNL_AHU-B-007_Average-Space-Temperature,point
entity:QNL_AHU_B_007_CHW-Coil,entity:QNL_AHU-B-007_CHW-Coil,part
entity:QNL_AHU_B_007_CHWRtnTemp_PV,entity:QNL_AHU-B-007_Chilled-Water-Return-Temperature,point
entity:QNL_AHU_B_007_CHWSupTemp_PV,entity:QNL_AHU-B-007_Chilled-Water-Supply-Temperature,point
entity:QNL_AHU_B_007_CoolVlv_PosFbk,entity:QNL_AHU-B-007_Cooling-Valve-Position-Feedback,point
entity:QNL_AHU_B_007_Electric-Coil,entity:QNL_AHU-B-007_Electric-Coil,part
entity:QNL_AHU_B_007_EnableDisableCmd,entity:QNL_AHU-B-007_Enable-Disable-Command,point
entity:QNL_AHU_B_007_FrshAirTemp_PV,entity:QNL_AHU-B-007_Fresh-Air-Temperature,point
entity:QNL_AHU_B_007_MixAirTemp_PV,entity:QNL_AHU-B-007_Mixed-Air-Temperature,point
entity:QNL_AHU_B_007_RtnAirDuctPrs_PV,entity:QNL_AHU-B-007_Return-Air-Duct-Pressure,point
entity:QNL_AHU_B_007_RtnAirHumd_PV,entity:QNL_AHU-B-007_Return-Air-Humidity,point
entity:QNL_AHU_B_007_RtnAirTemp_PV,entity:QNL_AHU-B-007_Return-Air-Temperature,point
entity:QNL_AHU_B_007_RtnHumiditySP,entity:QNL_AHU-B-007_Return-Air-Humidity-Setpoint,point
entity:QNL_AHU_B_007_SF,entity:QNL_AHU-B-007_SF,part
entity:QNL_AHU_B_007_SF_Motor,entity:QNL_AHU-B-007_SF-Motor,part
entity:QNL_AHU_B_007_SpcHumd02_PV,entity:QNL_AHU-B-007_Space-Humidity-2,point
entity:QNL_AHU_B_007_SpcHumd03_PV,entity:QNL_AHU-B-007_Space-Humidity-3,point
entity:QNL_AHU_B_007_SpcHumd04_PV,entity:QNL_AHU-B-007_Space-Humidity-4,point
entity:QNL_AHU_B_007_SpcHumd_PV,entity:QNL_AHU-B-007_Space-Humidity,point
entity:QNL_AHU_B_007_SpcTemp02_PV,entity:QNL_AHU-B-007_Space-Temperature-2,point
entity:QNL_AHU_B_007_SpcTemp03_PV,entity:QNL_AHU-B-007_Space-Temperature-3,point
entity:QNL_AHU_B_007_SpcTemp04_PV,entity:QNL_AHU-B-007_Space-Temperature-4,point
entity:QNL_AHU_B_007_SpcTemp_PV,entity:QNL_AHU-B-007_Space-Temperature,point
entity:QNL_AHU_B_007_SupAirDuctPrs_PV,entity:QNL_AHU-B-007_Supply-Air-Duct-Pressure,point
entity:QNL_AHU_B_007_SupAirFlow_PV,entity:QNL_AHU-B-007_Supply-Air-Flow,point
entity:QNL_AHU_B_007_SupAirHumd_PV,entity:QNL_AHU-B-007_Supply-Air-Humidity,point
entity:QNL_AHU_B_007_SupAirTemp_PV,entity:QNL_AHU-B-007_Supply-Air-Temperature,point
entity:QNL_AHU_B_007_SupFan_AutoManCmd,entity:QNL_AHU-B-007_Supply-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_007_SupFan_FTSP,entity:QNL_AHU-B-007_Supply-Fan-Fail-To-Stop-Alarm,point
entity:QNL_AHU_B_007_SupFan_FTST,entity:QNL_AHU-B-007_Supply-Fan-Fail-To-Start-Alarm,point
entity:QNL_AHU_B_007_SupFan_SpeedFbk,entity:QNL_AHU-B-007_Supply-Fan-Speed-Feedback,point
entity:QNL_AHU_B_007_SupFan_TripAlm,entity:QNL_AHU-B-007_Supply-Fan-Trip-Alarm,point
entity:QNL_AHU_B_007_SupFan_kW,entity:QNL_AHU-B-007_Supply-Fan-Electric-Power,point
entity:QNL_AHU_B_007_SupFan_kWH,entity:QNL_AHU-B-007_Supply-Fan-Electrical-Energy,point
entity:QNL_AHU_B_008,entity:QNL_AHU-B-008,equipment
entity:QNL_AHU_B_008_AvgSpcHumd_PV,entity:QNL_AHU-B-008_Average-Space-Humidity,point
entity:QNL_AHU_B_008_AvgSpcTemp_PV,entity:QNL_AHU-B-008_Average-Space-Temperature,point
entity:QNL_AHU_B_008_CHW-Coil,entity:QNL_AHU-B-008_CHW-Coil,part
entity:QNL_AHU_B_008_CHWRtnTemp_PV,entity:QNL_AHU-B-008_Chilled-Water-Return-Temperature,point
entity:QNL_AHU_B_008_CHWSupTemp_PV,entity:QNL_AHU-B-008_Chilled-Water-Supply-Temperature,point
entity:QNL_AHU_B_008_CoolVlv_PosFbk,entity:QNL_AHU-B-008_Cooling-Valve-Position-Feedback,point
entity:QNL_AHU_B_008_DuctHumd01_PV,entity:QNL_AHU-B-008_Duct-Humidity-1,point
entity:QNL_AHU_B_008_DuctHumd02_PV,entity:QNL_AHU-B-008_Duct-Humidity-2,point
entity:QNL_AHU_B_008_DuctHumd03_PV,entity:QNL_AHU-B-008_Duct-Humidity-3,point
entity:QNL_AHU_B_008_DuctHumd04_PV,entity:QNL_AHU-B-008_Duct-Humidity-4,point
entity:QNL_AHU_B_008_DuctTemp01_PV,entity:QNL_AHU-B-008_Duct-Temperature-1,point
entity:QNL_AHU_B_008_DuctTemp02_PV,entity:QNL_AHU-B-008_Duct-Temperature-2,point
entity:QNL_AHU_B_008_DuctTemp03_PV,entity:QNL_AHU-B-008_Duct-Temperature-3,point
entity:QNL_AHU_B_008_DuctTemp04_PV,entity:QNL_AHU-B-008_Duct-Temperature-4,point
entity:QNL_AHU_B_008_Electric-Coil,entity:QNL_AHU-B-008_Electric-Coil,part
entity:QNL_AHU_B_008_EnableDisableCmd,entity:QNL_AHU-B-008_Enable-Disable-Command,point
entity:QNL_AHU_B_008_FrshAirTemp_PV,entity:QNL_AHU-B-008_Fresh-Air-Temperature,point
entity:QNL_AHU_B_008_MixAirTemp_PV,entity:QNL_AHU-B-008_Mixed-Air-Temperature,point
entity:QNL_AHU_B_008_RtnAirDuctPrs_PV,entity:QNL_AHU-B-008_Return-Air-Duct-Pressure,point
entity:QNL_AHU_B_008_RtnAirHumd_PV,entity:QNL_AHU-B-008_Return-Air-Humidity,point
entity:QNL_AHU_B_008_RtnAirTemp_PV,entity:QNL_AHU-B-008_Return-Air-Temperature,point
entity:QNL_AHU_B_008_RtnHumiditySP,entity:QNL_AHU-B-008_Return-Air-Humidity-Setpoint,point
entity:QNL_AHU_B_008_SF,entity:QNL_AHU-B-008_SF,part
entity:QNL_AHU_B_008_SF_Motor,entity:QNL_AHU-B-008_SF-Motor,part
entity:QNL_AHU_B_008_SupAirDuctPrs_PV,entity:QNL_AHU-B-008_Supply-Air-Duct-Pressure,point
entity:QNL_AHU_B_008_SupAirFlow_PV,entity:QNL_AHU-B-008_Supply-Air-Flow,point
entity:QNL_AHU_B_008_SupAirHumd_PV,entity:QNL_AHU-B-008_Supply-Air-Humidity,point
entity:QNL_AHU_B_008_SupAirTemp_PV,entity:QNL_AHU-B-008_Supply-Air-Temperature,point
entity:QNL_AHU_B_008_SupFan_AutoManCmd,entity:QNL_AHU-B-008_Supply-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_008_SupFan_FTSP,entity:QNL_AHU-B-008_Supply-Fan-Fail-To-Stop-Alarm,point
entity:QNL_AHU_B_008_SupFan_FTST,entity:QNL_AHU-B-008_Supply-Fan-Fail-To-Start-Alarm,point
entity:QNL_AHU_B_008_SupFan_SpeedFbk,entity:QNL_AHU-B-008_Supply-Fan-Speed-Feedback,point
entity:QNL_AHU_B_008_SupFan_TripAlm,entity:QNL_AHU-B-008_Supply-Fan-Trip-Alarm,point
entity:QNL_AHU_B_008_SupFan_kW,entity:QNL_AHU-B-008_Supply-Fan-Electric-Power,point
entity:QNL_AHU_B_008_SupFan_kWH,entity:QNL_AHU-B-008_Supply-Fan-Electrical-Energy,point
entity:QNL_AHU_B_009,entity:QNL_AHU-B-009,equipment
entity:QNL_AHU_B_009_AvgSpcHumd_PV,entity:QNL_AHU-B-009_Average-Space-Humidity,point
entity:QNL_AHU_B_009_AvgSpcTemp_PV,entity:QNL_AHU-B-009_Average-Space-Temperature,point
entity:QNL_AHU_B_009_CHW-Coil,entity:QNL_AHU-B-009_CHW-Coil,part
entity:QNL_AHU_B_009_CHWRtnTemp_PV,entity:QNL_AHU-B-009_Chilled-Water-Return-Temperature,point
entity:QNL_AHU_B_009_CHWSupTemp_PV,entity:QNL_AHU-B-009_Chilled-Water-Supply-Temperature,point
entity:QNL_AHU_B_009_CoolVlv_PosFbk,entity:QNL_AHU-B-009_Cooling-Valve-Position-Feedback,point
entity:QNL_AHU_B_009_Electric-Coil,entity:QNL_AHU-B-009_Electric-Coil,part
entity:QNL_AHU_B_009_EnableDisableCmd,entity:QNL_AHU-B-009_Enable-Disable-Command,point
entity:QNL_AHU_B_009_FrshAirTemp_PV,entity:QNL_AHU-B-009_Fresh-Air-Temperature,point
entity:QNL_AHU_B_009_MixAirTemp_PV,entity:QNL_AHU-B-009_Mixed-Air-Temperature,point
entity:QNL_AHU_B_009_RtnAirDuctPrs_PV,entity:QNL_AHU-B-009_Return-Air-Duct-Pressure,point
entity:QNL_AHU_B_009_RtnAirHumd_PV,entity:QNL_AHU-B-009_Return-Air-Humidity,point
entity:QNL_AHU_B_009_RtnAirTemp_PV,entity:QNL_AHU-B-009_Return-Air-Temperature,point
entity:QNL_AHU_B_009_RtnHumiditySP,entity:QNL_AHU-B-009_Return-Air-Humidity-Setpoint,point
entity:QNL_AHU_B_009_SF,entity:QNL_AHU-B-009_SF,part
entity:QNL_AHU_B_009_SF_Motor,entity:QNL_AHU-B-009_SF-Motor,part
entity:QNL_AHU_B_009_SpcHumd01_PV,entity:QNL_AHU-B-009_Space-Humidity-1,point
entity:QNL_AHU_B_009_SpcHumd02_PV,entity:QNL_AHU-B-009_Space-Humidity-2,point
entity:QNL_AHU_B_009_SpcHumd03_PV,entity:QNL_AHU-B-009_Space-Humidity-3,point
entity:QNL_AHU_B_009_SpcHumd04_PV,entity:QNL_AHU-B-009_Space-Humidity-4,point
entity:QNL_AHU_B_009_SpcHumd05_PV,entity:QNL_AHU-B-009_Space-Humidity-5,point
entity:QNL_AHU_B_009_SpcHumd06_PV,entity:QNL_AHU-B-009_Space-Humidity-6,point
entity:QNL_AHU_B_009_SpcHumd07_PV,entity:QNL_AHU-B-009_Space-Humidity-7,point
entity:QNL_AHU_B_009_SpcTemp01_PV,entity:QNL_AHU-B-009_Space-Temperature-1,point
entity:QNL_AHU_B_009_SpcTemp02_PV,entity:QNL_AHU-B-009_Space-Temperature-2,point
entity:QNL_AHU_B_009_SpcTemp03_PV,entity:QNL_AHU-B-009_Space-Temperature-3,point
entity:QNL_AHU_B_009_SpcTemp04_PV,entity:QNL_AHU-B-009_Space-Temperature-4,point
entity:QNL_AHU_B_009_SupAirDuctPrs_PV,entity:QNL_AHU-B-009_Supply-Air-Duct-Pressure,point
entity:QNL_AHU_B_009_SupAirFlow_PV,entity:QNL_AHU-B-009_Supply-Air-Flow,point
entity:QNL_AHU_B_009_SupAirHumd_PV,entity:QNL_AHU-B-009_Supply-Air-Humidity,point
entity:QNL_AHU_B_009_SupAirTemp_PV,entity:QNL_AHU-B-009_Supply-Air-Temperature,point
entity:QNL_AHU_B_009_SupFan_AutoManCmd,entity:QNL_AHU-B-009_Supply-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_009_SupFan_FTSP,entity:QNL_AHU-B-009_Supply-Fan-Fail-To-Stop-Alarm,point
entity:QNL_AHU_B_009_SupFan_FTST,entity:QNL_AHU-B-009_Supply-Fan-Fail-To-Start-Alarm,point
entity:QNL_AHU_B_009_SupFan_SpeedFbk,entity:QNL_AHU-B-009_Supply-Fan-Speed-Feedback,point
entity:QNL_AHU_B_009_SupFan_TripAlm,entity:QNL_AHU-B-009_Supply-Fan-Trip-Alarm,point
entity:QNL_AHU_B_009_SupFan_kW,entity:QNL_AHU-B-009_Supply-Fan-Electric-Power,point
entity:QNL_AHU_B_009_SupFan_kWH,entity:QNL_AHU-B-009_Supply-Fan-Electrical-Energy,point
entity:QNL_AHU_B_010,entity:QNL_AHU-B-010,equipment
entity:QNL_AHU_B_010_CHW-Coil,entity:QNL_AHU-B-010_CHW-Coil,part
entity:QNL_AHU_B_010_CHWRtnTemp_PV,entity:QNL_AHU-B-010_Chilled-Water-Return-Temperature,point
entity:QNL_AHU_B_010_CHWSupTemp_PV,entity:QNL_AHU-B-010_Chilled-Water-Supply-Temperature,point
entity:QNL_AHU_B_010_CoolVlv_PosFbk,entity:QNL_AHU-B-010_Cooling-Valve-Position-Feedback,point
entity:QNL_AHU_B_010_DuctHumd_PV,entity:QNL_AHU-B-010_Duct-Humidity,point
entity:QNL_AHU_B_010_DuctTemp_PV,entity:QNL_AHU-B-010_Duct-Temperature,point
entity:QNL_AHU_B_010_Electric-Coil,entity:QNL_AHU-B-010_Electric-Coil,part
entity:QNL_AHU_B_010_EnableDisableCmd,entity:QNL_AHU-B-010_Enable-Disable-Command,point
entity:QNL_AHU_B_010_FrshAirTemp_PV,entity:QNL_AHU-B-010_Fresh-Air-Temperature,point
entity:QNL_AHU_B_010_IntrnlEADmpr_PositionCtrl,entity:QNL_AHU-B-010_Exhaust-Air-Damper-Position-Command,point
entity:QNL_AHU_B_010_IntrnlEADmpr_PositionFbk,entity:QNL_AHU-B-010_Exhaust-Air-Damper-Position-Feedback,point
entity:QNL_AHU_B_010_IntrnlFADmpr_PositionCtrl,entity:QNL_AHU-B-010_Fresh-Air-Damper-Position-Command,point
entity:QNL_AHU_B_010_IntrnlFADmpr_PositionFbk,entity:QNL_AHU-B-010_Fresh-Air-Damper-Position-Feedback,point
entity:QNL_AHU_B_010_MixAirTemp_PV,entity:QNL_AHU-B-010_Mixed-Air-Temperature,point
entity:QNL_AHU_B_010_RF,entity:QNL_AHU-B-010_RF,part
entity:QNL_AHU_B_010_RF_Motor,entity:QNL_AHU-B-010_RF-Motor,part
entity:QNL_AHU_B_010_RtnAirDuctPrs_PV,entity:QNL_AHU-B-010_Return-Air-Duct-Pressure,point
entity:QNL_AHU_B_010_RtnAirFlow_PV,entity:QNL_AHU-B-010_Return-Air-Flow,point
entity:QNL_AHU_B_010_RtnAirHumd_PV,entity:QNL_AHU-B-010_Return-Air-Humidity,point
entity:QNL_AHU_B_010_RtnAirTemp_PV,entity:QNL_AHU-B-010_Return-Air-Temperature,point
entity:QNL_AHU_B_010_RtnFan_AutoManCmd,entity:QNL_AHU-B-010_Return-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_010_RtnFan_SpeedFbk,entity:QNL_AHU-B-010_Return-Fan-Speed-Feedback,point
entity:QNL_AHU_B_010_RtnFan_TripAlm,entity:QNL_AHU-B-010_Return-Fan-Trip-Alarm,point
entity:QNL_AHU_B_010_RtnFan_kW,entity:QNL_AHU-B-010_Return-Fan-Electric-Power,point
entity:QNL_AHU_B_010_RtnFan_kWH,entity:QNL_AHU-B-010_Return-Fan-Electrical-Energy,point
entity:QNL_AHU_B_010_RtnHumiditySP,entity:QNL_AHU-B-010_Return-Air-Humidity-Setpoint,point
entity:QNL_AHU_B_010_SF,entity:QNL_AHU-B-010_SF,part
entity:QNL_AHU_B_010_SF_Motor,entity:QNL_AHU-B-010_SF-Motor,part
entity:QNL_AHU_B_010_SupAirDuctPrs_PV,entity:QNL_AHU-B-010_Supply-Air-Duct-Pressure,point
entity:QNL_AHU_B_010_SupAirFlow_PV,entity:QNL_AHU-B-010_Supply-Air-Flow,point
entity:QNL_AHU_B_010_SupAirHumd_PV,entity:QNL_AHU-B-010_Supply-Air-Humidity,point
entity:QNL_AHU_B_010_SupAirTemp_PV,entity:QNL_AHU-B-010_Supply-Air-Temperature,point
entity:QNL_AHU_B_010_SupFan_AutoManCmd,entity:QNL_AHU-B-010_Supply-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_010_SupFan_FTSP,entity:QNL_AHU-B-010_Supply-Fan-Fail-To-Stop-Alarm,point
entity:QNL_AHU_B_010_SupFan_FTST,entity:QNL_AHU-B-010_Supply-Fan-Fail-To-Start-Alarm,point
entity:QNL_AHU_B_010_SupFan_SpeedFbk,entity:QNL_AHU-B-010_Supply-Fan-Speed-Feedback,point
entity:QNL_AHU_B_010_SupFan_TripAlm,entity:QNL_AHU-B-010_Supply-Fan-Trip-Alarm,point
entity:QNL_AHU_B_010_SupFan_kW,entity:QNL_AHU-B-010_Supply-Fan-Electric-Power,point
entity:QNL_AHU_B_010_SupFan_kWH,entity:QNL_AHU-B-010_Supply-Fan-Electrical-Energy,point
entity:QNL_AHU_B_011,entity:QNL_AHU-B-011,equipment
entity:QNL_AHU_B_011_CHW-Coil,entity:QNL_AHU-B-011_CHW-Coil,part
entity:QNL_AHU_B_011_CHWRtnTemp_PV,entity:QNL_AHU-B-011_Chilled-Water-Return-Temperature,point
entity:QNL_AHU_B_011_CHWSupTemp_PV,entity:QNL_AHU-B-011_Chilled-Water-Supply-Temperature,point
entity:QNL_AHU_B_011_CoolVlv_PosFbk,entity:QNL_AHU-B-011_Cooling-Valve-Position-Feedback,point
entity:QNL_AHU_B_011_Electric-Coil,entity:QNL_AHU-B-011_Electric-Coil,part
entity:QNL_AHU_B_011_EnableDisableCmd,entity:QNL_AHU-B-011_Enable-Disable-Command,point
entity:QNL_AHU_B_011_FrshAirTemp_PV,entity:QNL_AHU-B-011_Fresh-Air-Temperature,point
entity:QNL_AHU_B_011_IntrnlEADmpr_PositionCtrl,entity:QNL_AHU-B-011_Exhaust-Air-Damper-Position-Command,point
entity:QNL_AHU_B_011_IntrnlFADmpr_PositionCtrl,entity:QNL_AHU-B-011_Fresh-Air-Damper-Position-Command,point
entity:QNL_AHU_B_011_MixAirTemp_PV,entity:QNL_AHU-B-011_Mixed-Air-Temperature,point
entity:QNL_AHU_B_011_RF,entity:QNL_AHU-B-011_RF,part
entity:QNL_AHU_B_011_RF_Motor,entity:QNL_AHU-B-011_RF-Motor,part
entity:QNL_AHU_B_011_RtnAirDuctPrs_PV,entity:QNL_AHU-B-011_Return-Air-Duct-Pressure,point
entity:QNL_AHU_B_011_RtnAirFlow_PV,entity:QNL_AHU-B-011_Return-Air-Flow,point
entity:QNL_AHU_B_011_RtnAirHumd_PV,entity:QNL_AHU-B-011_Return-Air-Humidity,point
entity:QNL_AHU_B_011_RtnAirTemp_PV,entity:QNL_AHU-B-011_Return-Air-Temperature,point
entity:QNL_AHU_B_011_RtnFan_AutoManCmd,entity:QNL_AHU-B-011_Return-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_011_RtnFan_SpeedFbk,entity:QNL_AHU-B-011_Return-Fan-Speed-Feedback,point
entity:QNL_AHU_B_011_RtnFan_TripAlm,entity:QNL_AHU-B-011_Return-Fan-Trip-Alarm,point
entity:QNL_AHU_B_011_RtnFan_kW,entity:QNL_AHU-B-011_Return-Fan-Electric-Power,point
entity:QNL_AHU_B_011_RtnFan_kWH,entity:QNL_AHU-B-011_Return-Fan-Electrical-Energy,point
entity:QNL_AHU_B_011_RtnHumiditySP,entity:QNL_AHU-B-011_Return-Air-Humidity-Setpoint,point
entity:QNL_AHU_B_011_SF,entity:QNL_AHU-B-011_SF,part
entity:QNL_AHU_B_011_SF_Motor,entity:QNL_AHU-B-011_SF-Motor,part
entity:QNL_AHU_B_011_SupAirDuctPrs_PV,entity:QNL_AHU-B-011_Supply-Air-Duct-Pressure,point
entity:QNL_AHU_B_011_SupAirFlow_PV,entity:QNL_AHU-B-011_Supply-Air-Flow,point
entity:QNL_AHU_B_011_SupAirHumd_PV,entity:QNL_AHU-B-011_Supply-Air-Humidity,point
entity:QNL_AHU_B_011_SupAirTemp_PV,entity:QNL_AHU-B-011_Supply-Air-Temperature,point
entity:QNL_AHU_B_011_SupFan_AutoManCmd,entity:QNL_AHU-B-011_Supply-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_011_SupFan_FTSP,entity:QNL_AHU-B-011_Supply-Fan-Fail-To-Stop-Alarm,point
entity:QNL_AHU_B_011_SupFan_FTST,entity:QNL_AHU-B-011_Supply-Fan-Fail-To-Start-Alarm,point
entity:QNL_AHU_B_011_SupFan_SpeedFbk,entity:QNL_AHU-B-011_Supply-Fan-Speed-Feedback,point
entity:QNL_AHU_B_011_SupFan_TripAlm,entity:QNL_AHU-B-011_Supply-Fan-Trip-Alarm,point
entity:QNL_AHU_B_011_SupFan_kW,entity:QNL_AHU-B-011_Supply-Fan-Electric-Power,point
entity:QNL_AHU_B_011_SupFan_kWH,entity:QNL_AHU-B-011_Supply-Fan-Electrical-Energy,point
entity:QNL_AHU_B_012,entity:QNL_AHU-B-012,equipment
entity:QNL_AHU_B_012_CHW-Coil,entity:QNL_AHU-B-012_CHW-Coil,part
entity:QNL_AHU_B_012_CHWRtnTemp_PV,entity:QNL_AHU-B-012_Chilled-Water-Return-Temperature,point
entity:QNL_AHU_B_012_CHWSupTemp_PV,entity:QNL_AHU-B-012_Chilled-Water-Supply-Temperature,point
entity:QNL_AHU_B_012_CoolVlv_PosFbk,entity:QNL_AHU-B-012_Cooling-Valve-Position-Feedback,point
entity:QNL_AHU_B_012_Electric-Coil,entity:QNL_AHU-B-012_Electric-Coil,part
entity:QNL_AHU_B_012_EnableDisableCmd,entity:QNL_AHU-B-012_Enable-Disable-Command,point
entity:QNL_AHU_B_012_FrshAirTemp_PV,entity:QNL_AHU-B-012_Fresh-Air-Temperature,point
entity:QNL_AHU_B_012_IntrnlEADmpr_PositionCtrl,entity:QNL_AHU-B-012_Exhaust-Air-Damper-Position-Command,point
entity:QNL_AHU_B_012_IntrnlEADmpr_PositionFbk,entity:QNL_AHU-B-012_Exhaust-Air-Damper-Position-Feedback,point
entity:QNL_AHU_B_012_IntrnlFADmpr_PositionCtrl,entity:QNL_AHU-B-012_Fresh-Air-Damper-Position-Command,point
entity:QNL_AHU_B_012_IntrnlFADmpr_PositionFbk,entity:QNL_AHU-B-012_Fresh-Air-Damper-Position-Feedback,point
entity:QNL_AHU_B_012_MixAirTemp_PV,entity:QNL_AHU-B-012_Mixed-Air-Temperature,point
entity:QNL_AHU_B_012_RF,entity:QNL_AHU-B-012_RF,part
entity:QNL_AHU_B_012_RF_Motor,entity:QNL_AHU-B-012_RF-Motor,part
entity:QNL_AHU_B_012_RtnAirDuctPrs_PV,entity:QNL_AHU-B-012_Return-Air-Duct-Pressure,point
entity:QNL_AHU_B_012_RtnAirFlow_PV,entity:QNL_AHU-B-012_Return-Air-Flow,point
entity:QNL_AHU_B_012_RtnAirHumd_PV,entity:QNL_AHU-B-012_Return-Air-Humidity,point
entity:QNL_AHU_B_012_RtnAirTemp_PV,entity:QNL_AHU-B-012_Return-Air-Temperature,point
entity:QNL_AHU_B_012_RtnFan_AutoManCmd,entity:QNL_AHU-B-012_Return-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_012_RtnFan_SpeedFbk,entity:QNL_AHU-B-012_Return-Fan-Speed-Feedback,point
entity:QNL_AHU_B_012_RtnFan_TripAlm,entity:QNL_AHU-B-012_Return-Fan-Trip-Alarm,point
entity:QNL_AHU_B_012_RtnFan_kW,entity:QNL_AHU-B-012_Return-Fan-Electric-Power,point
entity:QNL_AHU_B_012_RtnFan_kWH,entity:QNL_AHU-B-012_Return-Fan-Electrical-Energy,point
entity:QNL_AHU_B_012_RtnHumiditySP,entity:QNL_AHU-B-012_Return-Air-Humidity-Setpoint,point
entity:QNL_AHU_B_012_SF,entity:QNL_AHU-B-012_SF,part
entity:QNL_AHU_B_012_SF_Motor,entity:QNL_AHU-B-012_SF-Motor,part
entity:QNL_AHU_B_012_SupAirDuctPrs_PV,entity:QNL_AHU-B-012_Supply-Air-Duct-Pressure,point
entity:QNL_AHU_B_012_SupAirFlow_PV,entity:QNL_AHU-B-012_Supply-Air-Flow,point
entity:QNL_AHU_B_012_SupAirHumd_PV,entity:QNL_AHU-B-012_Supply-Air-Humidity,point
entity:QNL_AHU_B_012_SupAirTemp_PV,entity:QNL_AHU-B-012_Supply-Air-Temperature,point
entity:QNL_AHU_B_012_SupFan_AutoManCmd,entity:QNL_AHU-B-012_Supply-Fan-Auto-Manual-Command,point
entity:QNL_AHU_B_012_SupFan_FTSP,entity:QNL_AHU-B-012_Supply-Fan-Fail-To-Stop-Alarm,point
entity:QNL_AHU_B_012_SupFan_FTST,entity:QNL_AHU-B-012_Supply-Fan-Fail-To-Start-Alarm,point
entity:QNL_AHU_B_012_SupFan_SpeedFbk,entity:QNL_AHU-B-012_Supply-Fan-Speed-Feedback,point
entity:QNL_AHU_B_012_SupFan_TripAlm,entity:QNL_AHU-B-012_Supply-Fan-Trip-Alarm,point
entity:QNL_AHU_B_012_SupFan_kW,entity:QNL_AHU-B-012_Supply-Fan-Electric-Power,point
entity:QNL_AHU_B_012_SupFan_kWH,entity:QNL_AHU-B-012_Supply-Fan-Electrical-Energy,point
entity:QNL_AHU_B_013,entity:QNL_AHU-B-013,equipment
entity:QNL_AHU_B_013_CHW-Coil,entity:QNL_AHU-B-013_CHW-Coil,part
entity:QNL_AHU_B_013_CHWRtnTemp_PV,entity:QNL_AHU-B-013_Chilled-Water-Return-Temperature,point
entity:QNL_AHU_B_013_CHWSupTemp_PV,entity:QNL_AHU-B-013_Chilled-Water-Supply-Temperature,point
entity:QNL_AHU_B_013_CoolVlv_PosFbk,entity:QNL_AHU-B-013_Cooling-Valve-Position-Feedback,point
entity:QNL_AHU_B_013_DuctHumd01_PV,entity:QNL_AHU-B-013_Duct-Humidity-1,point
entity:QNL_AHU_B_013_DuctHumd02_PV,entity:QNL_AHU-B-013_Duct-Humidity-2,point
entity:QNL_AHU_B_013_DuctTemp01_PV,entity:QNL_AHU-B-013_Duct-Temperature-1,point
entity:QNL_AHU_B_013_DuctTemp02_PV,entity:QNL_AHU-B-013_Duct-Temperature-2,point
entity:QNL_AHU_B_013_Electric-Coil,entity:QNL_AHU-B-013_Electric-Coil,part
entity:QNL_AHU_B_013_EnableDisableCmd,entity:QNL_AHU-B-013_Enable-Disable-Command,point
entity:QNL_AHU_B_013_FrshAirTemp_PV,entity:QNL_AHU-B-013_Fresh-Air-Temperature,point
entity:QNL_AHU_B_013_IntrnlEADmpr_PositionCtrl,entity:QNL_AHU-B-013_Exhaust-Air-Damper-Position-Command,point
entity:QNL_AHU_B_013_IntrnlEADmpr_PositionFbk,entity:QNL_AHU-B-013_Exhaust-Air-Damper-Position-Feedback,point
entity:QNL_AHU_B_013_IntrnlFADmpr_PositionCtrl,entity:QNL_AHU-B-013_Fresh-Air-Damper-Position-Command,point
entity:QNL_AHU_B_013_IntrnlFADmpr_PositionFbk,entity:QNL_AHU-B-013_Fresh-Air-Damper-Position-Feedback,point
entity:QNL_AHU_B_013_MixAirTemp_PV,entity:QNL_AHU-B-013_Mixed-Air-Temperature,point
entity:QNL_AHU_B_013_RF,entity:QNL_AHU-B-013_RF,part
entity:QNL_AHU_B_013_RF_Motor,entity:QNL_AHU-B-013_RF-Motor,part
