kind,source_identifier,ontology_identifier,rdfs:label_en
room,entity:QNL_B_120_COMPACT_SHELVING_-MAIN_COLLECTION,entity:QNL_B_120_COMPACT_SHELVING_-MAIN_COLLECTION,B.120_COMPACT_SHELVING_-MAIN_COLLECTION
room,entity:QNL_B_121_SORTING_SHELVING_ROOM,entity:QNL_B_121_SORTING_SHELVING_ROOM,B.121_SORTING_SHELVING_ROOM
room,entity:QNL_B_122_IT_OFFICE,entity:QNL_B_122_IT_OFFICE,B.122_IT_OFFICE
room,entity:QNL_B_132_SHELL_SPACE-SPECIAL_COLLECTION,entity:QNL_B_132_SHELL_SPACE-SPECIAL_COLLECTION,B.132_SHELL_SPACE-SPECIAL_COLLECTION
room,entity:QNL_B141_HLP_HL_PLANT_ROOM,entity:QNL_B_141_HLP_HL_PLANT_ROOM,B.141_HLP_HL_PLANT_ROOM
room,entity:QNL_B141_VAU_VAULT,entity:QNL_B_141_VAU_VAULT,B.141_VAU_VAULT
room,entity:QNL_B_142_CORRIDOR,entity:QNL_B_142_CORRIDOR,B.142_CORRIDOR
room,entity:QNL_B_143_HERITAGE_COLLECTION,entity:QNL_B_143_HERITAGE_COLLECTION,B.143_HERITAGE_COLLECTION
room,entity:QNL_B_144_PANTRY,entity:QNL_B_144_PANTRY,B.144_PANTRY
room,entity:QNL_B_145_LOBY_&_CSECURITY,entity:QNL_B_145_LOBY_&_CSECURITY,B.145_LOBY_&_CSECURITY
room,entity:QNL_B_146_VIP_REST_ROOM,entity:QNL_B_146_VIP_REST_ROOM,B.146_VIP_REST_ROOM
room,entity:QNL_B_147_VIP_REST_ROOM,entity:QNL_B_147_VIP_REST_ROOM,B.147_VIP_REST_ROOM
room,entity:QNL_B_148_VIP_MAJLIS,entity:QNL_B_148_VIP_MAJLIS,B.148_VIP_MAJLIS
room,entity:QNL_B_149_DIRECTOR_HEAD,entity:QNL_B_149_DIRECTOR_HEAD,B.149_DIRECTOR_HEAD
room,entity:QNL_B_150_ASSISTANT_HEAD,entity:QNL_B_150_ASSISTANT_HEAD,B.150_ASSISTANT_HEAD
room,entity:QNL_B_151_RESEARCH_&_DOC-RCRDS_MGMT,entity:QNL_B_151_RESEARCH_&_DOC-RCRDS_MGMT,B.151_RESEARCH_&_DOC-RCRDS_MGMT
room,entity:QNL_B_152_SECURITY_ROOM,entity:QNL_B_152_SECURITY_ROOM,B.152_SECURITY_ROOM
room,entity:QNL_B_153_PROF_LIBRARIAN,entity:QNL_B_153_PROF_LIBRARIAN,B.153_PROF_LIBRARIAN
room,entity:QNL_B_155_FACULTY_CARRELS,entity:QNL_B_155_FACULTY_CARRELS,B.155_FACULTY_CARRELS
room,entity:QNL_B_156_FACULTY_CARRELS,entity:QNL_B_156_FACULTY_CARRELS,B.156_FACULTY_CARRELS
room,entity:QNL_B_157_FACULTY_CARRELS,entity:QNL_B_157_FACULTY_CARRELS,B.157_FACULTY_CARRELS
room,entity:QNL_B_158_FACULTY_CARRELS,entity:QNL_B_158_FACULTY_CARRELS,B.158_FACULTY_CARRELS
room,entity:QNL_B_159_FACULTY_CARRELS,entity:QNL_B_159_FACULTY_CARRELS,B.159_FACULTY_CARRELS
room,entity:QNL_B_160_FACULTY_CARRELS,entity:QNL_B_160_FACULTY_CARRELS,B.160_FACULTY_CARRELS
room,entity:QNL_B_161_FACULTY_CARRELS,entity:QNL_B_161_FACULTY_CARRELS,B.161_FACULTY_CARRELS
room,entity:QNL_B_162_FACULTY_CARRELS,entity:QNL_B_162_FACULTY_CARRELS,B.162_FACULTY_CARRELS
room,entity:QNL_B_163_FACULTY_CARRELS,entity:QNL_B_163_FACULTY_CARRELS,B.163_FACULTY_CARRELS
room,entity:QNL_B_164_FACULTY_CARRELS,entity:QNL_B_164_FACULTY_CARRELS,B.164_FACULTY_CARRELS
room,entity:QNL_B_165_FACULTY_CARRELS,entity:QNL_B_165_FACULTY_CARRELS,B.165_FACULTY_CARRELS
room,entity:QNL_B_166_FACULTY_CARRELS,entity:QNL_B_166_FACULTY_CARRELS,B.166_FACULTY_CARRELS
room,entity:QNL_B_167_FACULTY_CARRELS,entity:QNL_B_167_FACULTY_CARRELS,B.167_FACULTY_CARRELS
room,entity:QNL_B_168_FACULTY_CARRELS,entity:QNL_B_168_FACULTY_CARRELS,B.168_FACULTY_CARRELS
room,entity:QNL_B_169_FACULTY_CARRELS,entity:QNL_B_169_FACULTY_CARRELS,B.169_FACULTY_CARRELS
room,entity:QNL_B_200_DIGITIZATION,entity:QNL_B_200_DIGITIZATION,B.200_DIGITIZATION
room,entity:QNL_B_201_REST_ROOM_MEN,entity:QNL_B_201_REST_ROOM_MEN,B.201_REST_ROOM_MEN
room,entity:QNL_B_202_REST_ROOM_WOMEN,entity:QNL_B_202_REST_ROOM_WOMEN,B.202_REST_ROOM_WOMEN
room,entity:QNL_B_203_STORAGE_ROOM,entity:QNL_B_203_STORAGE_ROOM,B.203_STORAGE_ROOM
room,entity:QNL_B_204_TECHNICAL_SERVICES,entity:QNL_B_204_TECHNICAL_SERVICES,B.204_TECHNICAL_SERVICES
room,entity:QNL_B_205_INSTRUCTION_PRESENTATION,entity:QNL_B_205_INSTRUCTION_PRESENTATION,B.205_INSTRUCTION_PRESENTATION
room,entity:QNL_B_206_INSTRUCTION_OUTREACH,entity:QNL_B_206_INSTRUCTION_OUTREACH,B.206_INSTRUCTION_OUTREACH
room,entity:QNL_B_207_PRESEARCHERS_READING_AREA,entity:QNL_B_207_PRESEARCHERS_READING_AREA,B.207_PRESEARCHERS_READING_AREA
room,entity:QNL_B_208_PROF_LIBRARIAN,entity:QNL_B_208_PROF_LIBRARIAN,B.208_PROF_LIBRARIAN
room,entity:QNL_B_209_CONSERVATION_WORK_AREA,entity:QNL_B_209_CONSERVATION_WORK_AREA,B.209_CONSERVATION_WORK_AREA
room,entity:QNL_B_210_FM_STORAGE,entity:QNL_B_210_FM_STORAGE,B.210_FM_STORAGE
room,entity:QNL_B_211_PH_PLANT_ROOM,entity:QNL_B_211_PH_PLANT_ROOM,B.211_PH_PLANT_ROOM
room,entity:QNL_B_213_MISTING_SYSTEM,entity:QNL_B_213_MISTING_SYSTEM,B.213_MISTING_SYSTEM
